"","icpsr","FECcommittee","first","last","fullname","state","chamber","district","party","start","end","twitter","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","�..Numeric.counter.for.order.in.THOMAS.data.from.93rd...110th.Congresses","Legislator.name..as.given.in.THOMAS","Congress.number","Year.at.start.of.Congress","Two.letter.state.code","Congressional.district.number","X1...Democrat","Year.first.elected.to.House","X1...female","Percent.vote.received.to.enter.this.Congress","First.dimension.DW.NOMINATE.score","Size.of.House.delegation.from.member.s.state","X1..Speaker","X1...Chair.of.subcommittee..according.to.Almanac.of.American.Politics.and.Adler.W","Number.of.substantively.significant.bills.sponsored","Number.of.substantively.significant.bills.with.action.in.committee","Number.of.substantively.significant.bills.with.action.beyond.committee","Number.of.substantively.significant.bills.passed.House","Number.of.substantively.significant.bills.became.law","Number.of.substantive.bills.sponsored","Number.of.substantive.bills.with.action.in.committee","Number.of.substantive.bills.with.action.beyond.committee","Number.of.substantive.bills.passed.House","Number.of.substantive.bills.became.law","Number.of.commemorative.bills.sponsored","Number.of.commemorative.bills.with.action.in.committee","Number.of.commemorative.bills.with.action.beyond.committee","Number.of.commemorative.bills.passed.House","Number.of.commemorative.bills.became.law","X1...African.American","X1...Latino.a","votepct.squared","X1...Member.of.Appropriation..Rules..or.Ways.and.Means","X1...Chair..of.standing.committee.or.intellgence.homeland.sec.according.to.Stewar","X1...served.in.state.legislature","state_leg...state.legislature.professionalism","X1...majority.party.member","X1...Majority.party.leadership","X1...Minority.party.leadership","Absolute.distance.from.floor.median..DW.NOMINATE.","Absolute.distance.from.majority.party.median..DW.NOMINATE.","Total.bills.sponsored","Total.bills.with.action.in.committee","Total.bills.with.action.beyond.committee","Total.bills.passed.House","Total.bills.became.law","Legislative.Effectiveness.Score..1.5.10.","Lagged.LES","Seniority..number.of.terms.served.counting.current","benchmark","X1...Below..2...Meets..3...Exceeds","TotalInParty","RankInParty"
"274",20762,"C00443705","jackie","speier","jackiespeier","CA","House",14,"D","4/8/2008","1/3/2019","JackieSpeier",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8417,"Speier, Jackie",111,2009,"CA",12,1,2008,1,75,-0.479999989,53,0,0,0,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0,0,5625,0,0,1,0.625999987,1,0,0,0.296000004,0.133999988,23,1,1,1,0,0.670022241,0.120085768,1,0.702585161,2,269,155
"275",20762,"C00443705","jackie","speier","jackiespeier","CA","House",14,"D","4/8/2008","1/3/2019","repspeier",7,3539,1,1,NA,NA,1,NA,NA,NA,8417,"Speier, Jackie",111,2009,"CA",12,1,2008,1,75,-0.479999989,53,0,0,0,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0,0,5625,0,0,1,0.625999987,1,0,0,0.296000004,0.133999988,23,1,1,1,0,0.670022241,0.120085768,1,0.702585161,2,269,155
"276",20763,"C00422964","donna","edwards","donnaedwards","MD","House",4,"D","6/19/2008","1/3/2017","repdonnaedwards",3,6398,0,0,5229,0.817,1,NA,NA,NA,8141,"Edwards, Donna",111,2009,"MD",4,1,2008,1,86,-0.550999999,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,7396,0,0,0,0,1,0,0,0.367000014,0.204999998,8,0,0,0,0,0.100703985,0,1,0.702585161,1,269,256
"277",20763,"C00422964","donna","edwards","donnaedwards","MD","House",4,"D","6/19/2008","1/3/2017","DonnaFEdwards",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8141,"Edwards, Donna",111,2009,"MD",4,1,2008,1,86,-0.550999999,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,7396,0,0,0,0,1,0,0,0.367000014,0.204999998,8,0,0,0,0,0.100703985,0,1,0.702585161,1,269,256
"278",20902,"C00651042","Ann","Kirkpatrick","annkirkpatrick","AZ","House",1,"","","","RepKirkpatrick",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8237,"Kirkpatrick, Ann",111,2009,"AZ",1,1,2008,1,56,-0.07,8,0,0,0,0,0,0,0,32,12,8,5,1,0,0,0,0,0,0,0,3136,0,0,1,0.231999993,1,0,0,0.114,0.275999993,32,12,8,5,1,3.702394103,NA,1,0.702585161,3,269,18
"279",20902,"C00651042","ann","kirkpatrick","annkirkpatrick","AZ","House",2,"D","1/6/2009","1/3/2017","ann_kirkpatrick",5,3204,0,0,3071,0.958,0,1,1,NA,8237,"Kirkpatrick, Ann",111,2009,"AZ",1,1,2008,1,56,-0.07,8,0,0,0,0,0,0,0,32,12,8,5,1,0,0,0,0,0,0,0,3136,0,0,1,0.231999993,1,0,0,0.114,0.275999993,32,12,8,5,1,3.702394103,NA,1,0.702585161,3,269,18
"280",20903,"C00446815","tom","mcclintock","tommcclintock","CA","House",4,"R","1/6/2009","1/3/2019","repmcclintock",2,287,0,0,245,0.854,1,NA,NA,NA,8283,"McClintock, Tom",111,2009,"CA",4,0,2008,0,50,0.994000018,53,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,1,0,0,2500,0,0,1,0.625999987,0,0,0,1.177999973,1.340000033,5,1,1,1,1,0.206302701,NA,1,0.162759572,2,182,112
"281",20903,"C00446815","tom","mcclintock","tommcclintock","CA","House",4,"R","1/6/2009","1/3/2019","tommcclintock",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8283,"McClintock, Tom",111,2009,"CA",4,0,2008,0,50,0.994000018,53,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,1,0,0,2500,0,0,1,0.625999987,0,0,0,1.177999973,1.340000033,5,1,1,1,1,0.206302701,NA,1,0.162759572,2,182,112
"282",20904,"C00435370","jared","polis","jaredpolis","CO","House",2,"D","1/6/2009","1/3/2019","jaredpolis",2,5385,0,1,NA,NA,1,NA,NA,NA,8349,"Polis, Jared",111,2009,"CO",2,1,2008,0,63,-0.326999992,7,0,0,0,0,0,0,0,23,2,1,1,0,1,0,0,0,0,0,0,3969,1,0,0,0,1,0,0,0.142999992,0.019000009,24,2,1,1,0,0.788430956,NA,1,0.702585161,2,269,143
"283",20904,"C00435370","jared","polis","jaredpolis","CO","House",2,"D","1/6/2009","1/3/2019","repjaredpolis",0,2182,1,0,1580,0.724,1,NA,NA,NA,8349,"Polis, Jared",111,2009,"CO",2,1,2008,0,63,-0.326999992,7,0,0,0,0,0,0,0,23,2,1,1,0,1,0,0,0,0,0,0,3969,1,0,0,0,1,0,0,0.142999992,0.019000009,24,2,1,1,0,0.788430956,NA,1,0.702585161,2,269,143
"284",20904,"C00435370","jared","polis","jaredpolis","CO","House",2,"D","1/6/2009","1/3/2019","PolisForCO",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8349,"Polis, Jared",111,2009,"CO",2,1,2008,0,63,-0.326999992,7,0,0,0,0,0,0,0,23,2,1,1,0,1,0,0,0,0,0,0,3969,1,0,0,0,1,0,0,0.142999992,0.019000009,24,2,1,1,0,0.788430956,NA,1,0.702585161,2,269,143
"285",20906,"C00629287","mike","coffman","mikecoffman","CO","House",6,"R","1/6/2009","1/3/2019","coffmanforco",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8100,"Coffman, Mike",111,2009,"CO",6,0,2008,0,61,0.765999973,7,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,3721,0,0,1,0.202000007,0,0,0,0.949999988,1.111999989,8,1,1,1,0,0.460222272,NA,1,0.162759572,3,182,62
"286",20906,"C00629287","mike","coffman","mikecoffman","CO","House",6,"R","1/6/2009","1/3/2019","repmikecoffman",1,2588,0,0,2079,0.803,1,NA,NA,NA,8100,"Coffman, Mike",111,2009,"CO",6,0,2008,0,61,0.765999973,7,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,3721,0,0,1,0.202000007,0,0,0,0.949999988,1.111999989,8,1,1,1,0,0.460222272,NA,1,0.162759572,3,182,62
"287",20907,"C00434191","james","himes","jameshimes","CT","House",4,"D","1/6/2009","1/3/2019","jahimes",7,7650,0,1,NA,NA,0,NA,NA,NA,8200,"Himes, James",111,2009,"CT",4,1,2008,0,51,-0.224000007,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2601,0,0,0,0,1,0,0,0.040000007,0.121999994,6,0,0,0,0,0.083919988,NA,1,0.702585161,1,269,261
"288",20908,"C00424713","alan","grayson","alangrayson","FL","House",9,"D","1/6/2009","1/3/2017","alangrayson",3,2562,0,0,2342,0.914,0,NA,NA,NA,8178,"Grayson, Alan",111,2009,"FL",8,1,2008,0,52,-0.382999986,25,0,0,0,0,0,0,0,17,1,1,1,0,1,0,1,1,1,0,0,2704,0,0,0,0,1,0,0,0.198999986,0.036999986,18,1,2,2,1,0.71333602,NA,1,0.702585161,2,269,149
"289",20909,"C00444968","bill","posey","billposey","FL","House",8,"R","1/6/2009","1/3/2019","congbillposey",7,1225,0,1,NA,NA,0,NA,NA,NA,8351,"Posey, Bill",111,2009,"FL",15,0,2008,0,53,0.717000008,25,0,0,0,0,0,0,0,12,0,0,0,0,1,0,1,1,0,0,0,2809,0,0,1,0.254999995,0,0,0,0.901000023,1.062999964,13,0,1,1,0,0.217180823,NA,1,0.162759572,2,182,110
"290",20910,"C00432906","thomas","rooney","thomasrooney","FL","House",17,"R","1/6/2009","1/3/2019","Rooney4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8369,"Rooney, Thomas",111,2009,"FL",16,0,2008,0,60,0.66900003,25,0,0,0,0,0,0,0,14,0,1,1,0,2,2,2,2,1,0,0,3600,0,0,0,0,0,0,0,0.853000045,1.014999986,16,2,3,3,1,0.651350045,NA,1,0.162759572,3,182,39
"291",20910,"C00432906","thomas","rooney","thomasrooney","FL","House",17,"R","1/6/2009","1/3/2019","tomrooney",4,2728,0,1,NA,NA,1,NA,NA,NA,8369,"Rooney, Thomas",111,2009,"FL",16,0,2008,0,60,0.66900003,25,0,0,0,0,0,0,0,14,0,1,1,0,2,2,2,2,1,0,0,3600,0,0,0,0,0,0,0,0.853000045,1.014999986,16,2,3,3,1,0.651350045,NA,1,0.162759572,3,182,39
"292",20914,"C00437756","aaron","schock","aaronschock","IL","House",18,"R","1/6/2009","3/31/2015","aaronschock",7,2510,0,0,1804,0.719,0,NA,NA,NA,8390,"Schock, Aaron",111,2009,"IL",18,0,2008,0,59,0.524999976,19,0,0,0,0,0,0,0,11,2,1,1,0,0,0,0,0,0,0,0,3481,0,0,1,0.344000012,0,0,0,0.708999991,0.870999992,11,2,1,1,0,0.617793648,NA,1,0.162759572,3,182,43
"293",20915,"C00433730","lynn","jenkins","lynnjenkins","KS","House",2,"R","1/6/2009","1/3/2019","lynnjenkins",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8218,"Jenkins, Lynn",111,2009,"KS",2,0,2008,1,51,0.750999987,4,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,2601,0,0,1,0.151999995,0,0,0,0.935000002,1.097000003,7,0,1,1,0,0.330624226,NA,1,0.162759572,3,182,83
"294",20915,"C00433730","lynn","jenkins","lynnjenkins","KS","House",2,"R","1/6/2009","1/3/2019","replynnjenkins",2,5351,0,0,4890,0.914,1,NA,NA,NA,8218,"Jenkins, Lynn",111,2009,"KS",2,0,2008,1,51,0.750999987,4,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,2601,0,0,1,0.151999995,0,0,0,0.935000002,1.097000003,7,0,1,1,0,0.330624226,NA,1,0.162759572,3,182,83
"295",20916,"C00445023","brett","guthrie","brettguthrie","KY","House",2,"R","1/6/2009","1/3/2019","repguthrie",6,695,0,0,518,0.745,1,NA,NA,NA,8183,"Guthrie, Brett",111,2009,"KY",2,0,2008,0,53,0.528999984,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2809,0,0,1,0.148000002,0,0,0,0.713,0.875,5,0,0,0,0,0.069933323,NA,1,0.162759572,1,182,155
"296",20916,"C00445023","brett","guthrie","brettguthrie","KY","House",2,"R","1/6/2009","1/3/2019","brettguthrie",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8183,"Guthrie, Brett",111,2009,"KY",2,0,2008,0,53,0.528999984,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2809,0,0,1,0.148000002,0,0,0,0.713,0.875,5,0,0,0,0,0.069933323,NA,1,0.162759572,1,182,155
"297",20918,"C00445015","john","fleming","johnfleming","LA","House",4,"R","1/6/2009","1/3/2017","repfleming",0,1648,0,0,1451,0.88,0,NA,NA,NA,8155,"Fleming, John",111,2009,"LA",4,0,2008,0,48,0.739000022,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,0.923000038,1.085000038,8,0,0,0,0,0.111893317,NA,1,0.162759572,2,182,137
"298",20919,"C00543983","bill","cassidy","billcassidy","LA","Senate",NA,"R","1/6/2009","1/3/2021","billcassidy",0,4423,0,0,3907,0.883,0,NA,NA,NA,8087,"Cassidy, Bill",111,2009,"LA",6,0,2008,0,48,0.713999987,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2304,0,0,1,0.185000002,0,0,0,0.898000002,1.059999943,6,0,0,0,0,0.083919988,NA,1,0.162759572,2,182,147
"299",20920,"C00433391","chellie","pingree","chelliepingree","ME","House",1,"D","1/6/2009","1/3/2019","chelliepingree",0,2535,0,0,1741,0.687,0,NA,NA,NA,8345,"Pingree, Chellie",111,2009,"ME",1,1,2008,1,55,-0.48300001,2,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,0,3025,1,0,1,0.097999997,1,0,0,0.299000025,0.137000009,13,1,0,0,0,0.28624869,NA,1,0.702585161,1,269,222
"300",20923,"C00437889","gary","peters","garypeters","MI","Senate",NA,"D","1/6/2009","1/3/2021","sengarypeters",0,4046,1,1,NA,NA,1,NA,NA,NA,8341,"Peters, Gary",111,2009,"MI",9,1,2008,0,52,-0.272000015,15,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,2704,0,0,1,0.652999997,1,0,0,0.088000014,0.073999986,11,1,1,1,0,0.502182266,NA,1,0.702585161,2,269,175
"301",20923,"C00437889","gary","peters","garypeters","MI","Senate",NA,"D","1/6/2009","1/3/2021","Peters4Michigan",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8341,"Peters, Gary",111,2009,"MI",9,1,2008,0,52,-0.272000015,15,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,2704,0,0,1,0.652999997,1,0,0,0.088000014,0.073999986,11,1,1,1,0,0.502182266,NA,1,0.702585161,2,269,175
"302",20924,"C00439661","erik","paulsen","erikpaulsen","MN","House",3,"R","1/6/2009","1/3/2019","Erik_Paulsen",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8335,"Paulsen, Erik",111,2009,"MN",3,0,2008,0,48,0.694000006,8,0,0,0,0,0,0,0,15,0,3,3,0,1,0,0,0,0,0,0,2304,0,0,1,0.210999995,0,0,0,0.878000021,1.039999962,16,0,3,3,0,0.910750024,NA,1,0.162759572,3,182,22
"303",20924,"C00439661","erik","paulsen","erikpaulsen","MN","House",3,"R","1/6/2009","1/3/2019","reperikpaulsen",1,4227,0,0,3575,0.846,1,NA,NA,NA,8335,"Paulsen, Erik",111,2009,"MN",3,0,2008,0,48,0.694000006,8,0,0,0,0,0,0,0,15,0,3,3,0,1,0,0,0,0,0,0,2304,0,0,1,0.210999995,0,0,0,0.878000021,1.039999962,16,0,3,3,0,0.910750024,NA,1,0.162759572,3,182,22
"304",20925,"C00441295","gregg","harper","greggharper","MS","House",3,"R","1/6/2009","1/3/2019","greggharper",0,2983,0,0,2159,0.724,1,NA,NA,NA,8190,"Harper, Gregg",111,2009,"MS",3,0,2008,0,63,0.535000026,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,3969,0,0,0,0,0,0,0,0.719000041,0.881000042,1,1,1,1,1,0.150356043,NA,1,0.162759572,2,182,122
"305",20925,"C00441295","gregg","harper","greggharper","MS","House",3,"R","1/6/2009","1/3/2019","HarperCampaign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8190,"Harper, Gregg",111,2009,"MS",3,0,2008,0,63,0.535000026,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,3969,0,0,0,0,0,0,0,0.719000041,0.881000042,1,1,1,1,1,0.150356043,NA,1,0.162759572,2,182,122
"306",20926,"C00458679","blaine","luetkemeyer","blaineluetkemeyer","MO","House",3,"R","1/6/2009","1/3/2019","LuetkemeyerB",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8264,"Luetkemeyer, Blaine",111,2009,"MO",9,0,2008,0,50,0.639999986,9,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,2500,0,0,1,0.197999999,0,0,0,0.824000001,0.986000001,5,2,1,1,0,0.53387366,NA,1,0.162759572,3,182,56
"307",20926,"C00458679","blaine","luetkemeyer","blaineluetkemeyer","MO","House",3,"R","1/6/2009","1/3/2019","RepBlaine",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8264,"Luetkemeyer, Blaine",111,2009,"MO",9,0,2008,0,50,0.639999986,9,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,2500,0,0,1,0.197999999,0,0,0,0.824000001,0.986000001,5,2,1,1,0,0.53387366,NA,1,0.162759572,3,182,56
"308",20926,"C00458679","blaine","luetkemeyer","blaineluetkemeyer","MO","House",3,"R","1/6/2009","1/3/2019","repblainepress",5,1409,0,0,1010,0.717,1,NA,NA,NA,8264,"Luetkemeyer, Blaine",111,2009,"MO",9,0,2008,0,50,0.639999986,9,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,2500,0,0,1,0.197999999,0,0,0,0.824000001,0.986000001,5,2,1,1,0,0.53387366,NA,1,0.162759572,3,182,56
"309",20927,"C00499467","dina","titus","dinatitus","NV","House",1,"D","1/6/2009","1/3/2019","dinatitus",2,5351,0,1,NA,NA,1,NA,NA,NA,8437,"Titus, Dina",111,2009,"NV",3,1,2008,1,47,-0.239999995,3,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,0,0,2209,0,0,1,0.160999998,1,0,0,0.055999994,0.106000006,11,0,3,3,0,0.852006033,NA,1,0.702585161,2,269,136
"310",20927,"C00499467","dina","titus","dinatitus","NV","House",1,"D","1/6/2009","1/3/2019","repdinatitus",1,7183,0,1,NA,NA,1,NA,NA,NA,8437,"Titus, Dina",111,2009,"NV",3,1,2008,1,47,-0.239999995,3,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,0,0,2209,0,0,1,0.160999998,1,0,0,0.055999994,0.106000006,11,0,3,3,0,0.852006033,NA,1,0.702585161,2,269,136
"311",20929,"C00444224","leonard","lance","leonardlance","NJ","House",7,"R","1/6/2009","1/3/2019","replancenj7",0,1429,0,0,1174,0.822,1,NA,NA,NA,8246,"Lance, Leonard",111,2009,"NJ",7,0,2008,0,50,0.633000016,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,1,0.319999993,0,0,0,0.817000031,0.979000032,4,0,0,0,0,0.055946658,NA,1,0.162759572,1,182,165
"312",20929,"C00444224","leonard","lance","leonardlance","NJ","House",7,"R","1/6/2009","1/3/2019","LeonardLanceNJ7",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8246,"Lance, Leonard",111,2009,"NJ",7,0,2008,0,50,0.633000016,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,1,0.319999993,0,0,0,0.817000031,0.979000032,4,0,0,0,0,0.055946658,NA,1,0.162759572,1,182,165
"313",20930,"C00434563","martin","heinrich","martinheinrich","NM","Senate",NA,"D","1/6/2009","1/3/2019","TeamHeinrich",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8193,"Heinrich, Martin",111,2009,"NM",1,1,2008,0,56,-0.261999995,3,0,0,0,0,0,0,0,15,4,3,1,1,2,1,1,1,1,0,0,3136,0,0,0,0,1,0,0,0.077999994,0.084000006,17,5,4,2,2,1.657202234,NA,1,0.702585161,3,269,71
"314",20930,"C00434563","martin","heinrich","martinheinrich","NM","Senate",NA,"D","1/6/2009","1/3/2019","martinheinrich",2,3508,0,0,2980,0.849,1,NA,NA,NA,8193,"Heinrich, Martin",111,2009,"NM",1,1,2008,0,56,-0.261999995,3,0,0,0,0,0,0,0,15,4,3,1,1,2,1,1,1,1,0,0,3136,0,0,0,0,1,0,0,0.077999994,0.084000006,17,5,4,2,2,1.657202234,NA,1,0.702585161,3,269,71
"315",20932,"C00443689","ben","lujan","benlujan","NM","House",3,"D","1/6/2009","1/3/2019","ChairmanDCCC",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8265,"Lujan, Ben",111,2009,"NM",3,1,2008,0,57,-0.345999986,3,0,0,0,0,0,0,0,16,3,3,3,0,0,0,0,0,0,0,1,3249,0,0,0,0,1,0,0,0.161999986,1.40667e-08,16,3,3,3,0,1.268773501,NA,1,0.702585161,3,269,99
"316",20932,"C00443689","ben","lujan","benlujan","NM","House",3,"D","1/6/2009","1/3/2019","repbenraylujan",2,1353,1,1,NA,NA,1,NA,NA,NA,8265,"Lujan, Ben",111,2009,"NM",3,1,2008,0,57,-0.345999986,3,0,0,0,0,0,0,0,16,3,3,3,0,0,0,0,0,0,0,1,3249,0,0,0,0,1,0,0,0.161999986,1.40667e-08,16,3,3,3,0,1.268773501,NA,1,0.702585161,3,269,99
"317",20932,"C00443689","ben","lujan","benlujan","NM","House",3,"D","1/6/2009","1/3/2019","peopleforben",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8265,"Lujan, Ben",111,2009,"NM",3,1,2008,0,57,-0.345999986,3,0,0,0,0,0,0,0,16,3,3,3,0,0,0,0,0,0,0,1,3249,0,0,0,0,1,0,0,0.161999986,1.40667e-08,16,3,3,3,0,1.268773501,NA,1,0.702585161,3,269,99
"318",20934,"C00450049","paul","tonko","paultonko","NY","House",20,"D","1/6/2009","1/3/2019","PaulTonko",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8438,"Tonko, Paul",111,2009,"NY",21,1,2008,0,62,-0.419,29,0,0,0,0,0,0,0,17,3,3,3,0,1,1,1,1,1,0,0,3844,0,0,1,0.514999986,1,0,0,0.234999999,0.072999999,18,4,4,4,1,1.433116208,NA,1,0.702585161,3,269,84
"319",20934,"C00450049","paul","tonko","paultonko","NY","House",20,"D","1/6/2009","1/3/2019","reppaultonko",1,9151,1,1,NA,NA,1,NA,NA,NA,8438,"Tonko, Paul",111,2009,"NY",21,1,2008,0,62,-0.419,29,0,0,0,0,0,0,0,17,3,3,3,0,1,1,1,1,1,0,0,3844,0,0,1,0.514999986,1,0,0,0.234999999,0.072999999,18,4,4,4,1,1.433116208,NA,1,0.702585161,3,269,84
"320",20935,"C00417550","daniel","maffei","danielmaffei","NY","House",24,"D","1/6/2009","1/3/2015","danmaffeiny",1,306,0,0,288,0.941,1,1,25,NA,8270,"Maffei, Daniel",111,2009,"NY",25,1,2008,0,55,-0.225999996,29,0,0,0,0,0,0,0,13,0,1,1,1,0,0,0,0,0,0,0,3025,0,0,0,0,1,0,0,0.041999996,0.120000005,13,0,1,1,1,0.804008808,NA,1,0.702585161,2,269,141
"321",20935,"C00417550","daniel","maffei","danielmaffei","NY","House",24,"D","1/6/2009","1/3/2015","DanMaffei",NA,NA,NA,NA,NA,NA,1,1,25,NA,8270,"Maffei, Daniel",111,2009,"NY",25,1,2008,0,55,-0.225999996,29,0,0,0,0,0,0,0,13,0,1,1,1,0,0,0,0,0,0,0,3025,0,0,0,0,1,0,0,0.041999996,0.120000005,13,0,1,1,1,0.804008808,NA,1,0.702585161,2,269,141
"322",20940,"C00440115","steve","austria","steveaustria","OH","House",7,"R","1/6/2009","1/3/2013","steveaustria",2,358,0,0,264,0.737,0,NA,NA,NA,8026,"Austria, Steve",111,2009,"OH",7,0,2008,0,58,0.537,18,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3364,0,0,1,0.30399999,0,0,0,0.721000016,0.883000016,3,0,0,0,0,0.030770662,NA,1,0.162759572,1,182,171
"323",20941,"C00454694","marcia","fudge","marciafudge","OH","House",11,"D","11/19/2008","1/3/2019","mlfudge",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8163,"Fudge, Marcia",111,2009,"OH",11,1,2008,1,100,-0.542999983,18,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,1,0,10000,0,0,0,0,1,0,0,0.358999997,0.196999982,8,1,1,1,0,0.460222272,NA,1,0.702585161,2,269,187
"324",20941,"C00454694","marcia","fudge","marciafudge","OH","House",11,"D","11/19/2008","1/3/2019","repmarciafudge",6,4750,0,0,4002,0.843,1,NA,NA,NA,8163,"Fudge, Marcia",111,2009,"OH",11,1,2008,1,100,-0.542999983,18,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,1,0,10000,0,0,0,0,1,0,0,0.358999997,0.196999982,8,1,1,1,0,0.460222272,NA,1,0.702585161,2,269,187
"325",20944,"C00446906","kurt","schrader","kurtschrader","OR","House",5,"D","1/6/2009","1/3/2019","VoteSchrader",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8391,"Schrader, Kurt",111,2009,"OR",5,1,2008,0,54,-0.232999995,5,0,1,0,0,0,0,0,16,2,2,2,0,0,0,0,0,0,0,0,2916,0,0,1,0.152999997,1,0,0,0.048999995,0.113000005,16,2,2,2,0,0.920444545,NA,1,1.007616282,2,269,130
"326",20944,"C00446906","kurt","schrader","kurtschrader","OR","House",5,"D","1/6/2009","1/3/2019","repschrader",6,1911,0,1,NA,NA,1,NA,NA,NA,8391,"Schrader, Kurt",111,2009,"OR",5,1,2008,0,54,-0.232999995,5,0,1,0,0,0,0,0,16,2,2,2,0,0,0,0,0,0,0,0,2916,0,0,1,0.152999997,1,0,0,0.048999995,0.113000005,16,2,2,2,0,0.920444545,NA,1,1.007616282,2,269,130
"327",20946,"C00444620","glenn","thompson","glennthompson","PA","House",5,"R","1/6/2009","1/3/2019","congressmangt",5,5700,0,1,NA,NA,0,NA,NA,NA,8431,"Thompson, Glenn",111,2009,"PA",5,0,2008,0,57,0.458000004,19,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,3249,0,0,0,0,0,0,0,0.64200002,0.80400002,4,1,1,1,0,0.404275614,NA,1,0.162759572,3,182,75
"328",20947,"C00444471","david","roe","davidroe","TN","House",1,"R","1/6/2009","1/3/2019","drphilroe",6,2470,0,1,NA,NA,0,NA,NA,NA,8365,"Roe, David",111,2009,"TN",1,0,2008,0,72,0.702000022,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5184,0,0,0,0,0,0,0,0.886000037,1.047999978,3,0,0,0,0,0.041959994,NA,1,0.162759572,1,182,169
"329",20948,"C00437913","pete","olson","peteolson","TX","House",22,"R","1/6/2009","1/3/2019","reppeteolson",5,5274,0,0,4749,0.9,1,NA,NA,NA,8327,"Olson, Pete",111,2009,"TX",22,0,2008,0,52,0.667999983,32,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,0,0,0,0,0,0.851999998,1.013999939,8,0,0,0,0,0.111893317,NA,1,0.162759572,2,182,135
