"","icpsr","FECcommittee","first","last","fullname","state","chamber","district","party","start","end","twitter","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","�..Numeric.counter.for.order.in.THOMAS.data.from.93rd...110th.Congresses","Legislator.name..as.given.in.THOMAS","Congress.number","Year.at.start.of.Congress","Two.letter.state.code","Congressional.district.number","X1...Democrat","Year.first.elected.to.House","X1...female","Percent.vote.received.to.enter.this.Congress","First.dimension.DW.NOMINATE.score","Size.of.House.delegation.from.member.s.state","X1..Speaker","X1...Chair.of.subcommittee..according.to.Almanac.of.American.Politics.and.Adler.W","Number.of.substantively.significant.bills.sponsored","Number.of.substantively.significant.bills.with.action.in.committee","Number.of.substantively.significant.bills.with.action.beyond.committee","Number.of.substantively.significant.bills.passed.House","Number.of.substantively.significant.bills.became.law","Number.of.substantive.bills.sponsored","Number.of.substantive.bills.with.action.in.committee","Number.of.substantive.bills.with.action.beyond.committee","Number.of.substantive.bills.passed.House","Number.of.substantive.bills.became.law","Number.of.commemorative.bills.sponsored","Number.of.commemorative.bills.with.action.in.committee","Number.of.commemorative.bills.with.action.beyond.committee","Number.of.commemorative.bills.passed.House","Number.of.commemorative.bills.became.law","X1...African.American","X1...Latino.a","votepct.squared","X1...Member.of.Appropriation..Rules..or.Ways.and.Means","X1...Chair..of.standing.committee.or.intellgence.homeland.sec.according.to.Stewar","X1...served.in.state.legislature","state_leg...state.legislature.professionalism","X1...majority.party.member","X1...Majority.party.leadership","X1...Minority.party.leadership","Absolute.distance.from.floor.median..DW.NOMINATE.","Absolute.distance.from.majority.party.median..DW.NOMINATE.","Total.bills.sponsored","Total.bills.with.action.in.committee","Total.bills.with.action.beyond.committee","Total.bills.passed.House","Total.bills.became.law","Legislative.Effectiveness.Score..1.5.10.","Lagged.LES","Seniority..number.of.terms.served.counting.current","benchmark","X1...Below..2...Meets..3...Exceeds","TotalInParty","RankInParty"
"12",14873,"C00140715","steny","hoyer","stenyhoyer","MD","House",5,"D","1/5/1981","1/3/2019","StenyHoyer",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9547,"Hoyer, Steny",114,2015,"MD",5,1,1981,0,64,-0.377999991,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4096,0,0,1,0.203999996,0,0,1,0.671999991,0.869000018,1,0,0,0,0,0.013732176,0.864034534,18,0.607734382,1,193,192
"13",14873,"C00140715","steny","hoyer","stenyhoyer","MD","House",5,"D","1/5/1981","1/3/2019","whiphoyer",3,11981,0,0,10014,0.836,1,NA,NA,NA,9547,"Hoyer, Steny",114,2015,"MD",5,1,1981,0,64,-0.377999991,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4096,0,0,1,0.203999996,0,0,1,0.671999991,0.869000018,1,0,0,0,0,0.013732176,0.864034534,18,0.607734382,1,193,192
"14",15019,"C00376665","jim","cooper","jimcooper","TN","House",5,"D","1/3/1983","1/3/2019","repjimcooper",0,1960,0,1,NA,NA,1,NA,NA,NA,9444,"Cooper, Jim",114,2015,"TN",5,1,2002,0,62,-0.160999998,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3844,0,0,0,0,0,0,0,0.455000013,0.65200001,7,0,0,0,0,0.09612523,0.106620632,7,0.586141229,1,193,180
"15",15019,"C00376665","jim","cooper","jimcooper","TN","House",5,"D","1/3/1983","1/3/2019","CoopForCongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9444,"Cooper, Jim",114,2015,"TN",5,1,2002,0,62,-0.160999998,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3844,0,0,0,0,0,0,0,0.455000013,0.65200001,7,0,0,0,0,0.09612523,0.106620632,7,0.586141229,1,193,180
"16",15029,"C00154625","marcy","kaptur","marcykaptur","OH","House",9,"D","1/3/1983","1/3/2019","repmarcykaptur",5,2476,0,0,1861,0.752,1,NA,NA,NA,9569,"Kaptur, Marcy",114,2015,"OH",9,1,1982,1,68,-0.349999994,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4624,1,0,0,0,0,0,0,0.643999994,0.841000021,12,0,0,0,0,0.164786115,0.407464027,17,0.605771363,1,193,151
"17",15029,"C00154625","marcy","kaptur","marcykaptur","OH","House",9,"D","1/3/1983","1/3/2019","Marcy_Kaptur",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9569,"Kaptur, Marcy",114,2015,"OH",9,1,1982,1,68,-0.349999994,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4624,1,0,0,0,0,0,0,0.643999994,0.841000021,12,0,0,0,0,0.164786115,0.407464027,17,0.605771363,1,193,151
"18",15033,"C00156612","sander","levin","sanderlevin","MI","House",9,"D","1/3/1983","1/3/2019","repsandylevin",1,2412,0,1,NA,NA,1,NA,NA,NA,9598,"Levin, Sander",114,2015,"MI",9,1,1982,0,60,-0.375999987,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3600,1,0,1,0.652999997,0,0,0,0.670000017,0.866999984,10,0,0,0,0,0.137321755,0.091389112,17,0.605771363,1,193,160
"19",15033,"C00156612","sander","levin","sanderlevin","MI","House",9,"D","1/3/1983","1/3/2019","Levin4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9598,"Levin, Sander",114,2015,"MI",9,1,1982,0,60,-0.375999987,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3600,1,0,1,0.652999997,0,0,0,0.670000017,0.866999984,10,0,0,0,0,0.137321755,0.091389112,17,0.605771363,1,193,160
"20",15085,"C00195065","joe","barton","joebarton","TX","House",6,"R","1/3/1985","1/3/2019","repjoebarton",2,1942,1,0,1567,0.807,0,NA,NA,NA,9375,"Barton, Joe",114,2015,"TX",6,0,1984,0,61,0.527999997,36,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,3721,0,0,0,0,1,0,0,0.233999997,0.036999997,9,1,1,1,0,0.420949072,0.076157592,16,0.999562383,1,250,201
"21",15124,"C00166504","peter","visclosky","petervisclosky","IN","House",1,"D","1/3/1985","1/3/2019","TeamVisclosky",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9777,"Visclosky, Peter",114,2015,"IN",1,1,1984,0,61,-0.40200001,9,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,3721,1,0,0,0,0,0,0,0.69600004,0.893000007,4,1,1,1,1,0.204672009,0.030463038,16,0.603808343,1,193,142
"22",15124,"C00166504","peter","visclosky","petervisclosky","IN","House",1,"D","1/3/1985","1/3/2019","repvisclosky",6,1684,1,1,NA,NA,1,NA,NA,NA,9777,"Visclosky, Peter",114,2015,"IN",1,1,1984,0,61,-0.40200001,9,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,3721,1,0,0,0,0,0,0,0.69600004,0.893000007,4,1,1,1,1,0.204672009,0.030463038,16,0.603808343,1,193,142
"23",15410,"C00215905","peter","defazio","peterdefazio","OR","House",4,"D","1/6/1987","1/3/2019","reppeterdefazio",7,960,1,0,693,0.722,0,NA,NA,NA,9460,"DeFazio, Peter",114,2015,"OR",4,1,1986,0,59,-0.42899999,5,0,0,0,0,0,0,0,25,1,1,1,0,0,0,0,0,0,0,0,3481,0,0,0,0,0,0,0,0.72299999,0.920000017,25,1,1,1,0,0.640663862,0.947833657,15,0.601845324,2,193,62
"24",15431,"C00202416","john","lewis","johnlewis","GA","House",5,"D","1/6/1987","1/3/2019","repjohnlewis",0,1721,0,1,NA,NA,0,NA,NA,NA,9599,"Lewis, John",114,2015,"GA",5,1,1986,0,100,-0.587000012,14,0,0,0,0,0,0,0,22,1,1,1,0,0,0,0,0,0,1,0,10000,1,0,0,0,0,0,1,0.881000042,1.078000069,22,1,1,1,0,0.599467337,0.435546428,15,0.601845324,2,193,69
"25",15438,"C00195628","david","price","davidprice","NC","House",4,"D","1/6/1987","1/3/2019","DPrice4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9684,"Price, David",114,2015,"NC",4,1,1996,0,75,-0.338,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5625,1,0,0,0,0,0,0,0.632000029,0.828999996,13,0,0,0,0,0.178518295,0.152315184,10,0.592030287,1,193,146
"26",15438,"C00195628","david","price","davidprice","NC","House",4,"D","1/6/1987","1/3/2019","repdavideprice",4,2658,0,1,NA,NA,1,NA,NA,NA,9684,"Price, David",114,2015,"NC",4,1,1996,0,75,-0.338,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5625,1,0,0,0,0,0,0,0.632000029,0.828999996,13,0,0,0,0,0.178518295,0.152315184,10,0.592030287,1,193,146
"27",15444,"C00213611","louise","slaughter","louiseslaughter","NY","House",25,"D","1/6/1987","1/3/2019","louiseslaughter",6,2629,0,1,NA,NA,1,NA,NA,NA,9745,"Slaughter, Louise",114,2015,"NY",25,1,1986,1,50,-0.463999987,27,0,0,0,0,0,0,0,12,0,0,0,0,1,1,1,1,1,0,0,2500,1,0,1,0.514999986,0,0,0,0.758000016,0.954999983,13,1,1,1,1,0.328261584,1.167737603,15,0.601845324,2,193,120
"28",15444,"C00213611","louise","slaughter","louiseslaughter","NY","House",25,"D","1/6/1987","1/3/2019","VoteLouiseNY",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9745,"Slaughter, Louise",114,2015,"NY",25,1,1986,1,50,-0.463999987,27,0,0,0,0,0,0,0,12,0,0,0,0,1,1,1,1,1,0,0,2500,1,0,1,0.514999986,0,0,0,0.758000016,0.954999983,13,1,1,1,1,0.328261584,1.167737603,15,0.601845324,2,193,120
"29",15445,"C00197160","lamar","smith","lamarsmith","TX","House",21,"R","1/6/1987","1/3/2019","TexansforLamar",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9750,"Smith, Lamar",114,2015,"TX",21,0,1986,0,72,0.423000008,36,0,0,0,0,0,0,0,13,9,10,7,2,1,0,1,1,1,0,0,5184,0,1,1,0.209999993,1,0,0,0.129000008,0.067999989,14,9,11,8,3,3.86480546,2.789425611,15,2.972737789,2,250,14
"30",15445,"C00197160","lamar","smith","lamarsmith","TX","House",21,"R","1/6/1987","1/3/2019","lamarsmithtx21",5,2756,0,0,1534,0.557,1,NA,NA,NA,9750,"Smith, Lamar",114,2015,"TX",21,0,1986,0,72,0.423000008,36,0,0,0,0,0,0,0,13,9,10,7,2,1,0,1,1,1,0,0,5184,0,1,1,0.209999993,1,0,0,0.129000008,0.067999989,14,9,11,8,3,3.86480546,2.789425611,15,2.972737789,2,250,14
"31",15446,"C00200584","fred","upton","fredupton","MI","House",6,"R","1/6/1987","1/3/2019","UptonForAllOfUs",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9771,"Upton, Fred",114,2015,"MI",6,0,1986,0,56,0.338999987,14,0,0,2,2,2,2,0,5,1,2,1,1,2,0,0,0,0,0,0,3136,0,1,0,0,1,0,0,0.044999987,0.15200001,9,3,4,3,1,2.208034992,3.304659605,15,2.972737789,2,250,42
"32",15446,"C00200584","fred","upton","fredupton","MI","House",6,"R","1/6/1987","1/3/2019","repfredupton",2,4284,0,0,2677,0.625,1,NA,NA,NA,9771,"Upton, Fred",114,2015,"MI",6,0,1986,0,56,0.338999987,14,0,0,2,2,2,2,0,5,1,2,1,1,2,0,0,0,0,0,0,3136,0,1,0,0,1,0,0,0.044999987,0.15200001,9,3,4,3,1,2.208034992,3.304659605,15,2.972737789,2,250,42
"33",15448,"C00213512","nancy","pelosi","nancypelosi","CA","House",12,"D","1/6/1987","1/3/2019","nancypelosi",6,5089,0,1,NA,NA,0,NA,NA,NA,9668,"Pelosi, Nancy",114,2015,"CA",12,1,1987,1,83,-0.493000001,53,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6889,0,0,0,0,0,0,1,0.787,0.984000027,2,0,0,0,0,0.016478611,0.109666936,15,0.601845324,1,193,191
"34",15454,"C00226928","frank","pallone","frankpallone","NJ","House",6,"D","1/6/1987","1/3/2019","frankpallone",7,8498,0,1,NA,NA,1,NA,NA,NA,9662,"Pallone, Frank",114,2015,"NJ",6,1,1992,0,60,-0.397000015,12,0,0,0,0,0,0,0,21,2,3,3,2,0,0,0,0,0,0,0,3600,0,0,1,0.319999993,0,0,0,0.691000044,0.888000011,21,2,3,3,2,2.097961187,1.077275753,14,0.599882305,3,193,5
"35",15454,"C00226928","frank","pallone","frankpallone","NJ","House",6,"D","1/6/1987","1/3/2019","pallonefornj",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9662,"Pallone, Frank",114,2015,"NJ",6,1,1992,0,60,-0.397000015,12,0,0,0,0,0,0,0,21,2,3,3,2,0,0,0,0,0,0,0,3600,0,0,1,0.319999993,0,0,0,0.691000044,0.888000011,21,2,3,3,2,2.097961187,1.077275753,14,0.599882305,3,193,5
"36",15455,"C00229104","john","duncan","johnduncan","TN","House",2,"R","11/8/1988","1/3/2019","repjohnduncanjr",4,596,0,0,484,0.812,0,NA,NA,NA,9480,"Duncan, John",114,2015,"TN",2,0,1988,0,73,0.59799999,9,0,0,0,0,0,0,0,10,1,1,1,0,1,0,0,0,0,0,0,5329,0,0,0,0,1,0,0,0.30399999,0.106999993,11,1,1,1,0,0.43742767,0.340598673,14,0.995636344,1,250,197
"37",15603,"C00236513","eliot","engel","eliotengel","NY","House",16,"D","1/3/1989","1/3/2019","repeliotengel",2,2601,0,0,1381,0.531,0,NA,NA,NA,9485,"Engel, Eliot",114,2015,"NY",16,1,1988,0,100,-0.407000005,27,0,0,0,0,0,0,0,30,5,5,4,2,0,0,0,0,0,0,0,10000,0,0,1,0.514999986,0,0,0,0.701000035,0.898000002,30,5,5,4,2,2.794908285,0.997425616,14,0.599882305,3,193,1
"38",15612,"C00219881","nita","lowey","nitalowey","NY","House",17,"D","1/3/1989","1/3/2019","nitalowey",6,2101,0,0,1712,0.815,0,NA,NA,NA,9609,"Lowey, Nita",114,2015,"NY",17,1,1988,1,56,-0.388999999,27,0,0,0,0,0,0,0,21,1,1,1,0,0,0,0,0,0,0,0,3136,1,0,0,0,0,0,0,0.683000028,0.879999995,21,1,1,1,0,0.585735202,0.167546704,14,0.599882305,2,193,70
"39",15613,"C00569145","jim","mcdermott","jimmcdermott","WA","House",7,"D","1/3/1989","1/3/2017","jimacmcdermott",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9626,"McDermott, Jim",114,2015,"WA",7,1,1988,0,81,-0.666000009,10,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6561,1,0,1,0.196999997,0,0,0,0.960000038,1.157000065,19,0,0,0,0,0.260911345,0.502640128,14,0.599882305,1,193,129
"40",15613,"C00569145","jim","mcdermott","jimmcdermott","WA","House",7,"D","1/3/1989","1/3/2017","repjimmcdermott",7,1893,0,0,1471,0.777,1,NA,NA,NA,9626,"McDermott, Jim",114,2015,"WA",7,1,1988,0,81,-0.666000009,10,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6561,1,0,1,0.196999997,0,0,0,0.960000038,1.157000065,19,0,0,0,0,0.260911345,0.502640128,14,0.599882305,1,193,129
"41",15616,"C00226522","richard","neal","richardneal","MA","House",1,"D","1/3/1989","1/3/2019","reprichardneal",7,876,1,1,NA,NA,0,NA,NA,NA,9650,"Neal, Richard",114,2015,"MA",1,1,1988,0,98,0.488999993,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9604,1,0,0,0,0,0,0,0.194999993,0.002000007,7,0,0,0,0,0.09612523,0.137083665,14,0.599882305,1,193,178
"42",15621,"C00224691","dana","rohrabacher","danarohrabacher","CA","House",48,"R","1/3/1989","1/3/2019","danarohrabacher",5,12980,0,1,NA,NA,1,NA,NA,NA,9703,"Rohrabacher, Dana",114,2015,"CA",48,0,1988,0,64,0.628000021,53,0,1,0,0,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,1,0,0,0.334000021,0.137000024,13,2,1,0,0,0.454516411,0.106620632,14,1.429979682,1,250,194
"43",15621,"C00224691","dana","rohrabacher","danarohrabacher","CA","House",48,"R","1/3/1989","1/3/2019","reprohrabacher",4,115,0,1,NA,NA,1,NA,NA,NA,9703,"Rohrabacher, Dana",114,2015,"CA",48,0,1988,0,64,0.628000021,53,0,1,0,0,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,1,0,0,0.334000021,0.137000024,13,2,1,0,0,0.454516411,0.106620632,14,1.429979682,1,250,194
"44",15634,"C00280537","ileana","roslehtinen","ileanaroslehtinen","FL","House",27,"R","1/3/1989","1/3/2019","roslehtinen",3,23824,0,1,NA,NA,0,NA,NA,NA,9707,"Ros-Lehtinen, Ileana",114,2015,"FL",27,0,1989,1,100,0.245000005,27,0,1,0,0,0,0,0,14,1,2,2,1,0,0,0,0,0,0,1,10000,1,0,1,0.254999995,1,0,0,0.048999995,0.245999992,14,1,2,2,1,1.198190808,1.710254073,14,1.429979682,2,250,103
"45",20103,"C00351379","michael","honda","michaelhonda","CA","House",17,"D","1/3/2001","1/3/2017","repmikehonda",6,2930,0,0,2262,0.772,1,1,15,NA,9546,"Honda, Michael",114,2015,"CA",17,1,2000,0,52,-0.528999984,53,0,0,0,0,0,0,0,32,1,1,0,0,2,0,0,0,0,0,0,2704,1,0,1,0.625999987,0,0,0,0.823000014,1.019999981,34,1,1,0,0,0.625856221,0.472177088,8,0.588104248,2,193,63
"46",20103,"C00351379","michael","honda","michaelhonda","CA","House",17,"D","1/3/2001","1/3/2017","mikehonda17",NA,NA,NA,NA,NA,NA,1,1,15,NA,9546,"Honda, Michael",114,2015,"CA",17,1,2000,0,52,-0.528999984,53,0,0,0,0,0,0,0,32,1,1,0,0,2,0,0,0,0,0,0,2704,1,0,1,0.625999987,0,0,0,0.823000014,1.019999981,34,1,1,0,0,0.625856221,0.472177088,8,0.588104248,2,193,63
"47",20104,"C00343871","adam","schiff","adamschiff","CA","House",28,"D","1/3/2001","1/3/2019","repadamschiff",3,3848,0,0,22,0.006,0,NA,NA,NA,9727,"Schiff, Adam",114,2015,"CA",28,1,2000,0,77,-0.345999986,53,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5929,0,0,1,0.625999987,0,0,0,0.639999986,0.837000012,6,0,0,0,0,0.082393058,0.213241264,8,0.588104248,1,193,186
"48",20107,"C00350520","darrell","issa","darrellissa","CA","House",49,"R","1/3/2001","1/3/2019","darrellissa",7,20543,0,0,16601,0.808,1,NA,NA,NA,9557,"Issa, Darrell",114,2015,"CA",49,0,2000,0,60,0.509000003,53,0,1,0,0,0,0,0,18,4,3,3,0,2,1,1,1,1,0,0,3600,0,0,0,0,1,0,0,0.215000004,0.018000003,20,5,4,4,1,1.400543928,7.589090824,8,1.418201566,2,250,85
"49",20107,"C00350520","darrell","issa","darrellissa","CA","House",49,"R","1/3/2001","1/3/2019","TeamIssa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9557,"Issa, Darrell",114,2015,"CA",49,0,2000,0,60,0.509000003,53,0,1,0,0,0,0,0,18,4,3,3,0,2,1,1,1,1,0,0,3600,0,0,0,0,1,0,0,0.215000004,0.018000003,20,5,4,4,1,1.400543928,7.589090824,8,1.418201566,2,250,85
"50",20108,"C00344671","susan","davis","susandavis","CA","House",53,"D","1/3/2001","1/3/2019","repsusandavis",6,1530,0,0,1364,0.892,0,NA,NA,NA,9459,"Davis, Susan",114,2015,"CA",53,1,2000,1,59,-0.344000012,53,0,0,0,0,0,0,0,21,0,0,0,0,3,1,1,1,1,0,0,3481,0,0,1,0.625999987,0,0,0,0.638000011,0.835000038,24,1,1,1,1,0.457344055,0.322908193,8,0.588104248,2,193,90
"51",20110,"C00366757","jeff","miller","jeffmiller","FL","House",1,"R","10/23/2001","1/3/2017","repjeffmiller",6,424,0,0,187,0.441,0,NA,NA,NA,9639,"Miller, Jeff",114,2015,"FL",1,0,2001,0,70,0.633000016,27,0,0,0,0,0,0,0,35,18,16,12,5,1,1,1,1,1,0,0,4900,0,1,1,0.254999995,1,0,0,0.339000016,0.14200002,36,19,17,13,6,7.657707691,5.273339272,8,2.958996773,3,250,1
"52",20111,"C00352849","ander","crenshaw","andercrenshaw","FL","House",4,"R","1/3/2001","1/3/2017","andercrenshaw",5,1160,0,0,1042,0.898,0,NA,NA,NA,9450,"Crenshaw, Ander",114,2015,"FL",4,0,2000,0,78,0.333000004,27,0,1,1,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,6084,1,0,1,0.254999995,1,0,0,0.039000005,0.157999992,6,0,2,1,0,0.586584806,1.907377243,8,1.418201566,1,250,174
