icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt
29924,tom,udall,tomudall,NM,Senate,NA,D,01/06/1999,01/03/2021,senatortomudall,2,3656,0,1,NA,NA,1
29924,tom,udall,tomudall,NM,Senate,NA,D,01/06/1999,01/03/2021,tomudall,,,,,,,1
15446,fred,upton,fredupton,MI,House,6,R,01/06/1987,01/03/2019,repfredupton,2,4284,0,0,2677,0.625,1
15446,fred,upton,fredupton,MI,House,6,R,01/06/1987,01/03/2019,UptonForAllOfUs,,,,,,,1
21307,david,valadao,davidvaladao,CA,House,21,R,01/03/2013,01/03/2019,repdavidvaladao,5,767,1,0,661,0.862,1
21307,david,valadao,davidvaladao,CA,House,21,R,01/03/2013,01/03/2019,dgvaladao,,,,,,,1
20330,chris,vanhollen,chrisvanhollen,MD,Senate,NA,D,01/07/2003,01/03/2023,chrisvanhollen,1,2194,0,1,NA,NA,1
20330,chris,vanhollen,chrisvanhollen,MD,Senate,NA,D,01/07/2003,01/03/2023,VanHollenForMD,,,,,,,1
21314,juan,vargas,juanvargas,CA,House,51,D,01/03/2013,01/03/2019,repjuanvargas,3,1313,0,0,1104,0.841,1
21314,juan,vargas,juanvargas,CA,House,51,D,01/03/2013,01/03/2019,juanf_vargas,,,,,,,1
21365,marc,veasey,marcveasey,TX,House,33,D,01/03/2013,01/03/2019,repveasey,4,2345,0,0,1856,0.791,1
21365,marc,veasey,marcveasey,TX,House,33,D,01/03/2013,01/03/2019,MarcVeasey,,,,,,,1
21366,filemon,vela,filemonvela,TX,House,34,D,01/03/2013,01/03/2019,repfilemonvela,0,1141,0,0,769,0.674,1
21366,filemon,vela,filemonvela,TX,House,34,D,01/03/2013,01/03/2019,FilemonVela,,,,,,,1
29378,nydia,velazquez,nydiavelazquez,NY,House,7,D,01/05/1993,01/03/2019,nydiavelazquez,5,1575,0,1,NA,NA,1
29378,nydia,velazquez,nydiavelazquez,NY,House,7,D,01/05/1993,01/03/2019,ReElectNydia,,,,,,,1
15124,peter,visclosky,petervisclosky,IN,House,1,D,01/03/1985,01/03/2019,repvisclosky,6,1684,1,1,NA,NA,1
15124,peter,visclosky,petervisclosky,IN,House,1,D,01/03/1985,01/03/2019,TeamVisclosky,,,,,,,1
29918,david,vitter,davidvitter,LA,Senate,NA,R,06/08/1999,01/03/2017,davidvitter,4,8412,0,0,6069,0.721,1
29918,david,vitter,davidvitter,LA,Senate,NA,R,06/08/1999,01/03/2017,senatorvitter,,,,,,,1
49903,george,voinovich,georgevoinovich,OH,Senate,NA,R,01/06/1999,01/03/2011,georgevoinovich,0,523,1,1,NA,NA,0
21337,ann,wagner,annwagner,MO,House,2,R,01/03/2013,01/03/2019,repannwagner,3,2472,0,1,NA,NA,1
21337,ann,wagner,annwagner,MO,House,2,R,01/03/2013,01/03/2019,AnnLWagner,,,,,,,1
20725,tim,walberg,timwalberg,MI,House,7,R,01/04/2007,01/03/2019,repwalberg,0,3282,0,0,2132,0.65,0
29932,greg,walden,gregwalden,OR,House,2,R,01/06/1999,01/03/2019,repgregwalden,7,1960,0,1,NA,NA,0
NA,mark,walker,markwalker,NC,House,6,R,01/06/2015,01/03/2019,repmarkwalker,3,2015,0,1,NA,NA,1
NA,mark,walker,markwalker,NC,House,6,R,01/06/2015,01/03/2019,Walker4NC,,,,,,,1
21330,jackie,walorski,jackiewalorski,IN,House,2,R,01/03/2013,01/03/2019,repwalorski,2,3796,0,0,2341,0.617,1
21330,jackie,walorski,jackiewalorski,IN,House,2,R,01/03/2013,01/03/2019,jackiewalorski,,,,,,,1
NA,john,walsh,johnwalsh,MT,Senate,NA,D,02/11/2014,01/03/2015,johnwalsh,4,242,0,0,181,0.748,0
NA,mimi,walters,mimiwalters,CA,House,45,R,01/06/2015,01/03/2019,repmimiwalters,2,3474,0,0,1701,0.49,1
NA,mimi,walters,mimiwalters,CA,House,45,R,01/06/2015,01/03/2019,MimiWaltersCA,,,,,,,1
20726,timothy,walz,timothywalz,MN,House,1,D,01/04/2007,01/03/2019,reptimwalz,6,1491,1,1,NA,NA,1
20726,timothy,walz,timothywalz,MN,House,1,D,01/04/2007,01/03/2019,Tim_Walz,,,,,,,1
40909,mark,warner,markwarner,VA,Senate,NA,D,01/06/2009,01/03/2021,markwarner,4,5329,1,1,NA,NA,1
40909,mark,warner,markwarner,VA,Senate,NA,D,01/06/2009,01/03/2021,SenatorWarner,,,,,,,1
41301,elizabeth,warren,elizabethwarren,MA,Senate,NA,D,01/03/2013,01/03/2019,senwarren,1,1852,1,0,1634,0.882,1
41301,elizabeth,warren,elizabethwarren,MA,Senate,NA,D,01/03/2013,01/03/2019,elizabethforma,,,,,,,1
20504,debbie,wassermanschultz,debbiewassermanschultz,FL,House,23,D,01/04/2005,01/03/2019,dwstweets,0,9398,0,1,NA,NA,1
20504,debbie,wassermanschultz,debbiewassermanschultz,FL,House,23,D,01/04/2005,01/03/2019,repdwstweets,1,2679,1,1,NA,NA,1
29106,maxine,waters,maxinewaters,CA,House,43,D,01/03/1991,01/03/2019,maxinewaters,3,2168,1,1,NA,NA,1
29106,maxine,waters,maxinewaters,CA,House,43,D,01/03/1991,01/03/2019,RepMaxineWaters,,,,,,,1
NA,bonnie,watsoncoleman,bonniewatsoncoleman,NJ,House,12,D,01/06/2015,01/03/2019,repbonnie,2,2766,1,1,NA,NA,0
14280,henry,waxman,henrywaxman,CA,House,NA,D,1/14/1975,01/03/2015,waxmanclimate,5,794,0,1,NA,NA,1
14280,henry,waxman,henrywaxman,CA,House,NA,D,1/14/1975,01/03/2015,WaxmanHenry,,,,,,,1
40706,jim,webb,jimwebb,VA,Senate,NA,D,01/04/2007,01/03/2013,jimwebbusa,6,1985,1,1,NA,NA,0
21360,randy,weber,randyweber,TX,House,14,R,01/03/2013,01/03/2019,txrandy14,3,2131,1,1,NA,NA,1
21360,randy,weber,randyweber,TX,House,14,R,01/03/2013,01/03/2019,WeberforTexas,,,,,,,1
21116,daniel,webster,danielwebster,FL,House,11,R,01/05/2011,01/03/2019,repwebster,6,2915,1,0,818,0.281,1
21116,daniel,webster,danielwebster,FL,House,11,R,01/05/2011,01/03/2019,WebsterCongress,,,,,,,1
29926,anthony,weiner,anthonyweiner,NY,House,NA,D,01/06/1999,6/21/2011,repweiner,4,483,0,0,363,0.752,0
20750,peter,welch,peterwelch,VT,House,0,D,01/04/2007,01/03/2019,peterwelch,5,1379,1,1,NA,NA,0
21351,brad,wenstrup,bradwenstrup,OH,House,2,R,01/03/2013,01/03/2019,repbradwenstrup,0,4270,1,1,NA,NA,1
21351,brad,wenstrup,bradwenstrup,OH,House,2,R,01/03/2013,01/03/2019,bradwenstrup,,,,,,,1
21119,allen,west,allenwest,FL,House,NA,R,01/05/2011,01/03/2013,allenwest,5,8838,0,0,648,0.073,0
NA,bruce,westerman,brucewesterman,AR,House,4,R,01/06/2015,01/03/2019,repwesterman,0,2960,1,0,906,0.306,1
NA,bruce,westerman,brucewesterman,AR,House,4,R,01/06/2015,01/03/2019,bruce_westerman,,,,,,,1
NA,bruce,westerman,brucewesterman,AR,House,4,R,01/06/2015,01/03/2019,WestermanAR,,,,,,,1
20506,lynn,westmoreland,lynnwestmoreland,GA,House,NA,R,01/04/2005,01/03/2017,westmoreland_ga,5,4173,0,0,3378,0.809,0
40704,sheldon,whitehouse,sheldonwhitehouse,RI,Senate,NA,D,01/04/2007,01/03/2019,senwhitehouse,3,4989,1,1,NA,NA,0
29525,ed,whitfield,edwhitfield,KY,House,NA,R,01/04/1995,09/07/2016,repedwhitfield,5,1067,0,0,975,0.914,0
29534,roger,wicker,rogerwicker,MS,Senate,NA,R,01/04/1995,01/03/2019,senatorwicker,1,3114,1,0,2769,0.889,1
29534,roger,wicker,rogerwicker,MS,Senate,NA,R,01/04/1995,01/03/2019,RogerWicker,,,,,,,1
21364,roger,williams,rogerwilliams,TX,House,25,R,01/03/2013,01/03/2019,reprwilliams,5,2166,1,1,NA,NA,1
21364,roger,williams,rogerwilliams,TX,House,25,R,01/03/2013,01/03/2019,RogerWilliamsTX,,,,,,,1
20138,joe,wilson,joewilson,SC,House,2,R,12/18/2001,01/03/2019,repjoewilson,4,1296,1,1,NA,NA,1
20138,joe,wilson,joewilson,SC,House,2,R,12/18/2001,01/03/2019,CongJoeWilson,,,,,,,1
21118,frederica,wilson,fredericawilson,FL,House,24,D,01/05/2011,01/03/2019,repwilson,5,8482,1,1,NA,NA,0
20756,robert,wittman,robertwittman,VA,House,1,R,12/13/2007,01/03/2019,robwittman,7,4584,1,1,NA,NA,1
20756,robert,wittman,robertwittman,VA,House,1,R,12/13/2007,01/03/2019,ReElectWittman,,,,,,,1
14869,frank,wolf,frankwolf,VA,House,NA,R,01/05/1981,01/03/2015,repwolfpress,4,350,0,0,326,0.931,0
21108,steve,womack,stevewomack,AR,House,3,R,01/05/2011,01/03/2019,rep_stevewomack,5,4177,1,1,NA,NA,1
21108,steve,womack,stevewomack,AR,House,3,R,01/05/2011,01/03/2019,womack4congress,,,,,,,1
21122,rob,woodall,robwoodall,GA,House,7,R,01/05/2011,01/03/2019,reprobwoodall,5,528,1,1,NA,NA,0
29309,lynn,woolsey,lynnwoolsey,CA,House,NA,D,01/05/1993,01/03/2013,replynnwoolsey,7,0,1,0,NA,NA,1
29309,lynn,woolsey,lynnwoolsey,CA,House,NA,D,01/05/1993,01/03/2013,lynnwoolsey,,,,,,,1
29931,david,wu,davidwu,OR,House,NA,D,01/06/1999,08/03/2011,davidwu2010,6,28,0,0,26,0.929,0
14871,ron,wyden,ronwyden,OR,Senate,NA,D,01/05/1981,01/03/2023,ronwyden,7,4410,1,1,NA,NA,1
14871,ron,wyden,ronwyden,OR,Senate,NA,D,01/05/1981,01/03/2023,WydenForOregon,,,,,,,1
20723,john,yarmuth,johnyarmuth,KY,House,3,D,01/04/2007,01/03/2019,repjohnyarmuth,0,2581,1,0,1777,0.688,0
21135,kevin,yoder,kevinyoder,KS,House,3,R,01/05/2011,01/03/2019,repkevinyoder,4,6146,1,0,5127,0.834,1
21135,kevin,yoder,kevinyoder,KS,House,3,R,01/05/2011,01/03/2019,KevinYoder,,,,,,,1
21317,ted,yoho,tedyoho,FL,House,3,R,01/03/2013,01/03/2019,reptedyoho,0,776,1,0,695,0.896,1
21317,ted,yoho,tedyoho,FL,House,3,R,01/03/2013,01/03/2019,TedYoho,,,,,,,1
NA,david,young,davidyoung,IA,House,3,R,01/06/2015,01/03/2019,repdavidyoung,4,3360,1,0,3216,0.957,1
NA,david,young,davidyoung,IA,House,3,R,01/06/2015,01/03/2019,YoungForIowa,,,,,,,1
14066,don,young,donyoung,AK,House,0,R,01/03/1973,01/03/2019,repdonyoung,3,1359,1,1,NA,NA,1
14066,don,young,donyoung,AK,House,0,R,01/03/1973,01/03/2019,DonYoungAK,,,,,,,1
21133,todd,young,toddyoung,IN,Senate,NA,R,01/05/2011,01/03/2023,sentoddyoung,6,3062,1,1,NA,NA,1
21133,todd,young,toddyoung,IN,Senate,NA,R,01/05/2011,01/03/2023,ToddYoungIN,,,,,,,1
NA,lee,zeldin,leezeldin,NY,House,1,R,01/06/2015,01/03/2019,repleezeldin,6,861,1,0,686,0.797,1
NA,lee,zeldin,leezeldin,NY,House,1,R,01/06/2015,01/03/2019,leezeldin,,,,,,,1
NA,ryan,zinke,ryanzinke,MT,House,NA,R,01/06/2015,03/01/2017,repryanzinke,6,1202,0,0,861,0.716,1
NA,ryan,zinke,ryanzinke,MT,House,NA,R,01/06/2015,03/01/2017,RyanZinke,,,,,,,1
,Ann,Kirkpatrick,annkirkpatrick,AZ,House,,,,,RepKirkpatrick,,,,,,,1
,Greg,Stanton,gregstanton,AZ,House,,,,,gregstantonaz,,,,,,,1
,Joshua,Harder,joshuaharder,CA,House,,,,,RepJoshHarder,,,,,,,1
,Joshua,Harder,joshuaharder,CA,House,,,,,joshua_harder,,,,,,,1
,TJ,Cox,tjcox,CA,House,,,,,RepTjCox,,,,,,,1
,TJ,Cox,tjcox,CA,House,,,,,TJCoxCongress,,,,,,,1
,Katie,Hill,katiehill,CA,House,,,,,RepKatieHill,,,,,,,1
,Katie,Hill,katiehill,CA,House,,,,,KatieHill4CA,,,,,,,1
,Gil,Cisneros,gilcisneros,CA,House,,,,,RepGilCisneros,,,,,,,1
,Gil,Cisneros,gilcisneros,CA,House,,,,,GilCisnerosCA,,,,,,,1
,katie,porter,katieporter,CA,House,,,,,RepKatiePorter,,,,,,,1
,katie,porter,katieporter,CA,House,,,,,katieporteroc,,,,,,,1
,harley,rouda,harleyrouda,CA,House,,,,,HarleyRouda,,,,,,,1
,Mike,Levin,mikelevin,CA,House,,,,,RepMikeLevin,,,,,,,1
,Mike,Levin,mikelevin,CA,House,,,,,MikeLevinCA,,,,,,,1
,Joe,Neguse,joeneguse,CO,House,,,,,RepJoeNeguse,,,,,,,1
,Joe,Neguse,joeneguse,CO,House,,,,,JoeNeguse,,,,,,,1
,Jason,Crow,jasoncrow,CO,House,,,,,RepJasonCrow,,,,,,,1
,Jason,Crow,jasoncrow,CO,House,,,,,JasonCrowCO6,,,,,,,1
,Jahana,Hayes,jahanahayes,CT,House,,,,,JahanaHayesCT,,,,,,,1
,Jahana,Hayes,jahanahayes,CT,House,,,,,JahanaHayes,,,,,,,1
,Jahana,Hayes,jahanahayes,CT,House,,,,,RepJahanaHayes,,,,,,,1
,Michael,Waltz,michaelwaltz,FL,House,,,,,michaelgwaltz,,,,,,,1
,Ross,Spano,rossspano,FL,House,,,,,RossSpano,,,,,,,1
,Greg,Steube,gregsteube,FL,House,,,,,gregsteube,,,,,,,1
,Debbie,MucarselPowell,DebbieMucarselPowell,FL,House,,,,,DebbieforFL,,,,,,,1
,Donna,Shalala,DonnaShalala,FL,House,,,,,DonnaShalala,,,,,,,1
,Donna,Shalala,DonnaShalala,FL,House,,,,,RepShalala,,,,,,,1
,Lucy,McBath,lucymcbath,GA,House,,,,,lucymcbath,,,,,,,1
,ed,case,edcase,HI,House,,,,,RepEdCase,,,,,,,1
,ed,case,edcase,HI,House,,,,,EdCaseHawaii,,,,,,,1
,Russ,Fulcher,russfulcher,ID,House,,,,,RepRussFulcher,,,,,,,1
,Russ,Fulcher,russfulcher,ID,House,,,,,RussFulcher,,,,,,,1
,Chuy,Garcia,chuygarcia,IL,House,,,,,RepChuyGarcia,,,,,,,1
,Chuy,Garcia,chuygarcia,IL,House,,,,,ChuyForCongress,,,,,,,1
,sean,casten,seancasten,IL,House,,,,,SeanCasten,,,,,,,1
,lauren,underwood,laurenunderwood,IL,House,,,,,RepUnderwood,,,,,,,1
,lauren,underwood,laurenunderwood,IL,House,,,,,LaurenUnderwood,,,,,,,1
,greg,pence,gregpence,IN,House,,,,,GregPenceIN,,,,,,,1
,Abby,Finkenauer,abbyfinkenauer,IA,House,,,,,RepFinkenauer,,,,,,,1
,Abby,Finkenauer,abbyfinkenauer,IA,House,,,,,Abby4Iowa,,,,,,,1
,Cindy,Axne,cindyaxne,IA,House,,,,,RepCindyAxne,,,,,,,1
,Cindy,Axne,cindyaxne,IA,House,,,,,Axne4Congress,,,,,,,1
,Steve,Watkins,stevewatkins,KS,House,,,,,Steve4Kansas,,,,,,,1
,Steve,Watkins,stevewatkins,KS,House,,,,,Rep_Watkins,,,,,,,1
,sharice,davids,sharicedavids,KS,House,,,,,sharicedavids,,,,,,,1
,sharice,davids,sharicedavids,KS,House,,,,,RepDavids,,,,,,,1
,jared,golden,jaredgolden,ME,House,,,,,repgolden,,,,,,,1
,jared,golden,jaredgolden,ME,House,,,,,golden4congress,,,,,,,1
,david,trone,davidtrone,MD,House,,,,,repdavidtrone,,,,,,,1
,david,trone,davidtrone,MD,House,,,,,davidjtrone,,,,,,,1
,lori,trahan,loritrahan,MA,House,,,,,RepLoriTrahan,,,,,,,1
,lori,trahan,loritrahan,MA,House,,,,,latrahan,,,,,,,1
,Ayanna,Pressley,ayannapressley,MA,House,,,,,RepPressley,,,,,,,1
,Ayanna,Pressley,ayannapressley,MA,House,,,,,AyannaPressley,,,,,,,1
,elissa,slotkin,elissaslotkin,MI,House,,,,,RepSlotkin,,,,,,,1
,elissa,slotkin,elissaslotkin,MI,House,,,,,ElissaSlotkin,,,,,,,1
,andy,levin,andylevin,MI,House,,,,,Andy_Levin,,,,,,,1
,andy,levin,andylevin,MI,House,,,,,RepAndyLevin,,,,,,,1
,haley,stevens,haleystevens,MI,House,,,,,HaleyLive,,,,,,,1
,haley,stevens,haleystevens,MI,House,,,,,RepHaleyStevens,,,,,,,1
,rashida,tlaib,rashidatlaib,MI,House,,,,,RashidaTlaib,,,,,,,1
,rashida,tlaib,rashidatlaib,MI,House,,,,,RepRashida,,,,,,,1
,Jim,Hagedorn,jimhagedorn,MN,House,,,,,JimHagedornMN,,,,,,,1
,angie,craig,angiecraig,MN,House,,,,,RepAngieCraig,,,,,,,1
,angie,craig,angiecraig,MN,House,,,,,AngieCraigMN,,,,,,,1
,dean,phillips,deanphillips,MN,House,,,,,deanbphillips,,,,,,,1
,dean,phillips,deanphillips,MN,House,,,,,RepDeanPhillips,,,,,,,1
,Ilhan,Omar,limaromar,MN,House,,,,,IlhanMN,,,,,,,1
,Ilhan,Omar,limaromar,MN,House,,,,,Ilhan,,,,,,,1
,pete,stauber,petestauber,MN,House,,,,,PeteStauber,,,,,,,1
,pete,stauber,petestauber,MN,House,,,,,RepPeteStauber,,,,,,,1
,michael,guest,michaelguest,MS,House,,,,,GuestCongress,,,,,,,1
,michael,guest,michaelguest,MS,House,,,,,RepMichaelGuest,,,,,,,1
,susie,lee,susielee,NV,House,,,,,SusieLeeNV,,,,,,,1
,susie,lee,susielee,NV,House,,,,,RepSusieLee,,,,,,,1
,Chris,Pappas,chrispappas,NH,House,,,,,RepChrisPappas,,,,,,,1
,Chris,Pappas,chrispappas,NH,House,,,,,ChrisPappasNH,,,,,,,1
,Jeff,VanDrew,jeffvandrew,NJ,House,,,,,VanDrewForNJ,,,,,,,1
,Jeff,VanDrew,jeffvandrew,NJ,House,,,,,CongressmanJVD,,,,,,,1
,andy,kim,andykim,NJ,House,,,,,AndyKimNJ,,,,,,,1
,tom,malinowski,tommalinowski,NJ,House,,,,,Malinowski,,,,,,,1
,mikie,sherrill,mikiesherrill,NJ,House,,,,,MikieSherrill,,,,,,,1
,mikie,sherrill,mikiesherrill,NJ,House,,,,,RepSherrill,,,,,,,1
,deb,haaland,debhaaland,NM,House,,,,,Deb4CongressNM,,,,,,,1
,xochiti,torressmall,xochititoressmall,NM,House,,,,,XochforCongress,,,,,,,1
,xochiti,torressmall,xochititoressmall,NM,House,,,,,RepTorresSmall,,,,,,,1
,max,rose,maxrose,NY,House,,,,,MaxRose4NY,,,,,,,1
,max,rose,maxrose,NY,House,,,,,RepMaxRose,,,,,,,1
,Alexandria,Ocasio-Cortez,alexandriaOcasio-Cortez,NY,House,,,,,AOC,,,,,,,1
,antonio,delgado,antoniodelgado,NY,House,,,,,repdelgado,,,,,,,1
,antonio,delgado,antoniodelgado,NY,House,,,,,DelgadoforNY19,,,,,,,1
,anthony,brindisi,anthonybrindisi,NY,House,,,,,ABrindisiNY,,,,,,,1
,anthony,brindisi,anthonybrindisi,NY,House,,,,,RepBrindisi,,,,,,,1
,kelly,armstrong,kellyarmstrong,ND,House,,,,,Armstrong_ND,,,,,,,1
,kelly,armstrong,kellyarmstrong,ND,House,,,,,RepArmstrongND,,,,,,,1
,anthony,gonzalez,anthonygonzalez,OH,House,,,,,RepAGonzalez,,,,,,,1
,anthony,gonzalez,anthonygonzalez,OH,House,,,,,anthonygonzalez,,,,,,,1
,kendra,horn,kendrahorn,OK,House,,,,,RepKendraHorn,,,,,,,1
,kendra,horn,kendrahorn,OK,House,,,,,HornForCongress,,,,,,,1
,Madeleine,dean,Madeleinedean,PA,House,,,,,mad4pa,,,,,,,1
,chrissy,houlahan,chrissyhoulahan,PA,House,,,,,HoulahanForPa,,,,,,,1
,chrissy,houlahan,chrissyhoulahan,PA,House,,,,,rephoulahan,,,,,,,1
,dan,meuser,danmeuser,PA,House,,,,,Meuser4Congress,,,,,,,1
,dan,meuser,danmeuser,PA,House,,,,,RepMeuser,,,,,,,1
,john,royce,johnroyce,PA,House,,,,,JohnJoyceForPA,,,,,,,1
,john,royce,johnroyce,PA,House,,,,,RepJohnJoyce,,,,,,,1
,guy,Reschenthaler,GuyReschenthaler,PA,House,,,,,reschenthaler,,,,,,,1
,guy,Reschenthaler,GuyReschenthaler,PA,House,,,,,Greschenthaler,,,,,,,1
,joe,cunningham,joecunningham,SC,House,,,,,JoeCunninghamSC,,,,,,,1
,joe,cunningham,joecunningham,SC,House,,,,,RepCunningham,,,,,,,1
,william,timmons,williamtimmons,SC,House,,,,,reptimmons,,,,,,,1
,william,timmons,williamtimmons,SC,House,,,,,votetimmons,,,,,,,1
,dusty,johnson,dustyjohnson,SD,House,,,,,DustyJohnson,,,,,,,1
,dusty,johnson,dustyjohnson,SD,House,,,,,RepJohnson,,,,,,,1
,tim,burchett,timburchett,TN,House,,,,,timburchett,,,,,,,1
,tim,burchett,timburchett,TN,House,,,,,RepTimBurchett,,,,,,,1
,john,rose,johnrose,TN,House,,,,,JohnRoseforTN,,,,,,,1
,john,rose,johnrose,TN,House,,,,,RepJohnRose,,,,,,,1
,mark,green,markgreen,TN,House,,,,,DrMarkGreen4TN,,,,,,,1
,mark,green,markgreen,TN,House,,,,,RepMarkGreen,,,,,,,1
,dan,crenshaw,dancrenshaw,TX,House,,,,,DanCrenshawTX,,,,,,,1
,dan,crenshaw,dancrenshaw,TX,House,,,,,RepDanCrenshaw,,,,,,,1
,van,taylor,vantaylor,TX,House,,,,,VanTaylorTX,,,,,,,1
,van,taylor,vantaylor,TX,House,,,,,RepVanTaylor,,,,,,,1
,lance,gooden,lancegooden,TX,House,,,,,Lancegooden,,,,,,,1
,lance,gooden,lancegooden,TX,House,,,,,RepLanceGooden,,,,,,,1
,ron,wright,ronwright,TX,House,,,,,ron4congress,,,,,,,1
,ron,wright,ronwright,TX,House,,,,,RepRonWright,,,,,,,1
,Lizzie,Pannill Fletcher,LizziePannill FletcherVerified account,TX,House,,,,,Lizzie4Congress,,,,,,,1
,Lizzie,Pannill Fletcher,LizziePannill FletcherVerified account,TX,House,,,,,RepFletcher ?,,,,,,,1
,veronica,escobar,veronicaescobar,TX,House,,,,,RepEscobar,,,,,,,1
,veronica,escobar,veronicaescobar,TX,House,,,,,vgescobar,,,,,,,1
,chip,royce,chiproy,TX,House,,,,,chiproytx,,,,,,,1
,chip,royce,chiproy,TX,House,,,,,RepChipRoy,,,,,,,1
,sylvia,garcia,sylviagarcia,TX,House,,,,,LaCongresista,,,,,,,1
,sylvia,garcia,sylviagarcia,TX,House,,,,,RepSylviaGarcia,,,,,,,1
,colin,allred,colinallred,TX,House,,,,,ColinAllredTX,,,,,,,1
,colin,allred,colinallred,TX,House,,,,,RepColinAllred,,,,,,,1
,ben,mcadams,benmcadams,UT,House,,,,,BenMcAdams,,,,,,,1
,elaine,luria,elaineluria,VA,House,,,,,ElaineLuriaVA,,,,,,,1
,elaine,luria,elaineluria,VA,House,,,,,RepElaineLuria,,,,,,,1
,denver,riggleman,denverriggleman,VA,House,,,,,Denver4VA,,,,,,,1
,denver,riggleman,denverriggleman,VA,House,,,,,RepRiggleman,,,,,,,1
,ben,cline,bencline,VA,House,,,,,RepBenCline,,,,,,,1
,ben,cline,bencline,VA,House,,,,,Cline4Virginia,,,,,,,1
,abigail,spanberger,abigailspanberger,VA,House,,,,,SpanbergerVA07,,,,,,,1
,abigail,spanberger,abigailspanberger,VA,House,,,,,RepSpanberger,,,,,,,1
,jennifer,wexton,jenniferwexton,VA,House,,,,,JenniferWexton,,,,,,,1
,jennifer,wexton,jenniferwexton,VA,House,,,,,RepWexton,,,,,,,1
,kim,schrier,kimschrier,WA,House,,,,,DrKimSchrier,,,,,,,1
,kim,schrier,kimschrier,WA,House,,,,,RepKimSchrier,,,,,,,1
,carol,miller,carolmiller,WV,House,,,,,CarolMillerWV,,,,,,,1
,carol,miller,carolmiller,WV,House,,,,,RepCarolMiller,,,,,,,1
,bryan,steil,bryansteil,WI,House,,,,,BryanSteilforWI,,,,,,,1
,bryan,steil,bryansteil,WI,House,,,,,RepBryanSteil,,,,,,,1
,harley,rouda,harleyrouda,CA,House,,,,,RepHarley,,,,,,,1
,Greg,Stanton,gregstanton,AZ,House,,,,,RepGregStanton,,,,,,,1
,Michael,Waltz,michaelwaltz,FL,House,,,,,RepMichaelWaltz,,,,,,,1
,Ross,Spano,rossspano,FL,House,,,,,RepRossSpano,,,,,,,1
,Greg,Steube,gregsteube,FL,House,,,,,RepGregSteube,,,,,,,1
,Debbie,MucarselPowell,DebbieMucarselPowell,FL,House,,,,,RepDMP,,,,,,,1
,Lucy,McBath,lucymcbath,GA,House,,,,,RepLucyMcBath,,,,,,,1
,sean,casten,seancasten,IL,House,,,,,RepCasten,,,,,,,1
,Jim,Baird,jimbaird,IN,House,,,,,RepJimBaird,,,,,,,0
,greg,pence,gregpence,IN,House,,,,,RepGregPence,,,,,,,1
,Jim,Hagedorn,jimhagedorn,MN,House,,,,,RepHagedorn,,,,,,,1
,andy,kim,andykim,NJ,House,,,,,RepAndyKimNJ,,,,,,,1
,tom,malinowski,tommalinowski,NJ,House,,,,,RepMalinowski,,,,,,,1
,deb,haaland,debhaaland,NM,House,,,,,RepDebHaaland,,,,,,,1
,ben,mcadams,benmcadams,UT,House,,,,,RepBenMcAdams,,,,,,,1
,Madeleine,dean,Madeleinedean,PA,House,,,,,RepDean,,,,,,,1
,Alexandria,Ocasio-Cortez,alexandriaOcasio-Cortez,NY,House,,,,,RepAOC,,,,,,,1
