,date,total,total_p,house,house_p,senate,senate_p,dems,dems_p,gop,gop_p,total_r,dems_r,gop_r,house_r,senate_r
11,2012-03-18,6552,1195,4799,885,1753,310,3144,369,3307,816,0.18238705738705738,0.11736641221374046,0.2467493196250378,0.18441341946238798,0.17683970336565888
12,2012-03-25,6202,1078,4500,843,1702,235,2847,432,3254,638,0.17381489841986456,0.1517386722866175,0.19606637984019668,0.18733333333333332,0.13807285546415982
13,2012-04-01,4467,536,3239,410,1228,126,1988,173,2416,362,0.11999104544436982,0.08702213279678069,0.1498344370860927,0.12658227848101267,0.10260586319218241
14,2012-04-08,4924,659,3630,523,1294,136,2186,165,2633,477,0.13383428107229894,0.07548032936870998,0.18116217242688948,0.1440771349862259,0.10510046367851623
15,2012-04-15,6655,895,4983,657,1672,238,3000,317,3541,557,0.13448534936138243,0.10566666666666667,0.15730019768426998,0.13184828416616495,0.1423444976076555
16,2012-04-22,7998,982,6061,760,1937,222,3463,336,4428,639,0.12278069517379345,0.09702570025989027,0.1443089430894309,0.12539184952978055,0.11461022199277233
17,2012-04-29,5400,578,3944,450,1456,128,2503,174,2808,394,0.10703703703703704,0.06951658010387535,0.14031339031339032,0.1140973630831643,0.08791208791208792
18,2012-05-06,6522,941,4621,686,1901,255,3134,400,3287,530,0.14428089543084943,0.1276324186343331,0.16124125342257378,0.14845271586236744,0.13413992635455024
19,2012-05-13,6479,905,4430,652,2049,253,2983,360,3394,532,0.13968204969902762,0.12068387529332886,0.1567472009428403,0.1471783295711061,0.12347486578818936
20,2012-05-20,5920,709,3899,452,2021,257,2772,243,3040,451,0.11976351351351351,0.08766233766233766,0.14835526315789474,0.11592716081046422,0.1271647699158832
21,2012-05-27,5699,720,4050,569,1649,151,2743,236,2880,479,0.12633795402702228,0.08603718556325192,0.16631944444444444,0.14049382716049383,0.09157064887810794
22,2012-06-03,6822,1107,4828,826,1994,281,2986,345,3744,755,0.16226912928759896,0.11553918285331548,0.2016559829059829,0.17108533554266778,0.14092276830491474
23,2012-06-10,5798,750,3855,486,1943,264,2796,276,2865,457,0.12935494998275268,0.09871244635193133,0.15951134380453752,0.12607003891050583,0.13587236232629954
24,2012-06-17,6467,1060,4566,798,1901,262,2921,319,3421,729,0.16390907685170866,0.10920917494008901,0.2130955860859398,0.1747700394218134,0.13782219884271435
25,2012-06-24,7716,1638,5587,1238,2129,400,3423,503,4168,1118,0.21228615863141523,0.1469471224072451,0.2682341650671785,0.22158582423483086,0.18788163457022075
