handle,count,start_date,protected
HurdOnTheHill,5918,2015-01-06 04:27:18,False
WillHurd,475,2009-09-15 00:25:58,False
RepRobertHurt,2637,2011-01-06 18:01:58,False
RobertHurt,278,2010-01-07 20:10:42,False
kaybaileyhutch,6077,2010-04-15 20:07:44,False
SenHydeSmith,1337,2018-04-09 14:17:47,False
cindyhydesmith,1450,2011-03-07 15:15:33,False
InhofePress,6322,2009-02-10 21:12:51,False
JimInhofe,2971,2007-07-05 14:39:13,False
Daniel_Inouye,2106,2009-07-24 12:38:00,False
JayInslee,6272,2009-02-24 19:54:10,False
GovInslee,7488,2013-01-10 17:38:35,False
SenatorIsakson,6673,2009-09-29 20:09:30,False
JohnnyIsakson,693,2011-02-16 21:35:06,False
RepSteveIsrael,6012,2009-02-03 20:45:30,False
DarrellIssa,21693,2009-03-02 17:39:00,False
TeamIssa,1237,2009-08-07 05:39:34,False
JacksonLeeTX18,10081,2009-10-07 16:13:13,False
TX18CongWOMAN,17,2011-03-12 04:15:38,False
RepJayapal,19629,2017-01-02 01:35:46,False
PramilaJayapal,17149,2010-09-21 20:41:29,False
RepJeffries,3999,2012-01-18 21:54:44,False
EvanJenkinsWV,8,2013-07-31 12:45:47,False
Mike_Johanns,7,2015-01-17 05:51:00,False
SecJohanns,424,2017-08-24 14:43:24,False
RepBillJohnson,6565,2010-11-03 14:33:04,False
JohnsonLeads,1651,2009-10-09 21:32:58,False
RepEBJ,8844,2010-07-19 14:25:48,False
RepHankJohnson,6135,2009-03-16 18:52:49,False
ReElectHank,1449,2009-12-18 03:02:53,False
RepMikeJohnson,3003,2017-02-02 22:17:20,False
RepTimJohnson,284,2011-02-11 17:01:16,False
SamsPressShop,1232,2011-02-08 19:01:18,False
SenJohnsonSD,1365,2011-01-28 21:37:51,False
SenRonJohnson,5632,2011-01-04 00:25:27,False
RonJohnsonWI,6274,2010-05-10 16:05:01,False
USRepDavidJolly,1781,2014-05-07 12:35:31,False
DavidJollyFL,15344,2013-11-06 19:38:58,False
SenDougJones,1344,2017-12-13 22:59:11,False
DougJones,1276,2011-01-17 21:52:04,False
RepWalterJones,2767,2009-03-26 15:50:58,False
Jim_Jordan,4079,2008-12-16 17:20:24,False
Votejimjordan,4,2014-02-11 23:22:37,False
RepDaveJoyce,4916,2012-11-28 21:12:14,False
DaveJoyceOH14,1801,2012-07-31 01:11:19,False
timkaine,10404,2010-07-30 20:00:32,False
RepMarcyKaptur,4751,2012-05-15 16:57:51,False
Marcy_Kaptur,260,2012-02-02 00:59:55,False
RepJohnKatko,1341,2015-01-07 21:51:49,False
usstk,15,2012-12-08 19:21:46,False
USRepKeating,1534,2011-01-01 23:58:47,False
WilliamKeating,996,2009-12-09 01:28:57,False
MikeKellyPA,2964,2012-11-08 20:31:21,False
MikeKellyforPA,403,2010-02-12 23:43:53,False
RepRobinKelly,5108,2013-04-09 19:02:01,False
RobinLynneKelly,7711,2009-05-06 21:46:47,False
RepTrentKelly,2091,2015-06-10 19:56:03,False
Robin42CD,0,2017-11-27 16:46:13,False
RepJoeKennedy,6158,2013-01-02 19:33:36,False
joekennedy,3964,2012-01-12 03:31:32,False
SenJohnKennedy,2107,2017-01-04 16:30:40,False
JohnKennedyLA,494,2009-03-25 21:18:45,False
JohnKerry,2648,2008-06-04 16:51:10,False
RepRoKhanna,8505,2017-01-03 15:03:23,False
RoKhanna,17154,2012-08-21 09:10:20,False
RoKhannaUSA,1,2017-05-25 18:18:58,False
RepKihuen,3265,2017-01-03 13:56:16,False
RubenKihuen,5960,2010-01-05 22:01:30,False
RepDanKildee,7120,2012-12-29 15:05:47,False
dankildee,1475,2009-01-06 13:39:10,False
RepDerekKilmer,4299,2013-01-03 22:15:02,False
DerekKilmer,415,2010-03-06 17:44:32,False
RepRonKind,1671,2010-02-09 15:14:02,False
KindforCongress,2277,2010-06-15 21:48:28,False
RepPeteKing,3097,2008-12-21 02:49:32,False
congpeteking,0,2019-06-21 23:13:57,False
SenAngusKing,4760,2013-01-07 14:52:27,False
AngusKing2018,11,2013-01-07 15:14:20,False
SteveKingIA,3081,2009-06-17 21:09:41,False
JackKingston,6593,2009-04-30 12:52:55,False
RepKinzinger,8363,2010-11-24 21:04:11,False
AdamKinzinger,1780,2008-12-09 22:09:35,False
SenatorKirk,6581,2010-11-03 17:51:13,False
MarkKirk,2872,2009-01-13 16:55:53,False
Ann_Kirkpatrick,1239,2011-03-25 16:32:15,False
repjohnkline,3039,2009-09-22 14:43:45,False
Kline4Congress,958,2009-09-09 02:15:01,False
amyklobuchar,11843,2009-04-20 14:59:36,False
SenAmyKlobuchar,756,2009-02-26 18:50:05,False
SteveKnight25,1266,2015-01-12 13:24:19,False
Knight4Congress,180,2014-04-26 22:34:40,False
UnofficialSK,62,2014-11-06 20:07:27,False
CongressmanRaja,5400,2016-12-28 18:39:42,False
RajaForCongress,1898,2009-08-03 23:08:33,False
Dennis_Kucinich,2179,2008-06-05 20:00:10,False
RepKucinich,607,2009-10-26 14:05:48,False
RepAnnieKuster,5650,2013-01-03 20:29:22,False
AnnMcLaneKuster,1726,2009-11-14 18:31:57,False
RepDavidKustoff,1877,2017-01-02 20:03:46,False
DavidKustoff,348,2011-06-14 21:20:06,False
SenJonKyl,146,2009-03-17 16:15:00,False
Raul_Labrador,2205,2011-02-02 16:26:52,False
RaulLabrador4ID,1018,2009-07-15 06:21:27,False
RepLaHood,2353,2015-09-17 14:16:48,False
ElectLaHood,509,2015-03-26 00:49:34,False
RepLaMalfa,1770,2013-01-07 20:07:58,False
DougLaMalfa,4809,2009-01-31 07:48:50,True
ConorLambPA,614,2017-04-21 02:02:13,False
RepConorLamb,469,2018-04-12 15:42:03,False
RepDLamborn,5437,2012-05-18 16:01:17,False
DougLambornCD5,30,2012-05-18 13:18:57,False
RepLanceNJ7,1879,2012-06-20 20:19:40,False
LeonardLanceNJ7,236,2012-01-31 11:18:09,False
SenLandrieu,1314,2011-11-15 22:40:40,False
MaryLandrieu,2984,2012-11-13 00:55:32,False
JeffLandry,2403,2011-01-07 19:05:00,False
LandryForLA,1177,2010-01-29 12:58:44,False
JimLangevin,12218,2009-01-12 18:36:58,False
SenatorLankford,7478,2010-12-12 20:33:07,False
jameslankford,3016,2009-03-27 16:54:33,False
RepRickLarsen,10836,2011-11-03 13:59:42,False
larsenrick,2957,2010-06-22 22:55:46,False
RepJohnLarson,4674,2009-06-24 21:47:31,False
JohnLarsonCT,1601,2010-06-14 14:58:25,False
TomLatham,1347,2007-11-09 16:09:46,False
LaTourette,52,2009-01-28 20:45:29,False
boblatta,7813,2008-07-11 18:33:24,False
latta4congress,1933,2009-11-30 06:28:16,False
FrankLautenberg,1805,2010-04-20 22:36:00,False
Lautenberg4NJ,99,2012-08-28 13:54:06,False
RepLawrence,5760,2014-11-05 18:46:39,False
BrendaLLawrence,4755,2009-07-06 19:10:55,False
RepAlLawsonJr,1537,2017-01-09 15:00:05,False
AlLawsonJr,1007,2009-11-07 22:48:38,False
SenatorLeahy,16859,2011-01-25 18:20:07,False
PatrickLeahy,251,2016-02-16 20:13:53,False
RepBarbaraLee,11370,2011-02-07 16:28:28,False
BLeeForCongress,6317,2011-11-17 01:52:10,False
SenMikeLee,5285,2009-11-09 22:47:47,False
MikeLeeforUtah,364,2013-10-30 14:46:26,False
George_LeMieux,2423,2009-01-21 01:17:58,False
repsandylevin,3254,2009-03-22 04:32:56,False
Levin4Congress,102,2012-07-19 17:36:47,False
SenCarlLevin,1196,2009-12-01 01:44:01,False
RepJerryLewis,243,2009-09-25 16:24:06,False
repjohnlewis,2009,2009-04-07 13:49:52,False
JoeLieberman,745,2009-10-21 18:28:29,False
RepTedLieu,5944,2015-02-19 20:08:54,False
tedlieu,25472,2009-02-17 03:12:31,False
blanche4senate,1779,2009-11-05 15:40:37,False
RepLipinski,3962,2012-12-13 17:03:06,False
daveloebsack,1425,2012-03-01 16:52:06,False
DaveForIowa,456,2012-05-18 03:02:27,False
RepZoeLofgren,2721,2011-03-17 21:06:21,False
ZoeLofgren,159,2018-04-24 19:13:26,False
USRepLong,9530,2013-05-20 15:02:21,False
auctnr1,82765,2009-02-22 15:38:43,False
RepLoudermilk,2777,2014-12-10 18:53:17,False
standwithbarry,1881,2012-05-21 02:56:05,False
MiaBLove,2415,2011-07-27 04:54:12,False
RepLowenthal,6113,2013-01-02 18:11:33,False
alanlowenthal,1117,2012-04-24 18:14:05,False
NitaLowey,4641,2010-12-01 16:36:35,False
RepFrankLucas,1391,2011-01-25 15:24:07,False
FrankDLucas,265,2011-10-11 18:25:37,False
LuetkemeyerB,747,2014-05-20 03:52:39,False
RepBlaine,2267,2013-09-09 19:53:08,False
repbenraylujan,4621,2009-01-22 01:00:32,False
RepLujanGrisham,6115,2013-01-04 20:46:03,False
Michelle4NM,3916,2011-09-05 18:02:01,False
CynthiaLummis,1580,2009-03-04 20:44:59,False
RepDanLungren,464,2011-09-26 21:59:25,False
dan_lungren,53,2010-01-06 17:07:03,False
RepStephenLynch,4564,2011-06-03 14:48:36,False
RepLynch,623,2010-04-08 17:34:25,False
RepTomMacArthur,2173,2015-01-05 23:22:19,False
tmac4congress,553,2014-02-14 14:52:15,False
ConnieMackIV,2210,2009-03-06 21:29:31,False
RepConnieMack,932,2009-09-01 19:03:15,False
DanMaffeiNY,306,2011-06-18 13:09:15,False
DanMaffei,15,2009-04-05 00:29:16,False
RepMaloney,13577,2011-02-28 19:06:50,False
CarolynBMaloney,5260,2010-03-03 02:55:17,False
RepSeanMaloney,7137,2013-01-09 01:00:33,False
MaloneyforNY,307,2018-06-01 13:50:34,False
Sen_JoeManchin,7522,2011-01-05 14:13:33,False
JoeManchinWV,900,2010-02-11 14:02:47,False
RepKenMarchant,5173,2009-03-12 16:19:18,False
SenMarkey,15838,2009-02-20 15:49:29,False
EdMarkey,4100,2013-01-28 19:40:18,False
RepMarshall,0,2016-07-11 04:49:49,False
RogerMarshallMD,3119,2013-03-03 23:50:35,False
MelMartinez,42,2009-01-16 20:25:51,False
RepThomasMassie,6964,2012-11-28 02:33:14,False
Thomas_Massie,1576,2009-07-10 02:23:43,False
RepBrianMast,2974,2016-12-28 13:41:21,False
BrianMastFL,1083,2015-04-24 05:54:35,False
RepJimMatheson,1175,2009-06-10 02:35:22,False
DorisMatsui,3732,2009-05-06 19:20:50,False
Matsui4Congress,888,2010-07-22 02:39:58,False
Vance4Louisiana,42,2014-08-27 20:39:09,False
VanceMcAllister,10,2013-09-03 15:28:32,False
SenJohnMcCain,14408,2009-01-23 13:42:31,False
GOPLeader,13675,2009-01-29 22:28:48,False
kevinomccarthy,1115,2008-07-14 15:59:49,False
RepMcCarthyNY,186,2010-06-01 17:15:15,False
carolynmccarthy,230,2011-03-21 23:06:51,False
clairecmc,8078,2008-09-06 20:20:45,False
McCaskillOffice,6452,2009-07-15 16:40:06,False
RepMcCaul,4929,2009-03-25 03:54:11,False
McCaulforTexas,2355,2012-08-07 19:43:45,False
RepMcClintock,657,2009-06-24 00:21:07,False
tommcclintock,598,2008-08-08 03:48:37,False
BettyMcCollum04,8870,2012-03-06 20:52:11,False
McConnellPress,13614,2011-07-21 18:25:30,False
senatemajldr,4208,2013-03-07 20:21:15,False
ThadMcCotter,13964,2007-08-30 20:13:27,False
RepJimMcDermott,1886,2010-04-12 15:27:16,False
jimacmcdermott,1571,2011-01-05 14:19:56,False
RepMcEachin,4553,2017-01-03 07:15:10,False
Donald_McEachin,1778,2012-01-09 07:09:57,False
RepMcGovern,11477,2011-01-24 19:18:36,False
McGovernMA,2002,2010-04-01 20:37:40,False
PatrickMcHenry,5242,2009-03-30 16:42:39,False
McHenryCampaign,1154,2012-02-02 19:10:01,False
MikeMcIntyreNC,338,2009-06-22 17:14:41,False
mckeon4congress,182,2012-04-11 18:50:38,False
chairmanmckeon,65,2015-11-05 23:17:04,False
RepMcKinley,6791,2011-01-19 22:29:00,False
cathymcmorris,11607,2008-12-08 23:17:15,False
TeamCMR,1132,2010-04-08 04:15:54,False
RepMcNerney,2531,2011-10-05 13:52:58,False
jerrymcnerney,550,2010-08-09 18:55:49,False
MarthaMcSally,1969,2012-02-03 22:46:04,False
RepMarkMeadows,148,2018-03-18 02:33:49,False
MarkMeadows,4141,2012-11-22 02:20:50,False
PatMeehanPA,477,2010-01-11 14:30:53,False
SenatorMenendez,13247,2009-01-06 21:01:12,False
BobMenendezNJ,3326,2011-11-07 15:08:13,False
RepGraceMeng,5245,2012-12-31 20:28:41,False
Grace4NY,6522,2012-05-04 22:35:04,False
SenJeffMerkley,11384,2009-04-06 13:38:39,False
JeffMerkley,3315,2010-12-05 16:03:18,False
micaforcongress,159,2012-04-25 15:21:00,False
RepJohnMica,0,2011-09-14 14:52:33,True
MikeHMichaud,759,2009-02-02 17:42:15,False
Michaud2014,686,2013-06-10 22:42:40,False
SenatorBarb,4646,2010-04-12 20:06:38,False
askgeorge,2515,2007-07-09 22:04:23,False
CandiceMiller,874,2008-06-30 19:41:17,False
GaryMillerCA,835,2012-02-02 18:34:23,False
RepGaryMiller,288,2010-06-14 18:12:40,False
RepBradMiller,387,2011-01-04 16:37:27,False
RepJeffMiller,516,2013-01-04 20:01:32,False
RepPaulMitchell,1979,2016-12-21 18:01:14,False
RepMoolenaar,882,2014-07-31 21:09:14,False
JohnMoolenaar,295,2009-05-19 20:11:06,False
RepAlexMooney,2401,2015-01-06 17:13:10,False
MooneyforWV,867,2013-06-07 21:33:53,False
RepGwenMoore,8164,2009-03-03 20:02:57,False
Gwen4Congress,2515,2012-08-27 16:03:04,False
JerryMoran,6197,2009-01-05 14:25:22,False
Jim_Moran,1743,2009-06-15 19:00:16,False
sethmoulton,11554,2011-02-07 03:35:59,False
teammoulton,5102,2015-03-13 14:26:54,False
RepMullin,3644,2013-01-04 12:43:55,False
MarkwayneMullin,1159,2011-09-01 23:10:14,False
lisamurkowski,9308,2008-12-11 21:55:19,False
LisaForSenate,1019,2010-06-02 23:58:26,False
ChrisMurphyCT,21949,2010-05-31 01:22:43,False
SenMurphyOffice,1208,2014-10-31 20:54:02,False
PatrickMurphyFL,3362,2011-03-06 20:59:33,False
RepStephMurphy,3866,2016-11-09 02:51:57,False
SMurphyCongress,1309,2016-06-21 21:47:51,False
PattyMurray,18456,2011-05-04 20:23:35,False
MurrayCampaign,4308,2010-06-22 19:55:00,False
RepJerryNadler,6984,2009-05-15 18:37:39,False
JerryNadler,1127,2011-11-09 22:46:48,False
gracenapolitano,3263,2010-06-30 19:48:06,False
RepRichardNeal,2410,2011-12-21 14:18:30,False
RepMcLeod,415,2012-12-21 21:13:04,False
Negrete_McLeod,58,2012-08-03 01:02:30,False
BenNelson2012,5,2011-03-01 18:00:31,False
SenBillNelson,1575,2009-02-11 15:44:25,False
NelsonForSenate,898,2012-04-16 17:10:06,False
RandyNeugebauer,3875,2009-04-22 17:46:22,False
RandyforTexas,118,2010-01-27 19:31:52,False
RepNewhouse,2336,2014-12-18 20:19:23,False
KristiNoem,3300,2010-02-15 07:08:18,False
USRepRickNolan,2913,2013-01-02 17:51:28,False
RickNolanMN,1667,2011-07-07 20:02:04,False
DonaldNorcross,8175,2015-03-27 20:08:34,False
DonNorcross4NJ,1105,2014-02-12 21:22:26,False
RepRalphNorman,1839,2017-06-29 17:38:35,False
RalphNorman,272,2009-07-31 22:02:39,False
RepRichNugent,68,2011-01-10 17:48:59,False
RepDevinNunes,205,2011-07-29 21:40:22,False
DevinNunes,2969,2009-07-07 02:04:34,False
AlanNunnelee,1,2009-04-27 03:55:12,False
Nunnelee2012,228,2009-10-20 17:08:46,False
RepOHalleran,4393,2016-12-12 21:02:11,False
TomOHalleran,502,2014-06-17 21:38:19,False
RepPeteOlson,10158,2009-02-04 13:40:57,False
PeteOlson,2158,2008-01-26 18:38:31,False
RepBetoORourke,4129,2013-01-30 14:52:51,False
BetoORourke,8081,2011-07-26 18:05:52,False
BillOwensNY,1910,2010-12-15 21:49:24,False
CongPalazzo,4834,2011-05-16 20:52:25,False
StevenPalazzo,594,2010-02-23 02:53:10,False
FrankPallone,15681,2009-04-16 13:51:56,False
pallonefornj,1657,2013-03-13 20:49:49,False
USRepGaryPalmer,2335,2014-11-04 22:58:38,False
Palmer4Alabama,1260,2014-01-17 23:44:32,False
RepJimmyPanetta,3577,2016-11-10 15:29:45,False
JimmyPanetta,466,2015-11-13 23:14:17,False
BillPascrell,6521,2009-09-15 17:54:32,False
PascrellforNJ,602,2012-03-05 18:35:52,False
PastorForAZ,115,2010-01-27 04:54:41,False
RandPaul,13806,2010-11-17 23:52:35,False
DrRandPaul,1585,2009-05-13 21:07:01,False
RonPaul,8329,2011-04-24 23:20:55,False
RepErikPaulsen,0,2019-04-15 13:54:51,False
Erik_Paulsen,1272,2009-11-10 19:30:47,False
Payne10thNJ,12,2010-10-05 18:41:07,False
RepDonaldPayne,5977,2013-02-06 22:52:35,False
DonaldPayneJr,35,2012-05-05 16:58:37,False
Pearce4NM,1681,2009-05-10 02:28:39,False
Mike_Pence,9384,2009-02-27 23:04:51,False
sendavidperdue,4512,2014-11-05 20:58:02,False
Perduesenate,2921,2013-05-02 15:43:16,False
RepPerlmutter,6623,2009-02-10 22:17:52,False
Ed4Colorado,1736,2010-01-15 23:16:12,False
RepScottPerry,3907,2009-01-08 18:29:58,False
Perry4Congress,111,2012-02-04 02:48:54,False
RepScottPeters,11488,2013-01-30 23:28:14,False
ScottPetersSD,6003,2011-05-03 22:25:55,False
SenGaryPeters,6961,2011-01-10 19:17:36,False
collinpeterson,199,2010-02-19 14:27:10,False
chelliepingree,5476,2008-06-02 20:29:56,False
RepPittenger,8349,2012-11-15 19:31:22,False
RobertPittenger,1374,2012-02-19 16:23:12,False
JoePitts4PA,208,2010-02-04 19:23:07,False
repmarkpocan,7524,2013-02-21 22:59:04,False
MarkPocan,3375,2011-06-01 13:46:02,False
JudgeTedPoe,5601,2009-09-14 16:40:24,False
RepPoliquin,1603,2014-12-19 21:32:47,False
BrucePoliquin,1342,2009-04-27 21:39:58,False
jaredpolis,7261,2008-07-09 03:04:04,False
RepJaredPolis,2880,2012-01-13 19:19:17,False
PolisForCO,2146,2012-06-05 19:10:00,False
senrobportman,18164,2009-01-12 20:56:42,False
robportman,6745,2014-07-08 20:33:43,False
congbillposey,1350,2009-03-18 15:05:42,False
RepDavidEPrice,5508,2010-06-14 19:44:06,False
DPrice4Congress,187,2012-01-12 16:13:53,False
RepTomPrice,5317,2007-06-04 19:24:39,False
PryorForSenate,991,2013-04-04 01:13:54,False
benquayle,867,2011-01-14 22:17:10,False
bquayle,565,2010-02-10 02:49:32,False
RepMikeQuigley,13453,2009-07-15 00:10:43,False
treyradel,12502,2008-11-05 21:29:34,False
RepNickRahall,294,2014-02-05 17:16:37,False
cbrangel,7062,2009-02-19 16:17:10,False
charlesbrangel,18,2017-09-12 20:32:48,False
RepRaskin,8907,2016-12-08 17:00:41,False
jamie_raskin,2474,2012-04-09 21:56:43,False
RepTomReed,3581,2011-02-16 00:03:43,False
TomReedCongress,1994,2009-08-05 08:26:03,False
SenJackReed,6503,2012-02-08 15:24:01,False
dennyrehberg,0,2010-05-31 14:50:47,True
rehbergcampaign,49,2009-06-17 15:22:41,False
SenatorReid,4058,2008-10-15 19:42:08,False
RepJimRenacci,4481,2011-01-11 17:20:35,False
JimRenacci,3562,2014-02-10 20:49:38,False
SilvestreReyes,1514,2010-02-17 16:59:07,False
RepRibble,4331,2011-01-04 18:55:59,False
RepKathleenRice,3658,2015-01-09 21:18:27,False
KathleenRice,1241,2009-10-14 18:28:29,False
RepTomRice,2222,2013-01-03 17:35:05,False
RepRichmond,2735,2011-03-17 17:30:45,False
CedricRichmond,1057,2010-05-10 21:02:57,False
RepScottRigell,4631,2010-12-01 16:41:57,False
SenatorRisch,2108,2013-01-16 18:58:23,False
RepRivera,703,2011-01-08 22:58:21,False
SenPatRoberts,6991,2009-09-18 19:34:56,False
PatRoberts,1431,2012-05-21 17:43:08,False
RepMarthaRoby,9113,2010-12-08 16:56:29,False
TeamRoby,1202,2009-08-26 20:29:48,False
senrockefeller,0,2016-03-09 15:58:22,False
DrPhilRoe,3654,2009-06-30 20:07:34,False
RepHalRogers,3902,2012-04-10 19:59:22,False
RepMikeRogers,4110,2010-06-17 17:32:16,False
RepMikeRogersAL,5599,2009-04-21 17:43:28,False
MikeRogersCamp,398,2009-09-21 16:33:45,False
DanaRohrabacher,13096,2009-01-18 08:35:01,False
ToddRokita,6225,2008-11-21 20:10:51,False
RepRooney,1049,2017-01-03 02:39:21,False
FrancisRooney,540,2015-12-02 17:10:34,False
TomRooney,3536,2009-03-12 15:44:41,False
Rooney4Congress,8,2009-08-26 14:16:16,False
RosenforNevada,2247,2016-01-12 20:33:06,False
PeterRoskam,7058,2009-02-04 00:11:56,False
RosLehtinen,32805,2008-04-01 14:59:30,False
MikeRossUpdates,264,2010-01-29 19:36:56,False
KeithRothfus,6133,2013-02-06 21:51:36,False
SenatorRounds,4050,2015-01-01 20:23:49,False
RepDavidRouzer,1483,2012-09-19 20:23:15,False
DavidRouzer,1399,2010-03-30 17:36:09,False
RepRoybalAllard,7536,2012-01-31 21:30:43,False
RepEdRoyce,4290,2011-02-03 12:40:15,False
EdRRoyce,800,2010-08-23 18:25:34,False
marcorubio,13531,2008-08-06 03:07:06,False
Dr_RaulRuiz,196,2011-11-10 21:23:33,False
RepJonRunyan,742,2011-06-01 20:22:57,False
Call_Me_Dutch,4514,2011-05-26 14:39:08,False
RepBobbyRush,4271,2011-05-25 20:59:25,False
BobbyLRushMC,1086,2012-02-15 19:56:44,False
RepRussell,649,2015-01-07 21:24:35,False
SteveRussellOK,179,2014-02-27 14:35:07,False
RepRutherfordFL,1447,2017-02-07 14:42:24,False
JRutherfordFL,377,2016-05-20 14:56:05,False
RepTimRyan,8473,2008-02-14 21:57:32,False
TimRyan,6142,2012-01-17 14:24:26,False
SpeakerRyan,14735,2009-01-12 21:31:25,False
PRyan,2294,2012-08-02 23:34:52,False
KenSalazar,102,2013-01-23 00:05:03,False
salmoncongress,909,2011-04-14 00:19:25,False
LorettaSanchez,2915,2010-01-25 19:08:10,False
Loretta2016,664,2015-05-19 22:50:59,False
RepLindaSanchez,4649,2011-06-06 16:50:45,False
SenSanders,21629,2009-04-07 13:02:35,False
BernieSanders,18107,2010-11-17 17:53:52,False
RepSanfordSC,2478,2013-06-11 01:55:44,False
MarkSanford,1924,2009-04-02 21:21:51,False
RepSarbanes,3126,2011-08-29 18:44:47,False
JohnSarbanes,796,2011-03-01 18:27:51,False
SenSasse,911,2015-01-05 22:39:56,False
BenSasse,8888,2013-06-03 23:18:20,False
SteveScalise,11522,2013-02-22 18:10:47,False
janschakowsky,9655,2009-03-13 16:03:17,False
RepSchakowsky,2268,2009-10-28 19:48:06,False
brianschatz,15529,2009-06-16 21:54:28,False
SenBrianSchatz,1762,2013-03-12 14:23:20,False
RepAdamSchiff,5753,2009-04-07 17:54:35,False
RepSchneider,4350,2013-01-08 19:59:14,False
Schneider4IL10,3244,2011-04-06 12:23:04,False
aaronschock,2494,2009-03-12 14:04:15,False
RepSchrader,2762,2009-02-10 21:04:21,False
VoteSchrader,88,2014-07-31 23:19:19,False
SenSchumer,17634,2008-11-19 20:10:20,False
chuckschumer,386,2013-09-16 21:08:18,False
allysonschwartz,996,2013-04-08 02:05:45,False
RepDavid,4606,2010-12-21 19:48:02,False
DavidSchweikert,2049,2009-02-21 19:29:13,False
AustinScottGA08,3117,2011-01-06 16:01:46,False
BobbyScott,6480,2010-07-01 19:57:00,False
repdavidscott,2999,2010-07-20 14:10:32,False
Electdavidscott,587,2010-07-24 15:32:34,False
SenatorTimScott,8884,2010-11-19 20:34:30,False
votetimscott,1292,2009-10-09 20:07:32,False
JimPressOffice,1709,2012-09-28 19:31:33,False
RepJoseSerrano,5150,2009-04-20 16:06:56,False
serranocongress,51,2016-07-19 01:00:59,False
PeteSessions,6293,2009-03-16 17:54:52,False
SessionsforTX32,7,2019-11-16 04:22:47,False
RepTerriSewell,6284,2011-09-27 20:47:50,False
Sewell4Congress,871,2009-08-27 15:55:56,False
SenatorShaheen,9752,2010-01-28 15:22:44,False
TeamSheaPorter,5311,2010-06-10 13:38:17,False
RepSheaPorter,1401,2010-03-25 01:42:47,False
SenShelby,2652,2009-02-17 17:53:43,False
ShelbyForSenate,207,2015-10-21 18:42:04,False
BradSherman,2629,2009-04-10 13:38:03,False
RepShimkus,10422,2008-07-25 17:01:16,False
JohnMShimkus,40,2015-12-07 22:08:01,False
shuler4congress,0,2009-09-26 04:34:01,False
HeathShuler5,231,2017-07-19 18:18:15,False
CongMikeSimpson,1444,2009-09-21 20:26:26,False
MikeSimpson4ID,361,2011-06-09 22:26:12,False
kyrstensinema,16398,2009-02-13 04:32:46,False
RepSires,4914,2009-01-06 21:22:37,False
AlbioSiresNJ,49,2012-04-03 20:06:55,False
louiseslaughter,3411,2009-08-05 15:53:07,False
VoteLouiseNY,445,2012-01-03 14:47:26,False
SenTinaSmith,3333,2017-12-13 17:43:41,False
TinaSmithMN,5575,2009-06-16 19:48:15,False
LamarSmithTX21,348,2008-08-14 21:53:40,False
TexansforLamar,527,2013-10-01 00:50:20,False
RepAdamSmith,4760,2009-07-21 21:31:55,False
electadamsmith,520,2009-06-25 22:18:05,False
RepAdrianSmith,3973,2011-05-10 12:52:01,False
RepChrisSmith,1161,2013-03-22 18:03:53,False
RepJasonSmith,3666,2013-07-26 16:13:03,False
JasonSmithMO,4260,2009-03-26 01:26:16,False
RepSmucker,4483,2009-05-20 18:31:13,False
LloydSmuckerPA,339,2015-11-17 20:19:06,False
OlympiaSnoweME,121,2011-03-30 03:20:36,False
SenatorSnowe,221,2011-01-27 20:52:38,False
RepDarrenSoto,4752,2017-01-10 06:57:55,False
DarrenSoto,2266,2013-09-04 22:22:37,False
Rep_Southerland,672,2011-01-13 16:28:13,False
SoutherlandFL02,399,2010-02-24 18:01:34,False
SenArlenSpecter,580,2009-02-04 18:38:52,False
RepSpeier,6666,2009-03-17 17:02:38,False
JackieSpeier,1327,2012-03-11 22:20:51,False
SenStabenow,4965,2009-09-22 21:30:16,False
stabenow,2195,2009-02-05 01:56:00,False
PeteStark,5,2013-02-25 16:44:44,False
RepCliffStearns,650,2009-02-04 20:22:53,False
RepStefanik,5296,2015-01-05 22:17:51,False
EliseStefanik,9424,2010-01-29 14:56:38,False
RepChrisStewart,3856,2013-01-08 21:08:19,False
StewartforUtah,924,2011-10-21 16:45:05,False
RepSteveStivers,3584,2010-11-03 05:57:36,False
stevestivers,971,2009-07-23 17:53:37,False
SteveWorks4You,19693,2013-01-04 01:39:09,False
StockmanSenate,3058,2012-03-01 04:49:02,False
SenatorStrange,484,2017-02-09 20:49:11,False
lutherstrange,2043,2008-06-17 02:02:08,False
RepStutzman,1080,2010-11-04 16:00:16,False
MarlinStutzman,1466,2009-03-15 15:44:45,False
GoMarlin,1509,2009-05-07 13:39:22,False
SenDanSullivan,3151,2014-11-05 21:25:42,False
USRepSullivan,616,2009-02-19 19:24:53,False
TEAMSullivan,174,2009-11-19 19:58:30,False
JohnSununu,66,2009-03-08 14:07:20,False
GovernorSununu,1307,2012-08-14 17:51:03,False
RepTomSuozzi,1485,2017-01-04 17:58:38,False
Tom_Suozzi,1859,2009-01-12 17:30:03,False
BettySutton,1236,2010-04-22 22:01:38,False
RepSwalwell,13571,2012-11-11 20:26:01,False
ericswalwell,7003,2011-09-21 21:00:22,False
MarkTakai,690,2012-04-25 11:42:13,False
RepMarkTakano,4521,2012-12-26 14:58:17,False
MarkTakano,354,2011-06-13 01:36:11,False
Scotttaylorva,11456,2009-05-25 03:04:08,False
RepTenney,1695,2016-11-11 22:15:16,False
claudiatenney,9819,2012-08-14 02:26:00,False
