"","icpsr","FECcommittee","first","last","fullname","state","chamber","district","party","start","end","twitter","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","�..Numeric.counter.for.order.in.THOMAS.data.from.93rd...110th.Congresses","Legislator.name..as.given.in.THOMAS","Congress.number","Year.at.start.of.Congress","Two.letter.state.code","Congressional.district.number","X1...Democrat","Year.first.elected.to.House","X1...female","Percent.vote.received.to.enter.this.Congress","First.dimension.DW.NOMINATE.score","Size.of.House.delegation.from.member.s.state","X1..Speaker","X1...Chair.of.subcommittee..according.to.Almanac.of.American.Politics.and.Adler.W","Number.of.substantively.significant.bills.sponsored","Number.of.substantively.significant.bills.with.action.in.committee","Number.of.substantively.significant.bills.with.action.beyond.committee","Number.of.substantively.significant.bills.passed.House","Number.of.substantively.significant.bills.became.law","Number.of.substantive.bills.sponsored","Number.of.substantive.bills.with.action.in.committee","Number.of.substantive.bills.with.action.beyond.committee","Number.of.substantive.bills.passed.House","Number.of.substantive.bills.became.law","Number.of.commemorative.bills.sponsored","Number.of.commemorative.bills.with.action.in.committee","Number.of.commemorative.bills.with.action.beyond.committee","Number.of.commemorative.bills.passed.House","Number.of.commemorative.bills.became.law","X1...African.American","X1...Latino.a","votepct.squared","X1...Member.of.Appropriation..Rules..or.Ways.and.Means","X1...Chair..of.standing.committee.or.intellgence.homeland.sec.according.to.Stewar","X1...served.in.state.legislature","state_leg...state.legislature.professionalism","X1...majority.party.member","X1...Majority.party.leadership","X1...Minority.party.leadership","Absolute.distance.from.floor.median..DW.NOMINATE.","Absolute.distance.from.majority.party.median..DW.NOMINATE.","Total.bills.sponsored","Total.bills.with.action.in.committee","Total.bills.with.action.beyond.committee","Total.bills.passed.House","Total.bills.became.law","Legislative.Effectiveness.Score..1.5.10.","Lagged.LES","Seniority..number.of.terms.served.counting.current","benchmark","X1...Below..2...Meets..3...Exceeds","TotalInParty","RankInParty"
"139",20337,"C00463836","stevan","pearce","stevanpearce","NM","House",2,"R","1/7/2003","1/3/2019","repstevepearce",0,3708,0,0,3265,0.881,1,NA,NA,NA,8783,"Pearce, Stevan",112,2011,"NM",2,0,2010,0,55,0.657999992,3,0,0,0,0,0,0,0,16,4,1,1,0,1,1,1,1,0,0,0,3025,0,0,1,0.052999999,1,0,0,0.199999988,0.016000008,17,5,2,2,0,1.027217507,NA,1,0.829089701,2,245,105
"140",20337,"C00463836","stevan","pearce","stevanpearce","NM","House",2,"R","1/7/2003","1/3/2019","Pearce4NM",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8783,"Pearce, Stevan",112,2011,"NM",2,0,2010,0,55,0.657999992,3,0,0,0,0,0,0,0,16,4,1,1,0,1,1,1,1,0,0,0,3025,0,0,1,0.052999999,1,0,0,0.199999988,0.016000008,17,5,2,2,0,1.027217507,NA,1,0.829089701,2,245,105
"141",20338,"C00375618","timothy","bishop","timothybishop","NY","House",1,"D","1/7/2003","1/3/2015","timbishopny",0,1497,0,0,1031,0.689,9,NA,NA,NA,8499,"Bishop, Timothy",112,2011,"NY",1,1,2002,0,50,-0.303000003,29,0,0,0,0,0,0,0,19,1,0,0,0,1,1,1,1,1,0,0,2500,0,0,0,0,0,0,0,0.760999978,0.976999998,20,2,1,1,1,0.537597656,1.168707252,5,0.435746729,2,204,67
"142",20340,"C00401190","george","butterfield","georgebutterfield","NC","House",1,"D","7/21/2004","1/3/2019","gkbutterfield",6,2951,0,0,2167,0.734,0,NA,NA,NA,8522,"Butterfield, G.",112,2011,"NC",1,1,2004,0,59,-0.370000005,13,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,3481,0,0,0,0,0,0,1,0.828000009,1.04400003,11,1,0,0,0,0.255745769,0.545000792,4,0.405453444,2,204,125
"143",20341,"C00371211","brad","miller","bradmiller","NC","House",13,"D","1/7/2003","1/3/2013","repbradmiller",5,389,0,0,279,0.717,0,NA,NA,NA,8753,"Miller, Brad",112,2011,"NC",13,1,2002,0,56,-0.370999992,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,1,0.202999994,0,0,0,0.828999996,1.044999957,6,0,0,0,0,0.080526076,0.994095922,5,0.435746729,1,204,183
"144",20342,"C00373001","michael","turner","michaelturner","OH","House",10,"R","1/7/2003","1/3/2019","MikeTurnerOH",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8884,"Turner, Michael",112,2011,"OH",3,0,2002,0,68,0.437999994,18,0,1,0,0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,0,4624,0,0,0,0,1,0,0,0.020000007,0.236000001,15,1,1,1,0,0.605859637,0.283451349,5,1.307479501,1,245,142
"145",20342,"C00373001","michael","turner","michaelturner","OH","House",10,"R","1/7/2003","1/3/2019","repmiketurner",0,2052,0,0,1500,0.731,1,NA,NA,NA,8884,"Turner, Michael",112,2011,"OH",3,0,2002,0,68,0.437999994,18,0,1,0,0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,0,4624,0,0,0,0,1,0,0,0.020000007,0.236000001,15,1,1,1,0,0.605859637,0.283451349,5,1.307479501,1,245,142
"146",20343,"C00373464","tim","ryan","timryan","OH","House",13,"D","1/7/2003","1/3/2019","TimRyan",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8832,"Ryan, Tim",112,2011,"OH",17,1,2002,0,54,-0.419999987,18,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,2916,0,0,1,0.30399999,0,0,0,0.877999961,1.093999982,13,0,0,0,0,0.142262742,0.82813257,5,0.435746729,1,204,160
"147",20343,"C00373464","tim","ryan","timryan","OH","House",13,"D","1/7/2003","1/3/2019","reptimryan",0,4246,0,1,NA,NA,1,NA,NA,NA,8832,"Ryan, Tim",112,2011,"OH",17,1,2002,0,54,-0.419999987,18,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,2916,0,0,1,0.30399999,0,0,0,0.877999961,1.093999982,13,0,0,0,0,0.142262742,0.82813257,5,0.435746729,1,204,160
"148",20344,"C00379735","tom","cole","tomcole","OK","House",4,"R","1/7/2003","1/3/2019","tomcoleok04",2,1038,0,0,861,0.829,0,NA,NA,NA,8552,"Cole, Tom",112,2011,"OK",4,0,2002,0,100,0.463999987,5,0,0,0,0,0,0,0,13,3,5,4,2,1,1,1,1,1,0,0,10000,1,0,1,0.187000006,1,0,0,0.005999987,0.210000008,14,4,6,5,3,2.887724161,0.255478024,5,0.950262785,3,245,30
"149",20346,"C00372201","tim","murphy","timmurphy","PA","House",18,"R","1/7/2003","1/3/2019","reptimmurphy",7,4037,0,1,NA,NA,0,NA,NA,NA,8762,"Murphy, Tim",112,2011,"PA",18,0,2002,0,67,0.39199999,19,0,0,0,0,0,0,0,38,2,2,0,0,0,0,0,0,0,0,0,4489,0,0,1,0.335999995,1,0,0,0.066000007,0.282000005,38,2,2,0,0,0.96582216,0.547860324,5,0.950262785,2,245,111
"150",20351,"C00376939","marsha","blackburn","marshablackburn","TN","House",7,"R","1/7/2003","1/3/2019","marshablackburn",2,5270,0,0,4401,0.835,1,NA,NA,NA,8501,"Blackburn, Marsha",112,2011,"TN",7,0,2002,1,72,0.791999996,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5184,0,0,1,0.116999999,1,0,0,0.333999991,0.117999993,17,0,0,0,0,0.228157222,0.388129354,5,0.950262785,1,245,203
"151",20351,"C00376939","marsha","blackburn","marshablackburn","TN","House",7,"R","1/7/2003","1/3/2019","VoteMarsha",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8501,"Blackburn, Marsha",112,2011,"TN",7,0,2002,1,72,0.791999996,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5184,0,0,1,0.116999999,1,0,0,0.333999991,0.117999993,17,0,0,0,0,0.228157222,0.388129354,5,0.950262785,1,245,203
"152",20352,"C00370650","jeb","hensarling","jebhensarling","TX","House",5,"R","1/7/2003","1/3/2019","rephensarling",1,796,0,0,638,0.802,0,NA,NA,NA,8655,"Hensarling, Jeb",112,2011,"TX",5,0,2002,0,71,0.879000008,32,0,0,0,0,0,0,0,5,3,2,2,1,0,0,0,0,0,0,0,5041,0,0,0,0,1,1,0,0.421000004,0.205000013,5,3,2,2,1,1.43876195,0.167839974,5,0.950262785,3,245,73
"153",20353,"C00384016","randy","neugebauer","randyneugebauer","TX","House",19,"R","6/5/2003","1/3/2017","randyneugebauer",4,3818,0,0,3272,0.857,1,NA,NA,NA,8767,"Neugebauer, Randy",112,2011,"TX",19,0,2003,0,78,0.802999973,32,0,1,0,0,0,0,0,14,2,0,0,0,2,0,1,1,1,0,0,6084,0,0,0,0,1,0,0,0.344999969,0.128999978,16,2,1,1,1,0.559668481,0.131474644,5,1.307479501,1,245,151
"154",20353,"C00384016","randy","neugebauer","randyneugebauer","TX","House",19,"R","6/5/2003","1/3/2017","RandyforTexas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8767,"Neugebauer, Randy",112,2011,"TX",19,0,2003,0,78,0.802999973,32,0,1,0,0,0,0,0,14,2,0,0,0,2,0,1,1,1,0,0,6084,0,0,0,0,1,0,0,0.344999969,0.128999978,16,2,1,1,1,0.559668481,0.131474644,5,1.307479501,1,245,151
"155",20355,"C00372532","michael","burgess","michaelburgess","TX","House",26,"R","1/7/2003","1/3/2019","michaelcburgess",6,4734,0,1,NA,NA,0,NA,NA,NA,8520,"Burgess, Michael",112,2011,"TX",26,0,2002,0,67,0.86500001,32,0,0,0,0,0,0,0,29,3,3,2,0,1,0,0,0,0,0,0,4489,0,0,0,0,1,0,0,0.407000005,0.191000015,30,3,3,2,0,1.428894281,1.0200423,5,0.950262785,3,245,74
"156",20356,"C00371203","john","carter","johncarter","TX","House",31,"R","1/7/2003","1/3/2019","judgecarter",2,5240,0,0,4048,0.773,1,NA,NA,NA,8535,"Carter, John",112,2011,"TX",31,0,2002,0,83,0.536000013,32,0,0,0,0,0,0,0,16,1,0,0,0,1,1,1,1,1,0,0,6889,1,0,0,0,1,1,0,0.078000017,0.137999982,17,2,1,1,1,0.497334599,0.408631414,5,0.950262785,2,245,164
"157",20356,"C00371203","john","carter","johncarter","TX","House",31,"R","1/7/2003","1/3/2019","JudgeJohnCarter",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8535,"Carter, John",112,2011,"TX",31,0,2002,0,83,0.536000013,32,0,0,0,0,0,0,0,16,1,0,0,0,1,1,1,1,1,0,0,6889,1,0,0,0,1,1,0,0.078000017,0.137999982,17,2,1,1,1,0.497334599,0.408631414,5,0.950262785,2,245,164
"158",20357,"C00374231","rob","bishop","robbishop","UT","House",1,"R","1/7/2003","1/3/2019","reprobbishop",3,0,1,0,NA,NA,1,NA,NA,NA,8497,"Bishop, Rob",112,2011,"UT",1,0,2002,0,69,0.745000005,3,0,1,0,0,0,0,0,12,8,6,3,2,0,0,0,0,0,0,0,4761,1,0,1,0.067000002,1,0,0,0.287,0.071000002,12,8,6,3,2,3.183557034,0.825591147,5,1.307479501,3,245,25
"159",20357,"C00374231","rob","bishop","robbishop","UT","House",1,"R","1/7/2003","1/3/2019","RobBishopUT",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8497,"Bishop, Rob",112,2011,"UT",1,0,2002,0,69,0.745000005,3,0,1,0,0,0,0,0,12,8,6,3,2,0,0,0,0,0,0,0,4761,1,0,1,0.067000002,1,0,0,0.287,0.071000002,12,8,6,3,2,3.183557034,0.825591147,5,1.307479501,3,245,25
"160",20501,"C00391029","jim","costa","jimcosta","CA","House",16,"D","1/4/2005","1/3/2019","repjimcosta",1,1314,0,0,1091,0.83,0,NA,NA,NA,8557,"Costa, Jim",112,2011,"CA",20,1,2004,0,52,-0.192000002,53,0,0,0,0,0,0,0,18,0,0,0,0,2,1,1,1,1,0,1,2704,0,0,1,0.625999987,0,0,0,0.649999976,0.865999997,20,1,1,1,1,0.418746203,0.241491362,4,0.405453444,2,204,86
"161",20503,"C00391243","connie","mack","conniemack","FL","House",14,"R","1/4/2005","1/3/2013","RepConnieMack",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8726,"Mack, Connie",112,2011,"FL",14,0,2004,0,69,0.802999973,25,0,1,0,0,0,0,0,16,4,3,0,0,0,0,0,0,0,0,0,4761,0,0,1,0.254999995,1,0,0,0.344999969,0.128999978,16,4,3,0,0,1.006586313,0.055946659,4,1.277186275,2,245,106
"162",20503,"C00391243","connie","mack","conniemack","FL","House",14,"R","1/4/2005","1/3/2013","conniemackiv",6,2123,0,0,1310,0.617,1,NA,NA,NA,8726,"Mack, Connie",112,2011,"FL",14,0,2004,0,69,0.802999973,25,0,1,0,0,0,0,0,16,4,3,0,0,0,0,0,0,0,0,0,4761,0,0,1,0.254999995,1,0,0,0.344999969,0.128999978,16,4,3,0,0,1.006586313,0.055946659,4,1.277186275,2,245,106
"163",20504,"C00385773","debbie","wassermanschultz","debbiewassermanschultz","FL","House",23,"D","1/4/2005","1/3/2019","repdwstweets",1,2679,1,1,NA,NA,1,NA,NA,NA,8894,"Wasserman Schultz, Debbie",112,2011,"FL",20,1,2004,1,60,-0.388000011,25,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,0,0,0,3600,0,0,1,0.254999995,0,0,1,0.846000016,1.062000036,5,1,2,2,0,0.520198643,2.181018829,4,0.405453444,2,204,69
"164",20504,"C00385773","debbie","wassermanschultz","debbiewassermanschultz","FL","House",23,"D","1/4/2005","1/3/2019","dwstweets",0,9398,0,1,NA,NA,1,NA,NA,NA,8894,"Wasserman Schultz, Debbie",112,2011,"FL",20,1,2004,1,60,-0.388000011,25,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,1,0,0,0,3600,0,0,1,0.254999995,0,0,1,0.846000016,1.062000036,5,1,2,2,0,0.520198643,2.181018829,4,0.405453444,2,204,69
"165",20505,"C00386755","tom","price","tomprice","GA","House",6,"R","1/4/2005","2/10/2017","reptomprice",4,5340,0,0,4234,0.793,0,NA,NA,NA,8799,"Price, Tom",112,2011,"GA",6,0,2004,0,100,0.815999985,13,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,10000,1,0,1,0.133000001,1,1,0,0.35799998,0.14199999,11,1,1,1,0,0.552175581,0.153853312,4,0.919969499,2,245,153
"166",20506,"C00387126","lynn","westmoreland","lynnwestmoreland","GA","House",3,"R","1/4/2005","1/3/2017","westmoreland_ga",5,4173,0,0,3378,0.809,0,NA,NA,NA,8902,"Westmoreland, Lynn",112,2011,"GA",3,0,2004,0,69,0.787,13,0,1,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,4761,0,0,1,0.133000001,1,0,0,0.328999996,0.112999998,4,1,1,1,1,0.912681937,0,4,1.277186275,2,245,114
"167",20507,"C00384735","john","barrow","johnbarrow","GA","House",12,"D","1/4/2005","1/3/2015","barrow4ga",0,293,0,0,260,0.887,0,NA,NA,NA,8484,"Barrow, John",112,2011,"GA",12,1,2004,0,57,-0.086000003,13,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,3249,0,0,0,0,0,0,0,0.54400003,0.75999999,15,1,0,0,0,0.309429824,0.944920599,4,0.405453444,2,204,113
"168",20508,"C00405431","daniel","lipinski","daniellipinski","IL","House",3,"D","1/4/2005","1/3/2019","replipinski",4,1548,0,0,1194,0.771,0,NA,NA,NA,8714,"Lipinski, Daniel",112,2011,"IL",3,1,2004,0,70,-0.257999986,18,0,0,0,0,0,0,0,6,1,1,1,0,1,1,1,1,0,0,0,4900,0,0,0,0,0,0,0,0.715999961,0.931999981,7,2,2,2,0,0.568663597,0.856105864,4,0.405453444,2,204,63
"169",20511,"C00369470","geoff","davis","geoffdavis","KY","House",4,"R","1/4/2005","7/31/2012","repgeoffdavis",6,2409,0,0,2129,0.884,0,NA,NA,NA,8571,"Davis, Geoff",112,2011,"KY",4,0,2004,0,69,0.538999975,6,0,1,0,0,0,0,0,19,2,3,3,2,0,0,0,0,0,0,0,4761,0,0,0,0,1,0,0,0.080999978,0.13500002,19,2,3,3,2,2.269424677,0.02797333,4,1.277186275,3,245,43
"170",20516,"C00493684","russ","carnahan","russcarnahan","MO","House",3,"D","1/4/2005","1/3/2013","russcarnahan",2,586,0,1,NA,NA,0,NA,NA,NA,8532,"Carnahan, Russ",112,2011,"MO",3,1,2004,0,49,-0.319000006,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2401,0,0,1,0.197999999,0,0,0,0.77700001,0.993000031,26,0,0,0,0,0.348946333,0.458195269,4,0.405453444,2,204,101
"171",20517,"C00395848","emanuel","cleaver","emanuelcleaver","MO","House",5,"D","1/4/2005","1/3/2019","repcleaver",0,4114,0,0,3321,0.807,1,NA,NA,NA,8547,"Cleaver, Emanuel",112,2011,"MO",5,1,2004,0,53,-0.432000011,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,2809,0,0,0,0,0,0,0,0.889999986,1.106000066,25,0,0,0,0,0.335525334,0.678953171,4,0.405453444,2,204,106
"172",20517,"C00395848","emanuel","cleaver","emanuelcleaver","MO","House",5,"D","1/4/2005","1/3/2019","Vote4Cleaver",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8547,"Cleaver, Emanuel",112,2011,"MO",5,1,2004,0,53,-0.432000011,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,2809,0,0,0,0,0,0,0,0.889999986,1.106000066,25,0,0,0,0,0.335525334,0.678953171,4,0.405453444,2,204,106
"173",20518,"C00395467","jeff","fortenberry","jefffortenberry","NE","House",1,"R","1/4/2005","1/3/2019","jefffortenberry",3,2163,0,0,1697,0.785,0,NA,NA,NA,8609,"Fortenberry, Jeff",112,2011,"NE",1,0,2004,0,71,0.488999993,3,0,1,0,0,0,0,0,19,1,0,0,0,1,0,0,0,0,0,0,5041,0,0,0,0,1,0,0,0.030999992,0.185000002,20,1,0,0,0,0.365798086,1.048297524,4,1.277186275,1,245,184
"174",20519,"C00401034","brian","higgins","brianhiggins","NY","House",26,"D","1/4/2005","1/3/2019","repbrianhiggins",3,11732,1,0,8996,0.767,0,NA,NA,NA,8658,"Higgins, Brian",112,2011,"NY",27,1,2004,0,61,-0.317999989,29,0,0,0,0,0,0,0,13,0,0,0,0,1,1,1,1,1,0,0,3721,0,0,1,0.479999989,0,0,0,0.775999963,0.991999984,14,1,1,1,1,0.348956943,0.419820726,4,0.405453444,2,204,98
"175",20521,"C00386748","virginia","foxx","virginiafoxx","NC","House",5,"R","1/4/2005","1/3/2019","virginiafoxx",2,3424,1,1,NA,NA,1,NA,NA,NA,8610,"Foxx, Virginia",112,2011,"NC",5,0,2004,1,66,0.764999986,13,0,1,0,0,0,0,0,12,6,3,1,0,0,0,0,0,0,0,0,4356,1,0,1,0.202999994,1,0,0,0.306999981,0.090999983,12,6,3,1,0,1.34576416,0.877660215,4,1.277186275,2,245,80
"176",20521,"C00386748","virginia","foxx","virginiafoxx","NC","House",5,"R","1/4/2005","1/3/2019","foxxforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8610,"Foxx, Virginia",112,2011,"NC",5,0,2004,1,66,0.764999986,13,0,1,0,0,0,0,0,12,6,3,1,0,0,0,0,0,0,0,0,4356,1,0,1,0.202999994,1,0,0,0.306999981,0.090999983,12,6,3,1,0,1.34576416,0.877660215,4,1.277186275,2,245,80
"177",20522,"C00393629","patrick","mchenry","patrickmchenry","NC","House",10,"R","1/4/2005","1/3/2019","patrickmchenry",6,4001,0,0,3050,0.762,1,NA,NA,NA,8743,"McHenry, Patrick",112,2011,"NC",10,0,2004,0,71,0.764999986,13,0,1,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,5041,0,0,1,0.202999994,1,0,0,0.306999981,0.090999983,4,2,2,2,0,0.862772882,0.055946659,4,1.277186275,2,245,122
"178",20522,"C00393629","patrick","mchenry","patrickmchenry","NC","House",10,"R","1/4/2005","1/3/2019","McHenryCampaign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8743,"McHenry, Patrick",112,2011,"NC",10,0,2004,0,71,0.764999986,13,0,1,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,5041,0,0,1,0.202999994,1,0,0,0.306999981,0.090999983,4,2,2,2,0,0.862772882,0.055946659,4,1.277186275,2,245,122
"179",20523,"C00410829","dan","boren","danboren","OK","House",2,"D","1/4/2005","1/3/2013","danboren",4,0,1,0,NA,NA,0,NA,NA,NA,8508,"Boren, Dan",112,2011,"OK",2,1,2004,0,57,-0.07,5,0,0,0,0,0,0,0,11,3,2,1,1,1,1,1,1,1,0,0,3249,0,0,1,0.187000006,0,0,0,0.527999997,0.744000018,12,4,3,2,2,1.517139196,2.005646229,4,0.405453444,3,204,12
"180",20524,"C00475103","michael","fitzpatrick","michaelfitzpatrick","PA","House",8,"R","1/4/2005","1/3/2017","repfitzpatrick",6,5254,0,0,4188,0.797,0,NA,NA,NA,8603,"Fitzpatrick, Michael",112,2011,"PA",8,0,2010,0,54,0.430999994,19,0,0,0,0,0,0,0,27,3,2,2,0,0,0,0,0,0,0,0,2916,0,0,0,0,1,0,0,0.027000006,0.243000001,27,3,2,2,0,1.279570818,NA,1,0.829089701,3,245,89
"181",20525,"C00389197","allyson","schwartz","allysonschwartz","PA","House",13,"D","1/4/2005","1/3/2015","allysonschwartz",7,980,0,1,NA,NA,0,NA,NA,NA,8844,"Schwartz, Allyson",112,2011,"PA",13,1,2004,1,56,-0.312999994,19,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,1,0.335999995,0,0,0,0.770999968,0.986999989,13,0,0,0,0,0.174473166,0.328597218,4,0.405453444,1,204,149
"182",20526,"C00386847","charles","dent","charlesdent","PA","House",15,"R","1/4/2005","1/3/2019","DentforCongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8577,"Dent, Charles",112,2011,"PA",15,0,2004,0,54,0.448000014,19,0,0,0,0,0,0,0,19,1,2,2,1,0,0,0,0,0,0,0,2916,1,0,1,0.335999995,1,0,0,0.009999986,0.225999981,19,1,2,2,1,1.410426855,0.558128953,4,0.919969499,3,245,76
"183",20526,"C00386847","charles","dent","charlesdent","PA","House",15,"R","1/4/2005","1/3/2019","repcharliedent",0,2232,1,0,1754,0.786,1,NA,NA,NA,8577,"Dent, Charles",112,2011,"PA",15,0,2004,0,54,0.448000014,19,0,0,0,0,0,0,0,19,1,2,2,1,0,0,0,0,0,0,0,2916,1,0,1,0.335999995,1,0,0,0.009999986,0.225999981,19,1,2,2,1,1.410426855,0.558128953,4,0.919969499,3,245,76
"184",20527,"C00386532","louie","gohmert","louiegohmert","TX","House",1,"R","1/4/2005","1/3/2019","replouiegohmert",5,5400,0,1,NA,NA,1,NA,NA,NA,8624,"Gohmert, Louie",112,2011,"TX",1,0,2004,0,90,0.681999981,32,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8100,0,0,0,0,1,0,0,0.223999977,0.007999982,10,0,0,0,0,0.13421014,0.414544225,4,0.919969499,1,245,216
"185",20527,"C00386532","louie","gohmert","louiegohmert","TX","House",1,"R","1/4/2005","1/3/2019","LouieGohmertTX1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8624,"Gohmert, Louie",112,2011,"TX",1,0,2004,0,90,0.681999981,32,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8100,0,0,0,0,1,0,0,0.223999977,0.007999982,10,0,0,0,0,0.13421014,0.414544225,4,0.919969499,1,245,216
"186",20528,"C00392670","ted","poe","tedpoe","TX","House",2,"R","1/4/2005","1/3/2019","judgetedpoe",0,3865,0,0,3433,0.888,0,NA,NA,NA,8794,"Poe, Ted",112,2011,"TX",2,0,2004,0,89,0.671000004,32,0,0,0,0,0,0,0,33,4,3,2,1,1,1,1,1,1,0,0,7921,0,0,0,0,1,0,0,0.213,0.002999996,34,5,4,3,2,2.216945887,0.465278,4,0.919969499,3,245,44
"187",20529,"C00578567","al","green","algreen","TX","House",9,"D","1/4/2005","1/3/2019","repalgreen",4,749,0,1,NA,NA,0,NA,NA,NA,8632,"Green, Al",112,2011,"TX",9,1,2004,0,76,-0.382999986,32,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,1,0,5776,0,0,0,0,0,0,0,0.840999961,1.057000041,8,0,1,1,0,0.403797895,0.537059546,4,0.405453444,2,204,88
"188",20530,"C00392688","michael","mccaul","michaelmccaul","TX","House",10,"R","1/4/2005","1/3/2019","McCaulforTexas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8737,"McCaul, Michael",112,2011,"TX",10,0,2004,0,65,0.620000005,32,0,1,1,1,1,1,0,10,1,1,1,0,2,1,1,1,1,0,0,4225,0,0,0,0,1,0,0,0.162,0.053999994,13,3,3,3,1,1.551853418,0.291461557,4,1.277186275,2,245,68
"189",20530,"C00392688","michael","mccaul","michaelmccaul","TX","House",10,"R","1/4/2005","1/3/2019","repmccaul",7,2517,0,1,NA,NA,1,NA,NA,NA,8737,"McCaul, Michael",112,2011,"TX",10,0,2004,0,65,0.620000005,32,0,1,1,1,1,1,0,10,1,1,1,0,2,1,1,1,1,0,0,4225,0,0,0,0,1,0,0,0.162,0.053999994,13,3,3,3,1,1.551853418,0.291461557,4,1.277186275,2,245,68
"190",20531,"C00383828","michael","conaway","michaelconaway","TX","House",11,"R","1/4/2005","1/3/2019","conawaytx11",5,643,0,0,499,0.776,0,NA,NA,NA,8553,"Conaway, K.",112,2011,"TX",11,0,2004,0,81,0.709999979,32,0,1,0,0,0,0,0,4,1,1,0,0,1,1,1,1,0,0,0,6561,0,0,0,0,1,0,0,0.251999974,0.03599998,5,2,2,1,0,0.365188986,0.100703984,4,1.277186275,1,245,185
"191",20532,"C00393348","kenny","marchant","kennymarchant","TX","House",24,"R","1/4/2005","1/3/2019","repkenmarchant",2,4901,0,0,2137,0.436,1,NA,NA,NA,8729,"Marchant, Kenny",112,2011,"TX",24,0,2004,0,82,0.713,32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6724,1,0,1,0.209999993,1,0,0,0.254999995,0.039000001,5,0,0,0,0,0.06710507,0.111893319,4,0.919969499,1,245,234
"192",20532,"C00393348","kenny","marchant","kennymarchant","TX","House",24,"R","1/4/2005","1/3/2019","MarchantforTX24",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8729,"Marchant, Kenny",112,2011,"TX",24,0,2004,0,82,0.713,32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6724,1,0,1,0.209999993,1,0,0,0.254999995,0.039000001,5,0,0,0,0,0.06710507,0.111893319,4,0.919969499,1,245,234
"193",20533,"C00371302","henry","cuellar","henrycuellar","TX","House",28,"D","1/4/2005","1/3/2019","repcuellar",0,4247,0,0,3314,0.78,0,NA,NA,NA,8565,"Cuellar, Henry",112,2011,"TX",28,1,2004,0,56,-0.192000002,32,0,0,0,0,0,0,0,9,2,2,2,1,1,0,1,1,1,0,1,3136,0,0,1,0.209999993,0,0,0,0.649999976,0.865999997,10,2,3,3,2,1.537192225,1.99864161,4,0.405453444,3,204,11
"194",20535,"C0039047","cathy","mcmorrisrodgers","cathymcmorrisrodgers","WA","House",5,"R","1/4/2005","1/3/2019","TeamCMR",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8747,"McMorris Rodgers, Cathy",112,2011,"WA",5,0,2004,1,64,0.59799999,9,0,0,0,0,0,0,0,19,3,2,2,0,1,0,1,1,0,0,0,4096,0,0,1,0.196999997,1,1,0,0.139999986,0.076000012,20,3,3,3,0,1.234172821,0.220289364,4,0.919969499,2,245,90
