"","icpsr","FECcommittee","first","last","fullname","state","chamber","district","party","start","end","twitter","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","ï..Numeric.counter.for.order.in.THOMAS.data.from.93rd...110th.Congresses","Legislator.name..as.given.in.THOMAS","Congress.number","Year.at.start.of.Congress","Two.letter.state.code","Congressional.district.number","X1...Democrat","Year.first.elected.to.House","X1...female","Percent.vote.received.to.enter.this.Congress","First.dimension.DW.NOMINATE.score","Size.of.House.delegation.from.member.s.state","X1..Speaker","X1...Chair.of.subcommittee..according.to.Almanac.of.American.Politics.and.Adler.W","Number.of.substantively.significant.bills.sponsored","Number.of.substantively.significant.bills.with.action.in.committee","Number.of.substantively.significant.bills.with.action.beyond.committee","Number.of.substantively.significant.bills.passed.House","Number.of.substantively.significant.bills.became.law","Number.of.substantive.bills.sponsored","Number.of.substantive.bills.with.action.in.committee","Number.of.substantive.bills.with.action.beyond.committee","Number.of.substantive.bills.passed.House","Number.of.substantive.bills.became.law","Number.of.commemorative.bills.sponsored","Number.of.commemorative.bills.with.action.in.committee","Number.of.commemorative.bills.with.action.beyond.committee","Number.of.commemorative.bills.passed.House","Number.of.commemorative.bills.became.law","X1...African.American","X1...Latino.a","votepct.squared","X1...Member.of.Appropriation..Rules..or.Ways.and.Means","X1...Chair..of.standing.committee.or.intellgence.homeland.sec.according.to.Stewar","X1...served.in.state.legislature","state_leg...state.legislature.professionalism","X1...majority.party.member","X1...Majority.party.leadership","X1...Minority.party.leadership","Absolute.distance.from.floor.median..DW.NOMINATE.","Absolute.distance.from.majority.party.median..DW.NOMINATE.","Total.bills.sponsored","Total.bills.with.action.in.committee","Total.bills.with.action.beyond.committee","Total.bills.passed.House","Total.bills.became.law","Legislative.Effectiveness.Score..1.5.10.","Lagged.LES","Seniority..number.of.terms.served.counting.current","benchmark","X1...Below..2...Meets..3...Exceeds","TotalInParty","RankInParty"
"134",20708,"C00410761","kathy","castor","kathycastor","FL","House",14,"D","1/4/2007","1/3/2019","KathyCastorFL",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9865,"Castor, Kathy",115,2017,"FL",14,1,2006,1,62,-0.43900001,27,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,1,0,0,3844,0,0,0,0,0,0,0,0.711499989,0.937000036,9,1,1,1,1,0.229336575,0.137321755,6,0.579997063,1,203,140
"135",20708,"C00410761","kathy","castor","kathycastor","FL","House",14,"D","1/4/2007","1/3/2019","usrepkcastor",1,3132,1,0,1874,0.598,1,NA,NA,NA,9865,"Castor, Kathy",115,2017,"FL",14,1,2006,1,62,-0.43900001,27,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,1,0,0,3844,0,0,0,0,0,0,0,0.711499989,0.937000036,9,1,1,1,1,0.229336575,0.137321755,6,0.579997063,1,203,140
"136",20709,"C00412759","vern","buchanan","vernbuchanan","FL","House",16,"R","1/4/2007","1/3/2019","vernbuchanan",3,2194,0,0,1655,0.754,0,NA,NA,NA,9849,"Buchanan, Vern",115,2017,"FL",16,0,2006,0,60,0.35800001,27,0,1,0,0,0,0,0,17,2,3,3,0,0,0,0,0,0,0,0,3600,1,0,0,0,1,0,0,0.085500009,0.139999986,17,2,3,3,0,0.848273754,2.087177277,6,1.385977864,2,245,154
"137",20712,"C00418293","henry","johnson","henryjohnson","GA","House",4,"D","1/4/2007","1/3/2019","rephankjohnson",4,3532,0,0,2197,0.622,1,NA,NA,NA,10006,"Johnson, Henry",115,2017,"GA",4,1,2006,0,76,-0.469000012,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,5776,0,0,0,0,0,0,0,0.74150002,0.967000008,17,0,0,0,0,0.209374577,0.427133262,6,0.579997063,1,203,150
"138",20712,"C00418293","henry","johnson","henryjohnson","GA","House",4,"D","1/4/2007","1/3/2019","ReElectHank",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10006,"Johnson, Henry",115,2017,"GA",4,1,2006,0,76,-0.469000012,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,5776,0,0,0,0,0,0,0,0.74150002,0.967000008,17,0,0,0,0,0.209374577,0.427133262,6,0.579997063,1,203,150
"139",20715,"C00410969","peter","roskam","peterroskam","IL","House",6,"R","1/4/2007","1/3/2019","peterroskam",4,6763,0,1,NA,NA,0,NA,NA,NA,10152,"Roskam, Peter",115,2017,"IL",6,0,2006,0,59,0.42899999,18,0,1,0,0,0,0,0,19,7,7,4,0,1,1,1,1,1,0,0,3481,1,0,1,0.344000012,1,0,0,0.156499997,0.069000013,20,8,8,5,1,1.751229525,2.305303097,6,1.385977864,2,245,69
"140",20720,"C00414318","david","loebsack","davidloebsack","IA","House",2,"D","1/4/2007","1/3/2019","daveloebsack",4,771,1,1,NA,NA,1,NA,NA,NA,10052,"Loebsack, David",115,2017,"IA",2,1,2006,0,54,-0.275999993,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2916,0,0,0,0,0,0,0,0.548500001,0.773999989,19,0,0,0,0,0.234006867,0.153800368,6,0.579997063,1,203,136
"141",20720,"C00414318","david","loebsack","davidloebsack","IA","House",2,"D","1/4/2007","1/3/2019","DaveForIowa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10052,"Loebsack, David",115,2017,"IA",2,1,2006,0,54,-0.275999993,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2916,0,0,0,0,0,0,0,0.548500001,0.773999989,19,0,0,0,0,0.234006867,0.153800368,6,0.579997063,1,203,136
"142",20723,"C00419630","john","yarmuth","johnyarmuth","KY","House",3,"D","1/4/2007","1/3/2019","repjohnyarmuth",0,2581,1,0,1777,0.688,0,NA,NA,NA,10249,"Yarmuth, John",115,2017,"KY",3,1,2006,0,64,-0.377999991,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,0.6505,0.875999987,4,0,0,0,0,0.049264606,0.082393058,6,0.579997063,1,203,191
"143",20724,"C00415182","john","sarbanes","johnsarbanes","MD","House",3,"D","1/4/2007","1/3/2019","repsarbanes",5,845,0,1,NA,NA,1,NA,NA,NA,10169,"Sarbanes, John",115,2017,"MD",3,1,2006,0,63,-0.469000012,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3969,0,0,0,0,0,0,0,0.74150002,0.967000008,7,0,0,0,0,0.08621306,0.393484712,6,0.579997063,1,203,183
"144",20724,"C00415182","john","sarbanes","johnsarbanes","MD","House",3,"D","1/4/2007","1/3/2019","JohnSarbanes",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10169,"Sarbanes, John",115,2017,"MD",3,1,2006,0,63,-0.469000012,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3969,0,0,0,0,0,0,0,0.74150002,0.967000008,7,0,0,0,0,0.08621306,0.393484712,6,0.579997063,1,203,183
"145",20725,"C00390724","tim","walberg","timwalberg","MI","House",7,"R","1/4/2007","1/3/2019","repwalberg",0,3282,0,0,2132,0.65,0,NA,NA,NA,10228,"Walberg, Tim",115,2017,"MI",7,0,2010,0,55,0.527999997,14,0,1,0,0,0,0,0,26,8,9,6,1,0,0,0,0,0,0,0,3025,0,0,1,0.652999997,1,0,0,0.255499989,0.029999997,26,8,9,6,1,2.510294437,2.092765808,4,1.357553959,3,245,30
"146",20726,"C00409409","timothy","walz","timothywalz","MN","House",1,"D","1/4/2007","1/3/2019","reptimwalz",6,1491,1,1,NA,NA,1,NA,NA,NA,10233,"Walz, Timothy",115,2017,"MN",1,1,2006,0,50,-0.275000006,8,0,0,0,0,0,0,0,11,3,4,3,2,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0.547500014,0.773000002,11,3,4,3,2,1.725022078,1.18339777,6,0.579997063,3,203,7
"147",20726,"C00409409","timothy","walz","timothywalz","MN","House",1,"D","1/4/2007","1/3/2019","Tim_Walz",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10233,"Walz, Timothy",115,2017,"MN",1,1,2006,0,50,-0.275000006,8,0,0,0,0,0,0,0,11,3,4,3,2,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0.547500014,0.773000002,11,3,4,3,2,1.725022078,1.18339777,6,0.579997063,3,203,7
"148",20727,"C00422410","keith","ellison","keithellison","MN","House",5,"D","1/4/2007","1/3/2019","keithellison",1,16784,1,1,NA,NA,1,NA,NA,NA,9927,"Ellison, Keith",115,2017,"MN",5,1,2006,0,69,-0.537,8,0,0,0,0,0,0,0,38,1,1,1,0,0,0,0,0,0,1,0,4761,0,0,1,0.210999995,0,0,0,0.809499979,1.034999967,38,1,1,1,0,0.706494093,0.466894001,6,0.579997063,2,203,70
"149",20727,"C00422410","keith","ellison","keithellison","MN","House",5,"D","1/4/2007","1/3/2019","EllisonCampaign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9927,"Ellison, Keith",115,2017,"MN",5,1,2006,0,69,-0.537,8,0,0,0,0,0,0,0,38,1,1,1,0,0,0,0,0,0,1,0,4761,0,0,1,0.210999995,0,0,0,0.809499979,1.034999967,38,1,1,1,0,0.706494093,0.466894001,6,0.579997063,2,203,70
"150",20729,"C00412890","adrian","smith","adriansmith","NE","House",3,"R","1/4/2007","1/3/2019","repadriansmith",3,2467,0,1,NA,NA,0,NA,NA,NA,10193,"Smith, Adrian",115,2017,"NE",3,0,2006,0,100,0.50999999,3,0,1,0,0,0,0,0,11,3,3,2,1,1,0,0,0,0,0,0,10000,1,0,1,0.172000006,1,0,0,0.237499997,0.011999991,12,3,3,2,1,1.162306547,0.732040763,6,1.385977864,2,245,116
"151",20731,"C00419978","carol","sheaporter","carolsheaporter","NH","House",1,"D","1/4/2007","1/3/2019","teamsheaporter",7,3176,0,0,1411,0.444,1,NA,NA,NA,10184,"Shea-Porter, Carol",115,2017,"NH",1,1,2006,1,44,-0.314999998,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1936,0,0,0,0,0,0,0,0.587499976,0.813000023,17,0,0,0,0,0.209374577,NA,4,0.551573157,1,203,148
"152",20731,"C00419978","carol","sheaporter","carolsheaporter","NH","House",1,"D","1/4/2007","1/3/2019","RepSheaPorter",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10184,"Shea-Porter, Carol",115,2017,"NH",1,1,2006,1,44,-0.314999998,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1936,0,0,0,0,0,0,0,0.587499976,0.813000023,17,0,0,0,0,0.209374577,NA,4,0.551573157,1,203,148
"153",20733,"C00415331","yvette","clarke","yvetteclarke","NY","House",9,"D","1/4/2007","1/3/2019","VoteYvette",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9873,"Clarke, Yvette",115,2017,"NY",9,1,2006,1,100,-0.615999997,27,0,0,0,0,0,0,0,20,1,1,1,0,2,1,1,1,1,1,0,10000,0,0,0,0,0,0,0,0.888499975,1.113999963,22,2,2,2,1,0.618074,0.071407318,6,0.579997063,2,203,80
"154",20733,"C00415331","yvette","clarke","yvetteclarke","NY","House",9,"D","1/4/2007","1/3/2019","repyvetteclarke",3,9363,0,0,4784,0.511,1,NA,NA,NA,9873,"Clarke, Yvette",115,2017,"NY",9,1,2006,1,100,-0.615999997,27,0,0,0,0,0,0,0,20,1,1,1,0,2,1,1,1,1,1,0,10000,0,0,0,0,0,0,0,0.888499975,1.113999963,22,2,2,2,1,0.618074,0.071407318,6,0.579997063,2,203,80
"155",20738,"C00416594","jim","jordan","jimjordan","OH","House",4,"R","1/4/2007","1/3/2019","jim_jordan",6,2153,0,0,1372,0.637,1,NA,NA,NA,10011,"Jordan, Jim",115,2017,"OH",4,0,2006,0,68,0.709999979,16,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4624,0,0,1,0.30399999,1,0,0,0.43749997,0.211999983,2,0,0,0,0,0.024632303,0.027464353,6,1.385977864,1,245,244
"156",20738,"C00416594","jim","jordan","jimjordan","OH","House",4,"R","1/4/2007","1/3/2019","Votejimjordan",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10011,"Jordan, Jim",115,2017,"OH",4,0,2006,0,68,0.709999979,16,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4624,0,0,1,0.30399999,1,0,0,0.43749997,0.211999983,2,0,0,0,0,0.024632303,0.027464353,6,1.385977864,1,245,244
"157",20748,"C00422980","steve","cohen","stevecohen","TN","House",9,"D","1/4/2007","1/3/2019","repcohen",5,5803,1,0,4247,0.732,1,NA,NA,NA,9878,"Cohen, Steve",115,2017,"TN",9,1,2006,0,79,-0.400000006,9,0,0,0,0,0,0,0,28,1,1,1,1,1,1,1,1,1,0,0,6241,0,0,1,0.116999999,0,0,0,0.672500014,0.898000002,29,2,2,2,2,1.117380261,1.068363786,6,0.579997063,3,203,27
"158",20748,"C00422980","steve","cohen","stevecohen","TN","House",9,"D","1/4/2007","1/3/2019","ReElectCohen",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9878,"Cohen, Steve",115,2017,"TN",9,1,2006,0,79,-0.400000006,9,0,0,0,0,0,0,0,28,1,1,1,1,1,1,1,1,1,0,0,6241,0,0,1,0.116999999,0,0,0,0.672500014,0.898000002,29,2,2,2,2,1.117380261,1.068363786,6,0.579997063,3,203,27
"159",20749,"C00435099","bill","foster","billfoster","IL","House",11,"D","3/8/2008","1/3/2019","repbillfoster",2,2300,0,0,1782,0.775,1,NA,NA,NA,9942,"Foster, Bill",115,2017,"IL",11,1,2012,0,60,-0.224999994,18,0,0,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0.497500002,0.72299999,22,1,1,0,0,0.415119916,0.735478461,3,0.537361205,2,203,109
"160",20749,"C00435099","bill","foster","billfoster","IL","House",11,"D","3/8/2008","1/3/2019","Foster4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9942,"Foster, Bill",115,2017,"IL",11,1,2012,0,60,-0.224999994,18,0,0,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0.497500002,0.72299999,22,1,1,0,0,0.415119916,0.735478461,3,0.537361205,2,203,109
"161",20750,"C00413179","peter","welch","peterwelch","VT","House",0,"D","1/4/2007","1/3/2019","peterwelch",5,1379,1,1,NA,NA,0,NA,NA,NA,10239,"Welch, Peter",115,2017,"VT",1,1,2006,0,100,-0.407000005,1,0,0,0,0,0,0,0,35,0,1,1,0,0,0,0,0,0,0,0,10000,0,0,1,0.143999994,0,0,0,0.679499984,0.905000031,35,0,1,1,0,0.59300375,0.247179165,6,0.579997063,2,203,83
"162",20754,"C00433136","niki","tsongas","nikitsongas","MA","House",3,"D","10/16/2007","1/3/2019","ntsongas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10218,"Tsongas, Niki",115,2017,"MA",3,1,2007,1,69,-0.395999998,9,0,0,0,0,0,0,0,5,3,2,2,1,0,0,0,0,0,0,0,4761,0,0,0,0,0,0,0,0.668500006,0.893999994,5,3,2,2,1,1.018323779,0.082393058,6,0.579997063,3,203,33
"163",20754,"C00433136","niki","tsongas","nikitsongas","MA","House",3,"D","10/16/2007","1/3/2019","nikiinthehouse",2,5388,0,1,NA,NA,1,NA,NA,NA,10218,"Tsongas, Niki",115,2017,"MA",3,1,2007,1,69,-0.395999998,9,0,0,0,0,0,0,0,5,3,2,2,1,0,0,0,0,0,0,0,4761,0,0,0,0,0,0,0,0.668500006,0.893999994,5,3,2,2,1,1.018323779,0.082393058,6,0.579997063,3,203,33
"164",20755,"C00438697","robert","latta","robertlatta","OH","House",5,"R","12/13/2007","1/3/2019","boblatta",4,5744,0,1,NA,NA,1,NA,NA,NA,10041,"Latta, Robert",115,2017,"OH",5,0,2007,0,71,0.519999981,16,0,1,1,1,1,1,0,23,6,7,6,1,0,0,0,0,0,0,0,5041,0,0,1,0.30399999,1,0,0,0.247499987,0.021999981,24,7,8,7,1,2.686609745,1.831600428,6,1.385977864,3,245,24
"165",20755,"C00438697","robert","latta","robertlatta","OH","House",5,"R","12/13/2007","1/3/2019","latta4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10041,"Latta, Robert",115,2017,"OH",5,0,2007,0,71,0.519999981,16,0,1,1,1,1,1,0,23,6,7,6,1,0,0,0,0,0,0,0,5041,0,0,1,0.30399999,1,0,0,0.247499987,0.021999981,24,7,8,7,1,2.686609745,1.831600428,6,1.385977864,3,245,24
"166",20756,"C00441014","robert","wittman","robertwittman","VA","House",1,"R","12/13/2007","1/3/2019","robwittman",7,4584,1,1,NA,NA,1,NA,NA,NA,10246,"Wittman, Robert",115,2017,"VA",1,0,2007,0,60,0.425000012,11,0,1,0,0,0,0,0,14,0,1,1,1,0,0,0,0,0,0,0,3600,0,0,1,0.170000002,1,0,0,0.152500018,0.072999991,14,0,1,1,1,0.737604856,0.584674358,6,1.385977864,2,245,172
"167",20756,"C00441014","robert","wittman","robertwittman","VA","House",1,"R","12/13/2007","1/3/2019","ReElectWittman",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10246,"Wittman, Robert",115,2017,"VA",1,0,2007,0,60,0.425000012,11,0,1,0,0,0,0,0,14,0,1,1,1,0,0,0,0,0,0,0,3600,0,0,1,0.170000002,1,0,0,0.152500018,0.072999991,14,0,1,1,1,0.737604856,0.584674358,6,1.385977864,2,245,172
"168",20757,"C00442921","andre","carson","andrecarson","IN","House",7,"D","3/13/2008","1/3/2019","Andre4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9861,"Carson, Andre",115,2017,"IN",7,1,2008,0,60,-0.42899999,9,0,0,0,0,0,0,0,14,1,1,1,1,1,0,0,0,0,1,0,3600,0,0,0,0,0,0,0,0.701499999,0.926999986,15,1,1,1,1,0.816610038,0.317275852,5,0.56578511,2,203,51
"169",20757,"C00442921","andre","carson","andrecarson","IN","House",7,"D","3/13/2008","1/3/2019","repandrecarson",7,3071,0,0,2539,0.827,1,NA,NA,NA,9861,"Carson, Andre",115,2017,"IN",7,1,2008,0,60,-0.42899999,9,0,0,0,0,0,0,0,14,1,1,1,1,1,0,0,0,0,1,0,3600,0,0,0,0,0,0,0,0.701499999,0.926999986,15,1,1,1,1,0.816610038,0.317275852,5,0.56578511,2,203,51
"170",20758,"C00408534","gus","bilirakis","gusbilirakis","FL","House",12,"R","1/4/2007","1/3/2019","Bilirakis",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9828,"Bilirakis, Gus",115,2017,"FL",12,0,2006,0,69,0.404000014,27,0,0,0,0,0,0,0,38,6,7,4,1,0,0,0,0,0,0,0,4761,0,0,1,0.254999995,1,0,0,0.131500021,0.093999989,38,6,7,4,1,2.18112731,1.486293554,6,1.170623183,3,245,39
"171",20758,"C00408534","gus","bilirakis","gusbilirakis","FL","House",12,"R","1/4/2007","1/3/2019","repgusbilirakis",3,5087,1,0,3888,0.764,1,NA,NA,NA,9828,"Bilirakis, Gus",115,2017,"FL",12,0,2006,0,69,0.404000014,27,0,0,0,0,0,0,0,38,6,7,4,1,0,0,0,0,0,0,0,4761,0,0,1,0.254999995,1,0,0,0.131500021,0.093999989,38,6,7,4,1,2.18112731,1.486293554,6,1.170623183,3,245,39
"172",20759,"C00394957","steve","scalise","stevescalise","LA","House",1,"R","5/7/2008","1/3/2019","stevescalise",1,6887,0,0,15,0.002,1,NA,NA,NA,10170,"Scalise, Steve",115,2017,"LA",1,0,2008,0,75,0.560000002,6,0,0,0,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,5625,0,0,1,0.185000002,1,1,0,0.287499994,0.062000003,7,1,2,1,0,0.392316073,0.366020381,5,1.15641129,1,245,210
"173",20759,"C00394957","steve","scalise","stevescalise","LA","House",1,"R","5/7/2008","1/3/2019","GeauxScalise",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10170,"Scalise, Steve",115,2017,"LA",1,0,2008,0,75,0.560000002,6,0,0,0,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,5625,0,0,1,0.185000002,1,1,0,0.287499994,0.062000003,7,1,2,1,0,0.392316073,0.366020381,5,1.15641129,1,245,210
"174",20762,"C00443705","jackie","speier","jackiespeier","CA","House",14,"D","4/8/2008","1/3/2019","JackieSpeier",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10199,"Speier, Jackie",115,2017,"CA",14,1,2008,1,81,-0.382999986,53,0,0,0,0,0,0,0,23,1,1,0,0,1,0,0,0,0,0,0,6561,0,0,1,0.625999987,0,0,0,0.655499995,0.880999982,24,1,1,0,0,0.429899305,0.60052824,5,0.56578511,2,203,108
"175",20762,"C00443705","jackie","speier","jackiespeier","CA","House",14,"D","4/8/2008","1/3/2019","repspeier",7,3539,1,1,NA,NA,1,NA,NA,NA,10199,"Speier, Jackie",115,2017,"CA",14,1,2008,1,81,-0.382999986,53,0,0,0,0,0,0,0,23,1,1,0,0,1,0,0,0,0,0,0,6561,0,0,1,0.625999987,0,0,0,0.655499995,0.880999982,24,1,1,0,0,0.429899305,0.60052824,5,0.56578511,2,203,108
"176",20903,"C00446815","tom","mcclintock","tommcclintock","CA","House",4,"R","1/6/2009","1/3/2019","repmcclintock",2,287,0,0,245,0.854,1,NA,NA,NA,10075,"McClintock, Tom",115,2017,"CA",4,0,2008,0,63,0.753000021,53,0,1,0,0,0,0,0,7,4,4,2,0,1,0,1,1,1,0,0,3969,0,0,1,0.625999987,1,0,0,0.480500013,0.255000025,8,4,5,3,1,0.967001975,0.90653193,5,1.371765971,2,245,138
"177",20903,"C00446815","tom","mcclintock","tommcclintock","CA","House",4,"R","1/6/2009","1/3/2019","tommcclintock",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10075,"McClintock, Tom",115,2017,"CA",4,0,2008,0,63,0.753000021,53,0,1,0,0,0,0,0,7,4,4,2,0,1,0,1,1,1,0,0,3969,0,0,1,0.625999987,1,0,0,0.480500013,0.255000025,8,4,5,3,1,0.967001975,0.90653193,5,1.371765971,2,245,138
"178",20904,"C00435370","jared","polis","jaredpolis","CO","House",2,"D","1/6/2009","1/3/2019","repjaredpolis",0,2182,1,0,1580,0.724,1,NA,NA,NA,10130,"Polis, Jared",115,2017,"CO",2,1,2008,0,57,-0.277999997,7,0,0,0,0,0,0,0,25,0,2,2,0,2,0,1,1,1,0,0,3249,1,0,0,0,0,0,0,0.550499976,0.776000023,27,0,3,3,1,0.749742866,0.885841131,5,0.56578511,2,203,61
"179",20904,"C00435370","jared","polis","jaredpolis","CO","House",2,"D","1/6/2009","1/3/2019","jaredpolis",2,5385,0,1,NA,NA,1,NA,NA,NA,10130,"Polis, Jared",115,2017,"CO",2,1,2008,0,57,-0.277999997,7,0,0,0,0,0,0,0,25,0,2,2,0,2,0,1,1,1,0,0,3249,1,0,0,0,0,0,0,0.550499976,0.776000023,27,0,3,3,1,0.749742866,0.885841131,5,0.56578511,2,203,61
"180",20904,"C00435370","jared","polis","jaredpolis","CO","House",2,"D","1/6/2009","1/3/2019","PolisForCO",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10130,"Polis, Jared",115,2017,"CO",2,1,2008,0,57,-0.277999997,7,0,0,0,0,0,0,0,25,0,2,2,0,2,0,1,1,1,0,0,3249,1,0,0,0,0,0,0,0.550499976,0.776000023,27,0,3,3,1,0.749742866,0.885841131,5,0.56578511,2,203,61
"181",20906,"C00629287","mike","coffman","mikecoffman","CO","House",6,"R","1/6/2009","1/3/2019","coffmanforco",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9877,"Coffman, Mike",115,2017,"CO",6,0,2008,0,51,0.492000014,7,0,1,0,0,0,0,0,22,5,4,4,1,2,2,2,2,2,0,0,2601,0,0,1,0.202000007,1,0,0,0.21950002,0.005999987,24,7,6,6,3,1.966273785,1.050824404,5,1.371765971,2,245,50
"182",20906,"C00629287","mike","coffman","mikecoffman","CO","House",6,"R","1/6/2009","1/3/2019","repmikecoffman",1,2588,0,0,2079,0.803,1,NA,NA,NA,9877,"Coffman, Mike",115,2017,"CO",6,0,2008,0,51,0.492000014,7,0,1,0,0,0,0,0,22,5,4,4,1,2,2,2,2,2,0,0,2601,0,0,1,0.202000007,1,0,0,0.21950002,0.005999987,24,7,6,6,3,1.966273785,1.050824404,5,1.371765971,2,245,50
"183",20907,"C00434191","james","himes","jameshimes","CT","House",4,"D","1/6/2009","1/3/2019","jahimes",7,7650,0,1,NA,NA,0,NA,NA,NA,9988,"Himes, James",115,2017,"CT",4,1,2008,0,60,-0.240999997,5,0,0,1,0,0,0,0,13,2,3,2,1,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0.513499975,0.739000022,14,2,3,2,1,1.132565975,0.137321755,5,0.56578511,3,203,25
"184",20909,"C00444968","bill","posey","billposey","FL","House",8,"R","1/6/2009","1/3/2019","congbillposey",7,1225,0,1,NA,NA,0,NA,NA,NA,10131,"Posey, Bill",115,2017,"FL",8,0,2008,0,63,0.513000011,27,0,0,0,0,0,0,0,29,3,3,1,0,0,0,0,0,0,0,0,3969,0,0,1,0.254999995,1,0,0,0.240500018,0.015000012,29,3,3,1,0,0.88397795,1.703948379,5,1.15641129,2,245,148
"185",20910,"C00432906","thomas","rooney","thomasrooney","FL","House",17,"R","1/6/2009","1/3/2019","tomrooney",4,2728,0,1,NA,NA,1,NA,NA,NA,10150,"Rooney, Thomas",115,2017,"FL",17,0,2008,0,62,0.458000004,27,0,1,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,3844,1,0,0,0,1,0,0,0.185500011,0.039999995,6,1,1,1,0,0.312377274,0.462145597,5,1.371765971,1,245,223
"186",20910,"C00432906","thomas","rooney","thomasrooney","FL","House",17,"R","1/6/2009","1/3/2019","Rooney4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10150,"Rooney, Thomas",115,2017,"FL",17,0,2008,0,62,0.458000004,27,0,1,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,3844,1,0,0,0,1,0,0,0.185500011,0.039999995,6,1,1,1,0,0.312377274,0.462145597,5,1.371765971,1,245,223
"187",20915,"C00433730","lynn","jenkins","lynnjenkins","KS","House",2,"R","1/6/2009","1/3/2019","replynnjenkins",2,5351,0,0,4890,0.914,1,NA,NA,NA,10003,"Jenkins, Lynn",115,2017,"KS",2,0,2008,1,61,0.523000002,4,0,1,0,0,0,0,0,23,5,6,6,0,3,1,1,0,0,0,0,3721,1,0,1,0.151999995,1,0,0,0.250499994,0.025000002,26,6,7,6,0,1.673834443,1.922074199,5,1.371765971,2,245,71
"188",20915,"C00433730","lynn","jenkins","lynnjenkins","KS","House",2,"R","1/6/2009","1/3/2019","lynnjenkins",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10003,"Jenkins, Lynn",115,2017,"KS",2,0,2008,1,61,0.523000002,4,0,1,0,0,0,0,0,23,5,6,6,0,3,1,1,0,0,0,0,3721,1,0,1,0.151999995,1,0,0,0.250499994,0.025000002,26,6,7,6,0,1.673834443,1.922074199,5,1.371765971,2,245,71
"189",20916,"C00445023","brett","guthrie","brettguthrie","KY","House",2,"R","1/6/2009","1/3/2019","brettguthrie",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9973,"Guthrie, Brett",115,2017,"KY",2,0,2008,0,100,0.412999988,6,0,1,1,0,1,1,1,21,4,5,4,1,0,0,0,0,0,0,0,10000,0,0,1,0.148000002,1,0,0,0.140499994,0.085000016,22,4,6,5,2,2.838413477,2.365537405,5,1.371765971,3,245,19
