"","icpsr","FECcommittee","first","last","fullname","state","chamber","district","party","start","end","twitter","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","ï..Numeric.counter.for.order.in.THOMAS.data.from.93rd...110th.Congresses","Legislator.name..as.given.in.THOMAS","Congress.number","Year.at.start.of.Congress","Two.letter.state.code","Congressional.district.number","X1...Democrat","Year.first.elected.to.House","X1...female","Percent.vote.received.to.enter.this.Congress","First.dimension.DW.NOMINATE.score","Size.of.House.delegation.from.member.s.state","X1..Speaker","X1...Chair.of.subcommittee..according.to.Almanac.of.American.Politics.and.Adler.W","Number.of.substantively.significant.bills.sponsored","Number.of.substantively.significant.bills.with.action.in.committee","Number.of.substantively.significant.bills.with.action.beyond.committee","Number.of.substantively.significant.bills.passed.House","Number.of.substantively.significant.bills.became.law","Number.of.substantive.bills.sponsored","Number.of.substantive.bills.with.action.in.committee","Number.of.substantive.bills.with.action.beyond.committee","Number.of.substantive.bills.passed.House","Number.of.substantive.bills.became.law","Number.of.commemorative.bills.sponsored","Number.of.commemorative.bills.with.action.in.committee","Number.of.commemorative.bills.with.action.beyond.committee","Number.of.commemorative.bills.passed.House","Number.of.commemorative.bills.became.law","X1...African.American","X1...Latino.a","votepct.squared","X1...Member.of.Appropriation..Rules..or.Ways.and.Means","X1...Chair..of.standing.committee.or.intellgence.homeland.sec.according.to.Stewar","X1...served.in.state.legislature","state_leg...state.legislature.professionalism","X1...majority.party.member","X1...Majority.party.leadership","X1...Minority.party.leadership","Absolute.distance.from.floor.median..DW.NOMINATE.","Absolute.distance.from.majority.party.median..DW.NOMINATE.","Total.bills.sponsored","Total.bills.with.action.in.committee","Total.bills.with.action.beyond.committee","Total.bills.passed.House","Total.bills.became.law","Legislative.Effectiveness.Score..1.5.10.","Lagged.LES","Seniority..number.of.terms.served.counting.current","benchmark","X1...Below..2...Meets..3...Exceeds","TotalInParty","RankInParty"
"1",10713,"C00409797","john","conyers","johnconyers","MI","House",13,"D","1/4/1965","1/3/2019","repjohnconyers",5,2538,0,0,1415,0.558,1,NA,NA,NA,9886,"Conyers, John",115,2017,"MI",13,1,1964,0,77,-0.657999992,14,0,0,0,0,0,0,0,21,1,1,1,1,0,0,0,0,0,1,0,5929,0,0,0,0,0,0,0,0.930499971,1.156000018,21,1,1,1,1,0.900359869,0.398233116,27,0.878448248,2,203,44
"2",10713,"C00409797","john","conyers","johnconyers","MI","House",13,"D","1/4/1965","1/3/2019","johnconyersjr",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9886,"Conyers, John",115,2017,"MI",13,1,1964,0,77,-0.657999992,14,0,0,0,0,0,0,0,21,1,1,1,1,0,0,0,0,0,1,0,5929,0,0,0,0,0,0,0,0.930499971,1.156000018,21,1,1,1,1,0.900359869,0.398233116,27,0.878448248,2,203,44
"3",14066,"C00012229","don","young","donyoung","AK","House",0,"R","1/3/1973","1/3/2019","repdonyoung",3,1359,1,1,NA,NA,1,NA,NA,NA,10253,"Young, Don",115,2017,"AK",1,0,1973,0,51,0.279000014,1,0,0,0,0,0,0,0,62,19,14,8,5,0,0,0,0,0,0,0,2601,0,0,1,0.319999993,1,0,0,0.006500014,0.218999982,62,19,14,8,5,5.935343266,2.977623701,23,1.412226558,3,245,1
"4",14066,"C00012229","don","young","donyoung","AK","House",0,"R","1/3/1973","1/3/2019","DonYoungAK",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10253,"Young, Don",115,2017,"AK",1,0,1973,0,51,0.279000014,1,0,0,0,0,0,0,0,62,19,14,8,5,0,0,0,0,0,0,0,2601,0,0,1,0.319999993,1,0,0,0.006500014,0.218999982,62,19,14,8,5,5.935343266,2.977623701,23,1.412226558,3,245,1
"5",14263,"C00499053","richard","nolan","richardnolan","MN","House",8,"D","1/14/1975","1/3/2019","usrepricknolan",5,2203,0,0,1678,0.762,1,NA,NA,NA,10103,"Nolan, Richard",115,2017,"MN",8,1,2012,0,50,-0.372000009,8,0,0,0,0,0,0,0,18,3,3,3,0,1,0,0,0,0,0,0,2500,0,0,1,0.210999995,0,0,0,0.644500017,0.870000005,19,3,3,3,0,0.939595103,0.957445562,3,0.537361205,3,203,40
"6",14263,"C00499053","richard","nolan","richardnolan","MN","House",8,"D","1/14/1975","1/3/2019","RickNolanMN",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10103,"Nolan, Richard",115,2017,"MN",8,1,2012,0,50,-0.372000009,8,0,0,0,0,0,0,0,18,3,3,3,0,1,0,0,0,0,0,0,2500,0,0,1,0.210999995,0,0,0,0.644500017,0.870000005,19,3,3,3,0,0.939595103,0.957445562,3,0.537361205,3,203,40
"7",14657,"C00083428","james","sensenbrenner","jamessensenbrenner","WI","House",5,"R","1/15/1979","1/3/2019","jimpressoffice",4,1017,0,1,NA,NA,0,NA,NA,NA,10180,"Sensenbrenner, F.",115,2017,"WI",5,0,1978,0,67,0.647000015,8,0,1,0,0,0,0,0,36,6,6,5,2,0,0,0,0,0,0,0,4489,0,0,1,0.43900001,1,0,0,0.374500006,0.149000019,36,6,6,5,2,2.586428642,3.940120459,20,1.584945321,3,245,27
"8",14854,"C00116632","harold","rogers","haroldrogers","KY","House",5,"R","1/5/1981","1/3/2019","rephalrogers",6,3095,0,1,NA,NA,0,NA,NA,NA,10145,"Rogers, Harold",115,2017,"KY",5,0,1980,0,100,0.333000004,6,0,1,2,0,2,0,0,4,2,2,1,0,0,0,0,0,0,0,0,10000,1,0,0,0,1,0,0,0.060500003,0.164999992,6,2,4,1,0,0.751664758,1.674385428,19,1.570733309,1,245,169
"9",14863,"C00096412","christopher","smith","christophersmith","NJ","House",4,"R","1/5/1981","1/3/2019","repchrissmith",2,962,0,0,825,0.858,0,NA,NA,NA,10194,"Smith, Christopher",115,2017,"NJ",4,0,1980,0,64,0.160999998,12,0,1,0,0,0,0,0,34,7,8,6,3,4,1,1,1,1,0,0,4096,0,0,0,0,1,0,0,0.111500002,0.337000012,38,8,9,7,4,3.409336567,4.97326088,19,1.570733309,3,245,12
"10",14873,"C00140715","steny","hoyer","stenyhoyer","MD","House",5,"D","1/5/1981","1/3/2019","StenyHoyer",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9991,"Hoyer, Steny",115,2017,"MD",5,1,1981,0,68,-0.379999995,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4624,0,0,1,0.203999996,0,0,1,0.652499974,0.878000021,5,0,0,0,0,0.061580755,0.013732176,19,0.764752567,1,203,190
"11",14873,"C00140715","steny","hoyer","stenyhoyer","MD","House",5,"D","1/5/1981","1/3/2019","whiphoyer",3,11981,0,0,10014,0.836,1,NA,NA,NA,9991,"Hoyer, Steny",115,2017,"MD",5,1,1981,0,68,-0.379999995,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4624,0,0,1,0.203999996,0,0,1,0.652499974,0.878000021,5,0,0,0,0,0.061580755,0.013732176,19,0.764752567,1,203,190
"12",15019,"C00376665","jim","cooper","jimcooper","TN","House",5,"D","1/3/1983","1/3/2019","CoopForCongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9888,"Cooper, Jim",115,2017,"TN",5,1,2002,0,63,-0.160999998,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3969,0,0,0,0,0,0,0,0.433499992,0.658999979,7,0,0,0,0,0.08621306,0.09612523,8,0.608421028,1,203,186
"13",15019,"C00376665","jim","cooper","jimcooper","TN","House",5,"D","1/3/1983","1/3/2019","repjimcooper",0,1960,0,1,NA,NA,1,NA,NA,NA,9888,"Cooper, Jim",115,2017,"TN",5,1,2002,0,63,-0.160999998,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3969,0,0,0,0,0,0,0,0.433499992,0.658999979,7,0,0,0,0,0.08621306,0.09612523,8,0.608421028,1,203,186
"14",15029,"C00154625","marcy","kaptur","marcykaptur","OH","House",9,"D","1/3/1983","1/3/2019","Marcy_Kaptur",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10013,"Kaptur, Marcy",115,2017,"OH",9,1,1982,1,69,-0.349000007,16,0,0,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,4761,1,0,0,0,0,0,0,0.621500015,0.847000003,12,1,1,1,0,0.386274189,0.164786115,18,0.750540614,2,203,117
"15",15029,"C00154625","marcy","kaptur","marcykaptur","OH","House",9,"D","1/3/1983","1/3/2019","repmarcykaptur",5,2476,0,0,1861,0.752,1,NA,NA,NA,10013,"Kaptur, Marcy",115,2017,"OH",9,1,1982,1,69,-0.349000007,16,0,0,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,4761,1,0,0,0,0,0,0,0.621500015,0.847000003,12,1,1,1,0,0.386274189,0.164786115,18,0.750540614,2,203,117
"16",15033,"C00156612","sander","levin","sanderlevin","MI","House",9,"D","1/3/1983","1/3/2019","repsandylevin",1,2412,0,1,NA,NA,1,NA,NA,NA,10046,"Levin, Sander",115,2017,"MI",9,1,1982,0,58,-0.379000008,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3364,1,0,1,0.652999997,0,0,0,0.651499987,0.877000034,8,0,0,0,0,0.098529212,0.137321755,18,0.750540614,1,203,179
"17",15033,"C00156612","sander","levin","sanderlevin","MI","House",9,"D","1/3/1983","1/3/2019","Levin4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10046,"Levin, Sander",115,2017,"MI",9,1,1982,0,58,-0.379000008,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3364,1,0,1,0.652999997,0,0,0,0.651499987,0.877000034,8,0,0,0,0,0.098529212,0.137321755,18,0.750540614,1,203,179
"18",15085,"C00195065","joe","barton","joebarton","TX","House",6,"R","1/3/1985","1/3/2019","repjoebarton",2,1942,1,0,1567,0.807,0,NA,NA,NA,9821,"Barton, Joe",115,2017,"TX",6,0,1984,0,58,0.527999997,36,0,0,0,0,0,0,0,7,2,4,3,1,0,0,0,0,0,0,0,3364,0,0,0,0,1,0,0,0.255499989,0.029999997,7,2,4,3,1,1.195975184,0.420949072,17,1.326954842,2,245,112
"19",15124,"C00166504","peter","visclosky","petervisclosky","IN","House",1,"D","1/3/1985","1/3/2019","TeamVisclosky",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10226,"Visclosky, Peter",115,2017,"IN",1,1,1984,0,100,-0.40200001,9,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10000,1,0,0,0,0,0,0,0.674499989,0.900000036,1,1,1,1,0,0.250796527,0.204672009,17,0.736328661,1,203,133
"20",15124,"C00166504","peter","visclosky","petervisclosky","IN","House",1,"D","1/3/1985","1/3/2019","repvisclosky",6,1684,1,1,NA,NA,1,NA,NA,NA,10226,"Visclosky, Peter",115,2017,"IN",1,1,1984,0,100,-0.40200001,9,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10000,1,0,0,0,0,0,0,0.674499989,0.900000036,1,1,1,1,0,0.250796527,0.204672009,17,0.736328661,1,203,133
"21",15410,"C00215905","peter","defazio","peterdefazio","OR","House",4,"D","1/6/1987","1/3/2019","reppeterdefazio",7,960,1,0,693,0.722,0,NA,NA,NA,9906,"DeFazio, Peter",115,2017,"OR",4,1,1986,0,56,-0.42899999,5,0,0,0,0,0,0,0,37,3,4,3,2,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,0,0.701499999,0.926999986,37,3,4,3,2,2.045242071,0.640663862,16,0.722116709,3,203,3
"22",15431,"C00202416","john","lewis","johnlewis","GA","House",5,"D","1/6/1987","1/3/2019","repjohnlewis",0,1721,0,1,NA,NA,0,NA,NA,NA,10048,"Lewis, John",115,2017,"GA",5,1,1986,0,84,-0.589999974,14,0,0,0,0,0,0,0,33,0,1,1,1,0,0,0,0,0,1,0,7056,1,0,0,0,0,0,0,0.862499952,1.08799994,33,0,1,1,1,0.971611738,0.599467337,16,0.722116709,2,203,37
"23",15438,"C00195628","david","price","davidprice","NC","House",4,"D","1/6/1987","1/3/2019","DPrice4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10132,"Price, David",115,2017,"NC",4,1,1996,0,68,-0.342999995,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4624,1,0,0,0,0,0,0,0.615499973,0.841000021,13,0,0,0,0,0.160109967,0.178518295,11,0.651056886,1,203,162
"24",15438,"C00195628","david","price","davidprice","NC","House",4,"D","1/6/1987","1/3/2019","repdavideprice",4,2658,0,1,NA,NA,1,NA,NA,NA,10132,"Price, David",115,2017,"NC",4,1,1996,0,68,-0.342999995,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4624,1,0,0,0,0,0,0,0.615499973,0.841000021,13,0,0,0,0,0.160109967,0.178518295,11,0.651056886,1,203,162
"25",15444,"C00213611","louise","slaughter","louiseslaughter","NY","House",25,"D","1/6/1987","1/3/2019","louiseslaughter",6,2629,0,1,NA,NA,1,NA,NA,NA,10191,"Slaughter, Louise",115,2017,"NY",25,1,1986,1,56,-0.465000004,27,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,1,0.514999986,0,0,0,0.737500012,0.963,9,0,0,0,0,0.110845357,0.328261584,16,0.722116709,1,203,173
"26",15444,"C00213611","louise","slaughter","louiseslaughter","NY","House",25,"D","1/6/1987","1/3/2019","VoteLouiseNY",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10191,"Slaughter, Louise",115,2017,"NY",25,1,1986,1,56,-0.465000004,27,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,1,0.514999986,0,0,0,0.737500012,0.963,9,0,0,0,0,0.110845357,0.328261584,16,0.722116709,1,203,173
"27",15445,"C00197160","lamar","smith","lamarsmith","TX","House",21,"R","1/6/1987","1/3/2019","lamarsmithtx21",5,2756,0,0,1534,0.557,1,NA,NA,NA,10196,"Smith, Lamar",115,2017,"TX",21,0,1986,0,57,0.425000012,36,0,0,0,0,0,0,0,12,7,7,5,2,0,0,0,0,0,0,0,3249,0,1,1,0.209999993,1,0,0,0.152500018,0.072999991,12,7,7,5,2,2.435005426,3.86480546,16,2.577511072,2,245,33
"28",15445,"C00197160","lamar","smith","lamarsmith","TX","House",21,"R","1/6/1987","1/3/2019","TexansforLamar",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10196,"Smith, Lamar",115,2017,"TX",21,0,1986,0,57,0.425000012,36,0,0,0,0,0,0,0,12,7,7,5,2,0,0,0,0,0,0,0,3249,0,1,1,0.209999993,1,0,0,0.152500018,0.072999991,12,7,7,5,2,2.435005426,3.86480546,16,2.577511072,2,245,33
"29",15446,"C00200584","fred","upton","fredupton","MI","House",6,"R","1/6/1987","1/3/2019","UptonForAllOfUs",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10220,"Upton, Fred",115,2017,"MI",6,0,1986,0,59,0.338999987,14,0,1,0,0,0,0,0,10,4,3,2,0,1,0,0,0,0,0,0,3481,0,0,0,0,1,0,0,0.066499986,0.159000009,11,4,3,2,0,0.823292017,2.208034992,16,1.52809751,2,245,158
"30",15446,"C00200584","fred","upton","fredupton","MI","House",6,"R","1/6/1987","1/3/2019","repfredupton",2,4284,0,0,2677,0.625,1,NA,NA,NA,10220,"Upton, Fred",115,2017,"MI",6,0,1986,0,59,0.338999987,14,0,1,0,0,0,0,0,10,4,3,2,0,1,0,0,0,0,0,0,3481,0,0,0,0,1,0,0,0.066499986,0.159000009,11,4,3,2,0,0.823292017,2.208034992,16,1.52809751,2,245,158
"31",15448,"C00213512","nancy","pelosi","nancypelosi","CA","House",12,"D","1/6/1987","1/3/2019","nancypelosi",6,5089,0,1,NA,NA,0,NA,NA,NA,10119,"Pelosi, Nancy",115,2017,"CA",12,1,1987,1,100,-0.49000001,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10000,0,0,0,0,0,0,1,0.762499988,0.988000035,1,0,0,0,0,0.00246323,0.016478611,16,0.722116709,1,203,203
"32",15454,"C00226928","frank","pallone","frankpallone","NJ","House",6,"D","1/6/1987","1/3/2019","pallonefornj",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10112,"Pallone, Frank",115,2017,"NJ",6,1,1992,0,64,-0.404000014,12,0,0,0,0,0,0,0,28,3,3,2,0,0,0,0,0,0,0,0,4096,0,0,1,0.319999993,0,0,0,0.676500022,0.90200001,28,3,3,2,0,0.96597755,2.097961187,15,0.707904696,2,203,38
"33",15454,"C00226928","frank","pallone","frankpallone","NJ","House",6,"D","1/6/1987","1/3/2019","frankpallone",7,8498,0,1,NA,NA,1,NA,NA,NA,10112,"Pallone, Frank",115,2017,"NJ",6,1,1992,0,64,-0.404000014,12,0,0,0,0,0,0,0,28,3,3,2,0,0,0,0,0,0,0,0,4096,0,0,1,0.319999993,0,0,0,0.676500022,0.90200001,28,3,3,2,0,0.96597755,2.097961187,15,0.707904696,2,203,38
"34",15455,"C00229104","john","duncan","johnduncan","TN","House",2,"R","11/8/1988","1/3/2019","repjohnduncanjr",4,596,0,0,484,0.812,0,NA,NA,NA,9925,"Duncan, John",115,2017,"TN",2,0,1988,0,76,0.603999972,9,0,0,0,0,0,0,0,16,1,1,1,0,2,1,1,1,0,0,0,5776,0,0,0,0,1,0,0,0.331499964,0.105999969,18,2,2,2,0,0.488161325,0.43742767,15,1.298530817,1,245,201
"35",15603,"C00236513","eliot","engel","eliotengel","NY","House",16,"D","1/3/1989","1/3/2019","repeliotengel",2,2601,0,0,1381,0.531,0,NA,NA,NA,9929,"Engel, Eliot",115,2017,"NY",16,1,1988,0,100,-0.407999992,27,0,0,0,0,0,0,0,31,6,6,5,0,0,0,0,0,0,0,0,10000,0,0,1,0.514999986,0,0,0,0.680499971,0.906000018,31,6,6,5,0,1.7183671,2.794908285,15,0.707904696,3,203,10
"36",15612,"C00219881","nita","lowey","nitalowey","NY","House",17,"D","1/3/1989","1/3/2019","nitalowey",6,2101,0,0,1712,0.815,0,NA,NA,NA,10058,"Lowey, Nita",115,2017,"NY",17,1,1988,1,100,-0.388999999,27,0,0,1,0,1,1,1,16,1,1,1,1,1,0,0,0,0,0,0,10000,1,0,0,0,0,0,0,0.661499977,0.887000024,18,1,2,2,2,1.996232152,0.585735202,15,0.707904696,3,203,5
"37",15616,"C00226522","richard","neal","richardneal","MA","House",1,"D","1/3/1989","1/3/2019","reprichardneal",7,876,1,1,NA,NA,0,NA,NA,NA,10100,"Neal, Richard",115,2017,"MA",1,1,1988,0,100,-0.416999996,9,0,0,0,0,0,0,0,16,1,2,1,1,0,0,0,0,0,0,0,10000,1,0,0,0,0,0,0,0.689499974,0.915000021,16,1,2,1,1,0.906401753,0.09612523,15,0.707904696,2,203,42
"38",15621,"C00224691","dana","rohrabacher","danarohrabacher","CA","House",48,"R","1/3/1989","1/3/2019","danarohrabacher",5,12980,0,1,NA,NA,1,NA,NA,NA,10147,"Rohrabacher, Dana",115,2017,"CA",48,0,1988,0,58,0.625999987,53,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3364,0,0,0,0,1,0,0,0.353499979,0.127999991,11,0,0,0,0,0.135477662,0.454516411,15,1.513885498,1,245,240
"39",15621,"C00224691","dana","rohrabacher","danarohrabacher","CA","House",48,"R","1/3/1989","1/3/2019","reprohrabacher",4,115,0,1,NA,NA,1,NA,NA,NA,10147,"Rohrabacher, Dana",115,2017,"CA",48,0,1988,0,58,0.625999987,53,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3364,0,0,0,0,1,0,0,0.353499979,0.127999991,11,0,0,0,0,0.135477662,0.454516411,15,1.513885498,1,245,240
"40",15634,"C00280537","ileana","roslehtinen","ileanaroslehtinen","FL","House",27,"R","1/3/1989","1/3/2019","roslehtinen",3,23824,0,1,NA,NA,0,NA,NA,NA,10153,"Ros-Lehtinen, Ileana",115,2017,"FL",27,0,1989,1,55,0.244000003,27,0,1,0,0,0,0,0,16,4,4,3,2,0,0,0,0,0,0,1,3025,0,0,1,0.254999995,1,0,0,0.028499998,0.254000008,16,4,4,3,2,1.863144755,1.198190808,15,1.513885498,2,245,57
"41",20104,"C00343871","adam","schiff","adamschiff","CA","House",28,"D","1/3/2001","1/3/2019","repadamschiff",3,3848,0,0,22,0.006,0,NA,NA,NA,10173,"Schiff, Adam",115,2017,"CA",28,1,2000,0,78,-0.34799999,53,0,0,0,0,0,0,0,10,2,1,1,0,0,0,0,0,0,0,0,6084,0,0,1,0.625999987,0,0,0,0.620499969,0.846000016,10,2,1,1,0,0.438183844,0.082393058,9,0.62263298,2,203,105
"42",20107,"C00350520","darrell","issa","darrellissa","CA","House",49,"R","1/3/2001","1/3/2019","TeamIssa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9998,"Issa, Darrell",115,2017,"CA",49,0,2000,0,50,0.505999982,53,0,1,1,0,1,1,0,29,6,6,2,1,1,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0.233499989,0.007999983,31,6,7,3,1,2.1650002,1.400543928,9,1.428613782,3,245,40
"43",20107,"C00350520","darrell","issa","darrellissa","CA","House",49,"R","1/3/2001","1/3/2019","darrellissa",7,20543,0,0,16601,0.808,1,NA,NA,NA,9998,"Issa, Darrell",115,2017,"CA",49,0,2000,0,50,0.505999982,53,0,1,1,0,1,1,0,29,6,6,2,1,1,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0.233499989,0.007999983,31,6,7,3,1,2.1650002,1.400543928,9,1.428613782,3,245,40
"44",20108,"C00344671","susan","davis","susandavis","CA","House",53,"D","1/3/2001","1/3/2019","repsusandavis",6,1530,0,0,1364,0.892,0,NA,NA,NA,9905,"Davis, Susan",115,2017,"CA",53,1,2000,1,67,-0.342999995,53,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,4489,0,0,1,0.625999987,0,0,0,0.615499973,0.841000021,16,0,0,0,0,0.177352577,0.457344055,9,0.62263298,1,203,156
"45",20119,"C00366948","stephen","lynch","stephenlynch","MA","House",8,"D","10/23/2001","1/3/2019","RepLynch",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10063,"Lynch, Stephen",115,2017,"MA",8,1,2001,0,73,-0.351000011,9,0,0,0,0,0,0,0,17,3,3,2,1,2,1,2,2,1,0,0,5329,0,0,1,0.331999987,0,0,0,0.62349999,0.849000037,19,4,5,4,2,1.399398565,2.237698317,9,0.62263298,3,203,18
"46",20119,"C00366948","stephen","lynch","stephenlynch","MA","House",8,"D","10/23/2001","1/3/2019","repstephenlynch",1,2742,0,0,700,0.255,1,NA,NA,NA,10063,"Lynch, Stephen",115,2017,"MA",8,1,2001,0,73,-0.351000011,9,0,0,0,0,0,0,0,17,3,3,2,1,2,1,2,2,1,0,0,5329,0,0,1,0.331999987,0,0,0,0.62349999,0.849000037,19,4,5,4,2,1.399398565,2.237698317,9,0.62263298,3,203,18
"47",20122,"C00354688","betty","mccollum","bettymccollum","MN","House",4,"D","1/3/2001","1/3/2019","bettymccollum04",0,4184,0,1,NA,NA,0,NA,NA,NA,10076,"McCollum, Betty",115,2017,"MN",4,1,2000,1,58,-0.416999996,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3364,1,0,1,0.210999995,0,0,0,0.689499974,0.915000021,6,0,0,0,0,0.073896907,0.123589583,9,0.62263298,1,203,187
"48",20124,"C00359034","sam","graves","samgraves","MO","House",6,"R","1/3/2001","1/3/2019","repsamgraves",1,6915,1,0,5447,0.788,0,NA,NA,NA,9966,"Graves, Sam",115,2017,"MO",6,0,2000,0,68,0.432000011,8,0,1,0,0,0,0,0,9,0,0,0,0,1,0,1,1,1,0,0,4624,0,0,1,0.197999999,1,0,0,0.159500018,0.065999992,10,0,1,1,1,0.226344347,0.222461253,9,1.428613782,1,245,230
"49",20130,"C00347492","patrick","tiberi","patricktiberi","OH","House",12,"R","1/3/2001","1/3/2019","pattiberi",7,3249,0,1,NA,NA,1,NA,NA,NA,10212,"Tiberi, Patrick",115,2017,"OH",12,0,2000,0,67,0.386000007,16,0,0,0,0,0,0,0,18,2,2,1,0,0,0,0,0,0,0,0,4489,0,0,1,0.384000003,1,0,0,0.113500006,0.111999996,18,2,2,1,0,0.604335666,3.683406353,9,1.213259101,1,245,190
"50",20130,"C00347492","patrick","tiberi","patricktiberi","OH","House",12,"R","1/3/2001","1/3/2019","TeamTiberi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10212,"Tiberi, Patrick",115,2017,"OH",12,0,2000,0,67,0.386000007,16,0,0,0,0,0,0,0,18,2,2,1,0,0,0,0,0,0,0,0,4489,0,0,1,0.384000003,1,0,0,0.113500006,0.111999996,18,2,2,1,0,0.604335666,3.683406353,9,1.213259101,1,245,190
"51",20134,"C00364935","bill","shuster","billshuster","PA","House",9,"R","5/17/2001","1/3/2019","repbillshuster",4,3112,0,1,NA,NA,0,NA,NA,NA,10187,"Shuster, Bill",115,2017,"PA",9,0,2001,0,63,0.374000013,18,0,0,3,2,3,2,0,6,0,2,2,1,0,0,0,0,0,0,0,3969,0,1,0,0,1,0,0,0.101500012,0.123999991,9,2,5,4,1,1.96407783,6.306132317,9,2.478027344,2,245,51
"52",20136,"C00344697","james","langevin","jameslangevin","RI","House",2,"D","1/3/2001","1/3/2019","jimlangevin",2,8385,1,0,7958,0.949,0,NA,NA,NA,10038,"Langevin, James",115,2017,"RI",2,1,2000,0,58,-0.377000004,2,0,0,0,0,0,0,0,33,1,2,2,0,1,0,0,0,0,0,0,3364,0,0,1,0.148000002,0,0,0,0.649500012,0.875,34,1,2,2,0,0.809315026,0.916412234,9,0.62263298,2,203,52
"53",20138,"C00368522","joe","wilson","joewilson","SC","House",2,"R","12/18/2001","1/3/2019","CongJoeWilson",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10245,"Wilson, Joe",115,2017,"SC",2,0,2001,0,60,0.545000017,7,0,1,0,0,0,0,0,16,3,3,2,0,0,0,0,0,0,0,0,3600,0,0,1,0.123999998,1,0,0,0.272500008,0.047000017,16,3,3,2,0,0.81818378,0.098871671,9,1.428613782,2,245,160
"54",20138,"C00368522","joe","wilson","joewilson","SC","House",2,"R","12/18/2001","1/3/2019","repjoewilson",4,1296,1,1,NA,NA,1,NA,NA,NA,10245,"Wilson, Joe",115,2017,"SC",2,0,2001,0,60,0.545000017,7,0,1,0,0,0,0,0,16,3,3,2,0,0,0,0,0,0,0,0,3600,0,0,1,0.123999998,1,0,0,0.272500008,0.047000017,16,3,3,2,0,0.81818378,0.098871671,9,1.428613782,2,245,160
"55",20139,"C00343236","john","culberson","johnculberson","TX","House",7,"R","1/3/2001","1/3/2019","johnculberson",3,3229,0,1,NA,NA,1,NA,NA,NA,9898,"Culberson, John",115,2017,"TX",7,0,2000,0,56,0.503000021,36,0,1,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,3136,1,0,1,0.209999993,1,0,0,0.230500028,0.005000021,8,1,3,0,0,0.377939075,0.696442187,9,1.428613782,1,245,212
"56",20139,"C00343236","john","culberson","johnculberson","TX","House",7,"R","1/3/2001","1/3/2019","congculberson",2,1668,1,0,1237,0.742,1,NA,NA,NA,9898,"Culberson, John",115,2017,"TX",7,0,2000,0,56,0.503000021,36,0,1,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,3136,1,0,1,0.209999993,1,0,0,0.230500028,0.005000021,8,1,3,0,0,0.377939075,0.696442187,9,1.428613782,1,245,212
