"","icpsr","FECcommittee","first","last","fullname","state","chamber","district","party","start","end","twitter","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","�..Numeric.counter.for.order.in.THOMAS.data.from.93rd...110th.Congresses","Legislator.name..as.given.in.THOMAS","Congress.number","Year.at.start.of.Congress","Two.letter.state.code","Congressional.district.number","X1...Democrat","Year.first.elected.to.House","X1...female","Percent.vote.received.to.enter.this.Congress","First.dimension.DW.NOMINATE.score","Size.of.House.delegation.from.member.s.state","X1..Speaker","X1...Chair.of.subcommittee..according.to.Almanac.of.American.Politics.and.Adler.W","Number.of.substantively.significant.bills.sponsored","Number.of.substantively.significant.bills.with.action.in.committee","Number.of.substantively.significant.bills.with.action.beyond.committee","Number.of.substantively.significant.bills.passed.House","Number.of.substantively.significant.bills.became.law","Number.of.substantive.bills.sponsored","Number.of.substantive.bills.with.action.in.committee","Number.of.substantive.bills.with.action.beyond.committee","Number.of.substantive.bills.passed.House","Number.of.substantive.bills.became.law","Number.of.commemorative.bills.sponsored","Number.of.commemorative.bills.with.action.in.committee","Number.of.commemorative.bills.with.action.beyond.committee","Number.of.commemorative.bills.passed.House","Number.of.commemorative.bills.became.law","X1...African.American","X1...Latino.a","votepct.squared","X1...Member.of.Appropriation..Rules..or.Ways.and.Means","X1...Chair..of.standing.committee.or.intellgence.homeland.sec.according.to.Stewar","X1...served.in.state.legislature","state_leg...state.legislature.professionalism","X1...majority.party.member","X1...Majority.party.leadership","X1...Minority.party.leadership","Absolute.distance.from.floor.median..DW.NOMINATE.","Absolute.distance.from.majority.party.median..DW.NOMINATE.","Total.bills.sponsored","Total.bills.with.action.in.committee","Total.bills.with.action.beyond.committee","Total.bills.passed.House","Total.bills.became.law","Legislative.Effectiveness.Score..1.5.10.","Lagged.LES","Seniority..number.of.terms.served.counting.current","benchmark","X1...Below..2...Meets..3...Exceeds","TotalInParty","RankInParty"
"11",14280,"C00013128","henry","waxman","henrywaxman","CA","House",33,"D","1/14/1975","1/3/2015","WaxmanHenry",NA,NA,NA,NA,NA,NA,1,1,30,NA,9344,"Waxman, Henry",113,2013,"CA",33,1,1974,0,54,-0.433999985,53,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2916,0,0,1,0.625999987,0,0,0,0.900999963,1.166000009,8,0,0,0,0,0.109666936,0.110435113,20,0.902085423,1,210,177
"12",14280,"C00013128","henry","waxman","henrywaxman","CA","House",33,"D","1/14/1975","1/3/2015","waxmanclimate",5,794,0,1,NA,NA,1,1,30,NA,9344,"Waxman, Henry",113,2013,"CA",33,1,1974,0,54,-0.433999985,53,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2916,0,0,1,0.625999987,0,0,0,0.900999963,1.166000009,8,0,0,0,0,0.109666936,0.110435113,20,0.902085423,1,210,177
"13",14435,"C00196774","edward","markey","edwardmarkey","MA","Senate",NA,"D","1/14/1975","1/3/2021","EdMarkey",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9170,"Markey, Edward",113,2013,"MA",5,1,1976,0,76,-0.529999971,9,0,0,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,5776,0,0,1,0.331999987,0,0,0,0.996999979,1.261999965,26,1,0,0,0,0.486667931,1.079933405,19,0.875186324,2,210,81
"14",14435,"C00196774","edward","markey","edwardmarkey","MA","Senate",NA,"D","1/14/1975","1/3/2021","senmarkey",2,8902,1,1,NA,NA,1,NA,NA,NA,9170,"Markey, Edward",113,2013,"MA",5,1,1976,0,76,-0.529999971,9,0,0,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,5776,0,0,1,0.331999987,0,0,0,0.996999979,1.261999965,26,1,0,0,0,0.486667931,1.079933405,19,0.875186324,2,210,81
"15",14448,"C00081356","nick","rahall","nickrahall","WV","House",3,"D","1/4/1977","1/3/2015","repnickrahall",7,294,0,0,256,0.871,0,NA,NA,NA,9246,"Rahall, Nick",113,2013,"WV",3,1,1976,0,54,-0.226999998,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2916,0,0,0,0,0,0,0,0.694000006,0.958999991,8,0,0,0,0,0.121852152,0.13421014,19,0.875186324,1,210,173
"16",14657,"C00083428","james","sensenbrenner","jamessensenbrenner","WI","House",5,"R","1/15/1979","1/3/2019","jimpressoffice",4,1017,0,1,NA,NA,0,NA,NA,NA,9291,"Sensenbrenner, F.",113,2013,"WI",5,0,1978,0,68,1.233999968,8,0,1,1,1,1,1,0,23,4,3,2,0,0,0,0,0,0,0,0,4624,0,0,1,0.43900001,1,0,0,0.76699996,0.501999974,24,5,4,3,0,2.068677902,4.391175747,18,1.824324965,2,240,54
"17",14854,"C00116632","harold","rogers","haroldrogers","KY","House",5,"R","1/5/1981","1/3/2019","rephalrogers",6,3095,0,1,NA,NA,0,NA,NA,NA,9257,"Rogers, Harold",113,2013,"KY",5,0,1980,0,78,0.513000011,6,0,0,4,0,4,4,3,2,1,2,2,1,0,0,0,0,0,0,0,6084,1,1,0,0,1,0,0,0.046000011,0.218999982,6,1,6,6,4,5.99363327,5.403813839,17,3.342365265,3,240,6
"18",14863,"C00096412","christopher","smith","christophersmith","NJ","House",4,"R","1/5/1981","1/3/2019","repchrissmith",2,962,0,0,825,0.858,0,NA,NA,NA,9303,"Smith, Christopher",113,2013,"NJ",4,0,1980,0,69,0.412999988,12,0,1,1,1,1,1,0,30,9,8,7,2,1,0,0,0,0,0,0,4761,0,0,0,0,1,0,0,0.054000013,0.319000006,32,10,9,8,2,4.853465557,3.600029469,17,1.797425866,3,240,9
"19",14869,"C00166017","frank","wolf","frankwolf","VA","House",10,"R","1/5/1981","1/3/2015","repwolfpress",4,350,0,0,326,0.931,0,NA,NA,NA,9355,"Wolf, Frank",113,2013,"VA",10,0,1980,0,59,0.505999982,11,0,1,2,2,2,1,1,8,1,2,2,0,0,0,0,0,0,0,0,3481,1,0,0,0,1,0,0,0.038999982,0.226000011,10,3,4,3,1,2.8098557,2.540382862,17,1.797425866,3,240,29
"20",14873,"C00140715","steny","hoyer","stenyhoyer","MD","House",5,"D","1/5/1981","1/3/2019","whiphoyer",3,11981,0,0,10014,0.836,1,NA,NA,NA,9103,"Hoyer, Steny",113,2013,"MD",5,1,1981,0,69,-0.31099999,8,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,4761,0,0,1,0.203999996,0,0,1,0.777999997,1.042999983,3,1,1,1,1,0.864034534,0.040263038,17,0.821388006,2,210,42
"21",14873,"C00140715","steny","hoyer","stenyhoyer","MD","House",5,"D","1/5/1981","1/3/2019","StenyHoyer",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9103,"Hoyer, Steny",113,2013,"MD",5,1,1981,0,69,-0.31099999,8,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,4761,0,0,1,0.203999996,0,0,1,0.777999997,1.042999983,3,1,1,1,1,0.864034534,0.040263038,17,0.821388006,2,210,42
"22",15019,"C00376665","jim","cooper","jimcooper","TN","House",5,"D","1/3/1983","1/3/2019","CoopForCongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8999,"Cooper, Jim",113,2013,"TN",5,1,2002,0,65,-0.273000002,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4225,0,0,0,0,0,0,0,0.74000001,1.004999995,7,0,0,0,0,0.106620632,0.443394572,6,0.525497556,1,210,182
"23",15019,"C00376665","jim","cooper","jimcooper","TN","House",5,"D","1/3/1983","1/3/2019","repjimcooper",0,1960,0,1,NA,NA,1,NA,NA,NA,8999,"Cooper, Jim",113,2013,"TN",5,1,2002,0,65,-0.273000002,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4225,0,0,0,0,0,0,0,0.74000001,1.004999995,7,0,0,0,0,0.106620632,0.443394572,6,0.525497556,1,210,182
"24",15029,"C00154625","marcy","kaptur","marcykaptur","OH","House",9,"D","1/3/1983","1/3/2019","Marcy_Kaptur",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9124,"Kaptur, Marcy",113,2013,"OH",9,1,1982,1,73,-0.412,16,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,5329,1,0,0,0,0,0,0,0.879000008,1.144000053,20,1,0,0,0,0.407464027,0.325535029,16,0.794488907,2,210,94
"25",15029,"C00154625","marcy","kaptur","marcykaptur","OH","House",9,"D","1/3/1983","1/3/2019","repmarcykaptur",5,2476,0,0,1861,0.752,1,NA,NA,NA,9124,"Kaptur, Marcy",113,2013,"OH",9,1,1982,1,73,-0.412,16,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,5329,1,0,0,0,0,0,0,0.879000008,1.144000053,20,1,0,0,0,0.407464027,0.325535029,16,0.794488907,2,210,94
"26",15033,"C00156612","sander","levin","sanderlevin","MI","House",9,"D","1/3/1983","1/3/2019","Levin4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9150,"Levin, Sander",113,2013,"MI",9,1,1982,0,62,-0.342000008,14,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3844,1,0,1,0.652999997,0,0,0,0.809000015,1.074000001,5,0,0,0,0,0.091389112,0.13421014,16,0.794488907,1,210,184
"27",15033,"C00156612","sander","levin","sanderlevin","MI","House",9,"D","1/3/1983","1/3/2019","repsandylevin",1,2412,0,1,NA,NA,1,NA,NA,NA,9150,"Levin, Sander",113,2013,"MI",9,1,1982,0,62,-0.342000008,14,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3844,1,0,1,0.652999997,0,0,0,0.809000015,1.074000001,5,0,0,0,0,0.091389112,0.13421014,16,0.794488907,1,210,184
"28",15085,"C00195065","joe","barton","joebarton","TX","House",6,"R","1/3/1985","1/3/2019","repjoebarton",2,1942,1,0,1567,0.807,0,NA,NA,NA,8929,"Barton, Joe",113,2013,"TX",6,0,1984,0,58,0.725000024,36,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3364,0,0,0,0,1,0,0,0.258000016,0.006999976,5,0,0,0,0,0.076157592,0.186902285,15,1.394340992,1,240,227
"29",15092,"C00198796","howard","coble","howardcoble","NC","House",6,"R","1/3/1985","1/3/2015","coble4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8989,"Coble, Howard",113,2013,"NC",6,0,1984,0,61,0.796000004,13,0,1,1,0,1,1,1,5,3,2,1,1,0,0,0,0,0,0,0,3721,0,0,1,0.202999994,1,0,0,0.328999996,0.064000003,6,3,3,2,2,2.65927577,1.171456218,15,1.743627548,3,240,34
"30",15092,"C00198796","howard","coble","howardcoble","NC","House",6,"R","1/3/1985","1/3/2015","howardcoble",4,687,0,0,634,0.923,1,NA,NA,NA,8989,"Coble, Howard",113,2013,"NC",6,0,1984,0,61,0.796000004,13,0,1,1,0,1,1,1,5,3,2,1,1,0,0,0,0,0,0,0,3721,0,0,1,0.202999994,1,0,0,0.328999996,0.064000003,6,3,3,2,2,2.65927577,1.171456218,15,1.743627548,3,240,34
"31",15124,"C00166504","peter","visclosky","petervisclosky","IN","House",1,"D","1/3/1985","1/3/2019","repvisclosky",6,1684,1,1,NA,NA,1,NA,NA,NA,9335,"Visclosky, Peter",113,2013,"IN",1,1,1984,0,67,-0.411000013,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4489,1,0,0,0,0,0,0,0.878000021,1.143000007,2,0,0,0,0,0.030463038,0.040263038,15,0.767589748,1,210,202
"32",15124,"C00166504","peter","visclosky","petervisclosky","IN","House",1,"D","1/3/1985","1/3/2019","TeamVisclosky",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9335,"Visclosky, Peter",113,2013,"IN",1,1,1984,0,67,-0.411000013,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4489,1,0,0,0,0,0,0,0.878000021,1.143000007,2,0,0,0,0,0.030463038,0.040263038,15,0.767589748,1,210,202
"33",15410,"C00215905","peter","defazio","peterdefazio","OR","House",4,"D","1/6/1987","1/3/2019","reppeterdefazio",7,960,1,0,693,0.722,0,NA,NA,NA,9014,"DeFazio, Peter",113,2013,"OR",4,1,1986,0,59,-0.495000005,5,0,0,0,0,0,0,0,26,3,1,1,0,0,0,0,0,0,0,0,3481,0,0,0,0,0,0,0,0.962000012,1.226999998,26,3,1,1,0,0.947833657,0.673290193,14,0.740690649,2,210,38
"34",15431,"C00202416","john","lewis","johnlewis","GA","House",5,"D","1/6/1987","1/3/2019","repjohnlewis",0,1721,0,1,NA,NA,0,NA,NA,NA,9151,"Lewis, John",113,2013,"GA",5,1,1986,0,84,-0.55400002,14,0,0,0,0,0,0,0,19,0,0,0,0,1,0,1,1,1,1,0,7056,1,0,0,0,0,0,1,1.021000028,1.286000013,20,0,1,1,1,0.435546428,0.335525334,14,0.740690649,2,210,88
"35",15438,"C00195628","david","price","davidprice","NC","House",4,"D","1/6/1987","1/3/2019","DPrice4Congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9242,"Price, David",113,2013,"NC",4,1,1996,0,74,-0.416999996,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5476,1,0,0,0,0,0,0,0.884000003,1.149000049,10,0,0,0,0,0.152315184,0.201315194,9,0.606194973,1,210,158
"36",15438,"C00195628","david","price","davidprice","NC","House",4,"D","1/6/1987","1/3/2019","repdavideprice",4,2658,0,1,NA,NA,1,NA,NA,NA,9242,"Price, David",113,2013,"NC",4,1,1996,0,74,-0.416999996,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5476,1,0,0,0,0,0,0,0.884000003,1.149000049,10,0,0,0,0,0.152315184,0.201315194,9,0.606194973,1,210,158
"37",15444,"C00213611","louise","slaughter","louiseslaughter","NY","House",25,"D","1/6/1987","1/3/2019","louiseslaughter",6,2629,0,1,NA,NA,1,NA,NA,NA,9302,"Slaughter, Louise",113,2013,"NY",25,1,1986,1,57,-0.540000021,27,0,0,0,0,0,0,0,14,0,1,1,1,2,2,2,2,1,0,0,3249,1,0,1,0.514999986,0,0,0,1.006999969,1.272000074,16,2,3,3,2,1.167737603,0.201315194,14,0.740690649,3,210,23
"38",15444,"C00213611","louise","slaughter","louiseslaughter","NY","House",25,"D","1/6/1987","1/3/2019","VoteLouiseNY",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9302,"Slaughter, Louise",113,2013,"NY",25,1,1986,1,57,-0.540000021,27,0,0,0,0,0,0,0,14,0,1,1,1,2,2,2,2,1,0,0,3249,1,0,1,0.514999986,0,0,0,1.006999969,1.272000074,16,2,3,3,2,1.167737603,0.201315194,14,0.740690649,3,210,23
"39",15445,"C00197160","lamar","smith","lamarsmith","TX","House",21,"R","1/6/1987","1/3/2019","lamarsmithtx21",5,2756,0,0,1534,0.557,1,NA,NA,NA,9307,"Smith, Lamar",113,2013,"TX",21,0,1986,0,61,0.611999989,36,0,0,2,1,2,1,1,7,2,3,2,0,0,0,0,0,0,0,0,3721,0,1,1,0.209999993,1,0,0,0.144999996,0.120000012,9,3,5,3,1,2.789425611,16.31419754,14,3.261667967,2,240,31
"40",15445,"C00197160","lamar","smith","lamarsmith","TX","House",21,"R","1/6/1987","1/3/2019","TexansforLamar",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9307,"Smith, Lamar",113,2013,"TX",21,0,1986,0,61,0.611999989,36,0,0,2,1,2,1,1,7,2,3,2,0,0,0,0,0,0,0,0,3721,0,1,1,0.209999993,1,0,0,0.144999996,0.120000012,9,3,5,3,1,2.789425611,16.31419754,14,3.261667967,2,240,31
"41",15446,"C00200584","fred","upton","fredupton","MI","House",6,"R","1/6/1987","1/3/2019","UptonForAllOfUs",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9328,"Upton, Fred",113,2013,"MI",6,0,1986,0,54,0.697000027,14,0,0,2,0,2,2,1,4,2,3,2,1,1,0,0,0,0,0,0,2916,0,1,0,0,1,0,0,0.230000034,0.034999974,7,2,5,4,2,3.304659605,3.516113758,14,3.261667967,2,240,19
"42",15446,"C00200584","fred","upton","fredupton","MI","House",6,"R","1/6/1987","1/3/2019","repfredupton",2,4284,0,0,2677,0.625,1,NA,NA,NA,9328,"Upton, Fred",113,2013,"MI",6,0,1986,0,54,0.697000027,14,0,0,2,0,2,2,1,4,2,3,2,1,1,0,0,0,0,0,0,2916,0,1,0,0,1,0,0,0.230000034,0.034999974,7,2,5,4,2,3.304659605,3.516113758,14,3.261667967,2,240,19
"43",15448,"C00213512","nancy","pelosi","nancypelosi","CA","House",12,"D","1/6/1987","1/3/2019","nancypelosi",6,5089,0,1,NA,NA,0,NA,NA,NA,9226,"Pelosi, Nancy",113,2013,"CA",12,1,1987,1,85,-0.388000011,53,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,7225,0,0,0,0,0,0,1,0.855000019,1.120000005,8,0,0,0,0,0.109666936,0.212668315,14,0.740690649,1,210,179
"44",15454,"C00226928","frank","pallone","frankpallone","NJ","House",6,"D","1/6/1987","1/3/2019","pallonefornj",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9220,"Pallone, Frank",113,2013,"NJ",6,1,1992,0,63,-0.56400001,12,0,0,0,0,0,0,0,17,1,1,1,1,0,0,0,0,0,0,0,3969,0,0,1,0.319999993,0,0,0,1.031000018,1.296000004,17,1,1,1,1,1.077275753,0.444386452,13,0.71379149,3,210,26
"45",15454,"C00226928","frank","pallone","frankpallone","NJ","House",6,"D","1/6/1987","1/3/2019","frankpallone",7,8498,0,1,NA,NA,1,NA,NA,NA,9220,"Pallone, Frank",113,2013,"NJ",6,1,1992,0,63,-0.56400001,12,0,0,0,0,0,0,0,17,1,1,1,1,0,0,0,0,0,0,0,3969,0,0,1,0.319999993,0,0,0,1.031000018,1.296000004,17,1,1,1,1,1.077275753,0.444386452,13,0.71379149,3,210,26
"46",15455,"C00229104","john","duncan","johnduncan","TN","House",2,"R","11/8/1988","1/3/2019","repjohnduncanjr",4,596,0,0,484,0.812,0,NA,NA,NA,9031,"Duncan, John",113,2013,"TN",2,0,1988,0,75,1.10800004,9,0,0,0,0,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,5625,0,0,0,0,1,0,0,0.641000032,0.376000047,10,1,1,0,0,0.340598673,0.080526076,13,1.340542793,1,240,189
"47",15603,"C00236513","eliot","engel","eliotengel","NY","House",16,"D","1/3/1989","1/3/2019","repeliotengel",2,2601,0,0,1381,0.531,0,NA,NA,NA,9036,"Engel, Eliot",113,2013,"NY",16,1,1988,0,78,-0.326000005,27,0,0,0,0,0,0,0,26,3,3,0,0,0,0,0,0,0,0,0,6084,0,0,1,0.514999986,0,0,0,0.792999983,1.057999969,26,3,3,0,0,0.997425616,0.25499925,13,0.71379149,2,210,33
"48",15612,"C00219881","nita","lowey","nitalowey","NY","House",17,"D","1/3/1989","1/3/2019","nitalowey",6,2101,0,0,1712,0.815,0,NA,NA,NA,9158,"Lowey, Nita",113,2013,"NY",17,1,1988,1,64,-0.333999991,27,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4096,1,0,0,0,0,0,0,0.800999999,1.065999985,11,0,0,0,0,0.167546704,0.268420279,13,0.71379149,1,210,154
"49",15613,"C00569145","jim","mcdermott","jimmcdermott","WA","House",7,"D","1/3/1989","1/3/2017","jimacmcdermott",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9180,"McDermott, Jim",113,2013,"WA",7,1,1988,0,80,-0.677999973,10,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,6400,1,0,1,0.196999997,0,0,0,1.144999981,1.409999967,33,0,0,0,0,0.502640128,0.7259022,13,0.71379149,2,210,77
"50",15613,"C00569145","jim","mcdermott","jimmcdermott","WA","House",7,"D","1/3/1989","1/3/2017","repjimmcdermott",7,1893,0,0,1471,0.777,1,NA,NA,NA,9180,"McDermott, Jim",113,2013,"WA",7,1,1988,0,80,-0.677999973,10,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,6400,1,0,1,0.196999997,0,0,0,1.144999981,1.409999967,33,0,0,0,0,0.502640128,0.7259022,13,0.71379149,2,210,77
"51",15616,"C00226522","richard","neal","richardneal","MA","House",1,"D","1/3/1989","1/3/2019","reprichardneal",7,876,1,1,NA,NA,0,NA,NA,NA,9207,"Neal, Richard",113,2013,"MA",1,1,1988,0,100,-0.444000006,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10000,1,0,0,0,0,0,0,0.911000013,1.175999999,9,0,0,0,0,0.137083665,0.25499925,13,0.71379149,1,210,165
"52",15621,"C00224691","dana","rohrabacher","danarohrabacher","CA","House",48,"R","1/3/1989","1/3/2019","danarohrabacher",5,12980,0,1,NA,NA,1,NA,NA,NA,9259,"Rohrabacher, Dana",113,2013,"CA",48,0,1988,0,62,1.032999992,53,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3844,0,0,0,0,1,0,0,0.565999985,0.300999999,7,0,0,0,0,0.106620632,0.236956343,13,1.68982923,1,240,214
