"","icpsr","yearmonth","monthamount","monthdonors"
"1",1366,"2009Y1",0,0
"2",1366,"2009Y10",0,0
"3",1366,"2009Y11",0,0
"4",1366,"2009Y12",0,0
"5",1366,"2009Y2",0,0
"6",1366,"2009Y3",0,0
"7",1366,"2009Y4",0,0
"8",1366,"2009Y5",0,0
"9",1366,"2009Y6",0,0
"10",1366,"2009Y7",0,0
"11",1366,"2009Y8",0,0
"12",1366,"2009Y9",0,0
"13",1366,"2010Y1",0,0
"14",1366,"2010Y10",0,0
"15",1366,"2010Y11",0,0
"16",1366,"2010Y12",0,0
"17",1366,"2010Y2",0,0
"18",1366,"2010Y3",0,0
"19",1366,"2010Y4",0,0
"20",1366,"2010Y5",0,0
"21",1366,"2010Y6",0,0
"22",1366,"2010Y7",0,0
"23",1366,"2010Y8",0,0
"24",1366,"2010Y9",0,0
"25",2605,"2009Y1",2000,1
"26",2605,"2009Y10",0,0
"27",2605,"2009Y11",500,1
"28",2605,"2009Y12",500,1
"29",2605,"2009Y2",0,0
"30",2605,"2009Y3",30650,31
"31",2605,"2009Y4",2000,2
"32",2605,"2009Y5",0,0
"33",2605,"2009Y6",1000,1
"34",2605,"2009Y7",7000,8
"35",2605,"2009Y8",2000,2
"36",2605,"2009Y9",20000,24
"37",2605,"2010Y1",0,0
"38",2605,"2010Y10",132825,152
"39",2605,"2010Y11",7850,9
"40",2605,"2010Y12",5400,3
"41",2605,"2010Y2",0,0
"42",2605,"2010Y3",36850,46
"43",2605,"2010Y4",11950,15
"44",2605,"2010Y5",27350,31
"45",2605,"2010Y6",91500,125
"46",2605,"2010Y7",21800,32
"47",2605,"2010Y8",17300,26
"48",2605,"2010Y9",118405,138
"49",2605,"2011Y1",8900,9
"50",2605,"2011Y10",15300,23
"51",2605,"2011Y11",2250,6
"52",2605,"2011Y12",6500,9
"53",2605,"2011Y2",9000,10
"54",2605,"2011Y3",9916,12
"55",2605,"2011Y4",2000,2
"56",2605,"2011Y5",8750,14
"57",2605,"2011Y6",10500,13
"58",2605,"2011Y7",6300,8
"59",2605,"2011Y8",500,1
"60",2605,"2011Y9",17250,34
"61",2605,"2012Y1",2000,2
"62",2605,"2012Y10",52000,82
"63",2605,"2012Y11",11000,12
"64",2605,"2012Y12",0,0
"65",2605,"2012Y2",2500,4
"66",2605,"2012Y3",9500,14
"67",2605,"2012Y4",3000,5
"68",2605,"2012Y5",11500,9
"69",2605,"2012Y6",92100,114
"70",2605,"2012Y7",9500,14
"71",2605,"2012Y8",5750,8
"72",2605,"2012Y9",35300,71
"73",2605,"2013Y1",0,0
"74",2605,"2013Y10",7600,8
"75",2605,"2013Y11",1400,2
"76",2605,"2013Y12",500,1
"77",2605,"2013Y2",500,1
"78",2605,"2013Y3",2500,1
"79",2605,"2013Y4",3000,4
"80",2605,"2013Y5",800,2
"81",2605,"2013Y6",4725,10
"82",2605,"2013Y7",12150,31
"83",2605,"2013Y8",4800,14
"84",2605,"2013Y9",1000,2
"85",2605,"2014Y1",0,0
"86",2605,"2014Y10",1000,1
"87",2605,"2014Y11",0,0
"88",2605,"2014Y12",0,0
"89",2605,"2014Y2",1000,1
"90",2605,"2014Y3",200,1
"91",2605,"2014Y4",500,1
"92",2605,"2014Y5",0,0
"93",2605,"2014Y6",0,0
"94",2605,"2014Y7",0,0
"95",2605,"2014Y8",0,0
"96",2605,"2014Y9",0,0
"97",4812,"2009Y1",12550,15
"98",4812,"2009Y10",72450,61
"99",4812,"2009Y11",126609,150
"100",4812,"2009Y12",29143,36
"101",4812,"2009Y2",131580,99
"102",4812,"2009Y3",202000,159
"103",4812,"2009Y4",44050,58
"104",4812,"2009Y5",51200,53
"105",4812,"2009Y6",235501,205
"106",4812,"2009Y7",426000,320
"107",4812,"2009Y8",628790,467
"108",4812,"2009Y9",61550,46
"109",4812,"2010Y1",40050,107
"110",4812,"2010Y10",39050,37
"111",4812,"2010Y11",750,3
"112",4812,"2010Y12",500,1
"113",4812,"2010Y2",248115,542
"114",4812,"2010Y3",60250,67
"115",4812,"2010Y4",38050,31
"116",4812,"2010Y5",19700,20
"117",4812,"2010Y6",44400,43
"118",4812,"2010Y7",11600,10
"119",4812,"2010Y8",4200,9
"120",4812,"2010Y9",22900,18
"121",4812,"2011Y1",1000,1
"122",4812,"2011Y10",5500,6
"123",4812,"2011Y11",5500,5
"124",4812,"2011Y12",1000,1
"125",4812,"2011Y2",210,1
"126",4812,"2011Y3",0,0
"127",4812,"2011Y4",0,0
"128",4812,"2011Y5",0,0
"129",4812,"2011Y6",0,0
"130",4812,"2011Y7",0,0
"131",4812,"2011Y8",0,0
"132",4812,"2011Y9",0,0
"133",4812,"2012Y1",0,0
"134",4812,"2012Y10",4500,5
"135",4812,"2012Y11",0,0
"136",4812,"2012Y12",0,0
"137",4812,"2012Y2",0,0
"138",4812,"2012Y3",4000,5
"139",4812,"2012Y4",0,0
"140",4812,"2012Y5",0,0
"141",4812,"2012Y6",0,0
"142",4812,"2012Y7",0,0
"143",4812,"2012Y8",1000,1
"144",4812,"2012Y9",2000,1
"145",10713,"2009Y1",3250,3
"146",10713,"2009Y10",50550,33
"147",10713,"2009Y11",41650,34
"148",10713,"2009Y12",7580,14
"149",10713,"2009Y2",14750,14
"150",10713,"2009Y3",35650,24
"151",10713,"2009Y4",6500,14
"152",10713,"2009Y5",12900,14
"153",10713,"2009Y6",21655,25
"154",10713,"2009Y7",23681,27
"155",10713,"2009Y8",4250,4
"156",10713,"2009Y9",43500,27
"157",10713,"2010Y1",29250,42
"158",10713,"2010Y10",68800,87
"159",10713,"2010Y11",11450,19
"160",10713,"2010Y12",900,2
"161",10713,"2010Y2",4000,7
"162",10713,"2010Y3",19450,22
"163",10713,"2010Y4",55153,49
"164",10713,"2010Y5",8900,8
"165",10713,"2010Y6",750,2
"166",10713,"2010Y7",2750,8
"167",10713,"2010Y8",4750,6
"168",10713,"2010Y9",11550,15
"169",10713,"2011Y1",0,0
"170",10713,"2011Y10",7750,13
"171",10713,"2011Y11",17775,30
"172",10713,"2011Y12",21903,20
"173",10713,"2011Y2",4750,6
"174",10713,"2011Y3",5818,10
"175",10713,"2011Y4",0,0
"176",10713,"2011Y5",9839,17
"177",10713,"2011Y6",32500,23
"178",10713,"2011Y7",500,1
"179",10713,"2011Y8",8765,12
"180",10713,"2011Y9",35549,41
"181",10713,"2012Y1",1000,1
"182",10713,"2012Y10",10900,10
"183",10713,"2012Y11",5650,7
"184",10713,"2012Y12",0,0
"185",10713,"2012Y2",7860,14
"186",10713,"2012Y3",12350,21
"187",10713,"2012Y4",1000,2
"188",10713,"2012Y5",11418,22
"189",10713,"2012Y6",16050,29
"190",10713,"2012Y7",68598,73
"191",10713,"2012Y8",64800,59
"192",10713,"2012Y9",3000,3
"193",10713,"2013Y1",0,0
"194",10713,"2013Y10",2250,4
"195",10713,"2013Y11",3000,2
"196",10713,"2013Y12",13900,8
"197",10713,"2013Y2",9950,9
"198",10713,"2013Y3",2000,4
"199",10713,"2013Y4",3000,4
"200",10713,"2013Y5",1000,1
"201",10713,"2013Y6",1000,1
"202",10713,"2013Y7",16200,22
"203",10713,"2013Y8",2250,4
"204",10713,"2013Y9",14600,21
"205",10713,"2014Y1",6700,6
"206",10713,"2014Y10",7200,10
"207",10713,"2014Y11",1750,2
"208",10713,"2014Y12",0,0
"209",10713,"2014Y2",500,1
"210",10713,"2014Y3",1500,4
"211",10713,"2014Y4",250,1
"212",10713,"2014Y5",2500,6
"213",10713,"2014Y6",27800,18
"214",10713,"2014Y7",25050,19
"215",10713,"2014Y8",2000,3
"216",10713,"2014Y9",1250,2
"217",10713,"2015Y1",11450,8
"218",10713,"2015Y10",4202,11
"219",10713,"2015Y11",852,10
"220",10713,"2015Y12",687,15
"221",10713,"2015Y2",8900,6
"222",10713,"2015Y3",3000,3
"223",10713,"2015Y4",5350,10
"224",10713,"2015Y5",4100,4
"225",10713,"2015Y6",7100,9
"226",10713,"2015Y7",7350,11
"227",10713,"2015Y8",1200,4
"228",10713,"2015Y9",1125,3
"229",10713,"2016Y1",16024,35
"230",10713,"2016Y10",564,14
"231",10713,"2016Y11",312,4
"232",10713,"2016Y12",0,0
"233",10713,"2016Y2",23823,41
"234",10713,"2016Y3",3266,24
"235",10713,"2016Y4",15976,42
"236",10713,"2016Y5",1902,19
"237",10713,"2016Y6",9732,24
"238",10713,"2016Y7",6746,20
"239",10713,"2016Y8",1327,18
"240",10713,"2016Y9",4838,18
"241",10713,"2017Y1",99,8
"242",10713,"2017Y10",2070,6
"243",10713,"2017Y11",5770,8
"244",10713,"2017Y12",0,0
"245",10713,"2017Y2",8350,6
"246",10713,"2017Y3",3050,9
"247",10713,"2017Y4",1200,5
"248",10713,"2017Y5",400,4
"249",10713,"2017Y6",4850,9
"250",10713,"2017Y7",305,8
"251",10713,"2017Y8",1120,6
"252",10713,"2017Y9",6120,11
"253",10713,"2018Y1",0,0
"254",10713,"2018Y10",0,0
"255",10713,"2018Y11",0,0
"256",10713,"2018Y12",0,0
"257",10713,"2018Y2",0,0
"258",10713,"2018Y3",0,0
"259",10713,"2018Y4",0,0
"260",10713,"2018Y5",0,0
"261",10713,"2018Y6",0,0
"262",10713,"2018Y7",0,0
"263",10713,"2018Y8",0,0
"264",10713,"2018Y9",0,0
"265",13035,"2009Y1",0,0
"266",13035,"2009Y10",4100,4
"267",13035,"2009Y11",7050,12
"268",13035,"2009Y12",73975,60
"269",13035,"2009Y2",9400,13
"270",13035,"2009Y3",97385,55
"271",13035,"2009Y4",24350,24
"272",13035,"2009Y5",28200,23
"273",13035,"2009Y6",115450,92
"274",13035,"2009Y7",65850,53
"275",13035,"2009Y8",88975,67
"276",13035,"2009Y9",54410,58
"277",13035,"2010Y1",3500,6
"278",13035,"2010Y10",20125,33
"279",13035,"2010Y11",8600,9
"280",13035,"2010Y12",0,0
"281",13035,"2010Y2",8550,12
"282",13035,"2010Y3",52773,58
"283",13035,"2010Y4",9025,13
"284",13035,"2010Y5",16400,15
"285",13035,"2010Y6",108200,138
"286",13035,"2010Y7",107675,117
"287",13035,"2010Y8",80925,127
"288",13035,"2010Y9",64950,83
"289",13035,"2011Y1",3400,2
"290",13035,"2011Y10",5000,3
"291",13035,"2011Y11",7500,11
"292",13035,"2011Y12",14900,31
"293",13035,"2011Y2",2800,2
"294",13035,"2011Y3",42500,60
"295",13035,"2011Y4",2250,3
"296",13035,"2011Y5",19280,22
"297",13035,"2011Y6",118025,92
"298",13035,"2011Y7",31200,35
"299",13035,"2011Y8",161325,182
"300",13035,"2011Y9",56700,33
"301",13035,"2012Y1",13750,8
"302",13035,"2012Y10",15750,24
"303",13035,"2012Y11",11250,17
"304",13035,"2012Y12",500,2
"305",13035,"2012Y2",33173,21
"306",13035,"2012Y3",11600,15
"307",13035,"2012Y4",22000,34
"308",13035,"2012Y5",61191,113
"309",13035,"2012Y6",271760,329
"310",13035,"2012Y7",250,1
"311",13035,"2012Y8",13500,12
"312",13035,"2012Y9",0,0
"313",13035,"2013Y1",0,0
"314",13035,"2013Y10",10700,15
"315",13035,"2013Y11",3500,2
"316",13035,"2013Y12",71050,47
"317",13035,"2013Y2",0,0
"318",13035,"2013Y3",19900,10
"319",13035,"2013Y4",600,1
"320",13035,"2013Y5",58000,53
"321",13035,"2013Y6",92000,135
"322",13035,"2013Y7",0,0
"323",13035,"2013Y8",40850,26
"324",13035,"2013Y9",17700,19
"325",13035,"2014Y1",23700,13
"326",13035,"2014Y10",7750,11
"327",13035,"2014Y11",4388,6
"328",13035,"2014Y12",0,0
"329",13035,"2014Y2",49350,50
"330",13035,"2014Y3",86475,95
"331",13035,"2014Y4",28725,39
"332",13035,"2014Y5",123126,139
"333",13035,"2014Y6",245905,258
"334",13035,"2014Y7",3150,7
"335",13035,"2014Y8",0,0
"336",13035,"2014Y9",5900,8
"337",13035,"2015Y1",0,0
"338",13035,"2015Y10",44825,73
"339",13035,"2015Y11",13600,17
"340",13035,"2015Y12",5600,5
"341",13035,"2015Y2",0,0
"342",13035,"2015Y3",4950,11
"343",13035,"2015Y4",9655,25
"344",13035,"2015Y5",1280,6
"345",13035,"2015Y6",21801,33
"346",13035,"2015Y7",50,1
"347",13035,"2015Y8",0,0
"348",13035,"2015Y9",3191,2
"349",13035,"2016Y1",5600,5
"350",13035,"2016Y10",8150,9
"351",13035,"2016Y11",48975,87
"352",13035,"2016Y12",2050,4
"353",13035,"2016Y2",1750,4
"354",13035,"2016Y3",6000,7
"355",13035,"2016Y4",0,0
"356",13035,"2016Y5",0,0
"357",13035,"2016Y6",4050,8
"358",13035,"2016Y7",800,1
"359",13035,"2016Y8",0,0
"360",13035,"2016Y9",0,0
"361",14009,"2009Y1",0,0
"362",14009,"2009Y10",4000,4
"363",14009,"2009Y11",0,0
"364",14009,"2009Y12",2500,6
"365",14009,"2009Y2",0,0
"366",14009,"2009Y3",0,0
"367",14009,"2009Y4",0,0
"368",14009,"2009Y5",2000,1
"369",14009,"2009Y6",0,0
"370",14009,"2009Y7",0,0
"371",14009,"2009Y8",0,0
"372",14009,"2009Y9",2000,4
"373",14009,"2010Y1",0,0
"374",14009,"2010Y10",4900,4
"375",14009,"2010Y11",1500,3
"376",14009,"2010Y12",0,0
"377",14009,"2010Y2",0,0
"378",14009,"2010Y3",800,2
"379",14009,"2010Y4",0,0
"380",14009,"2010Y5",0,0
"381",14009,"2010Y6",0,0
"382",14009,"2010Y7",7750,11
"383",14009,"2010Y8",2000,1
"384",14009,"2010Y9",5300,4
"385",14009,"2011Y1",10100,5
"386",14009,"2011Y10",111,1
"387",14009,"2011Y11",0,0
"388",14009,"2011Y12",1000,2
"389",14009,"2011Y2",0,0
"390",14009,"2011Y3",0,0
"391",14009,"2011Y4",0,0
"392",14009,"2011Y5",1000,1
"393",14009,"2011Y6",0,0
"394",14009,"2011Y7",0,0
"395",14009,"2011Y8",0,0
"396",14009,"2011Y9",6500,5
"397",14009,"2012Y1",0,0
"398",14009,"2012Y10",89659,99
"399",14009,"2012Y11",13500,16
"400",14009,"2012Y12",4000,7
"401",14009,"2012Y2",500,1
"402",14009,"2012Y3",500,1
"403",14009,"2012Y4",1000,1
"404",14009,"2012Y5",0,0
"405",14009,"2012Y6",7500,13
"406",14009,"2012Y7",2000,3
"407",14009,"2012Y8",8000,11
"408",14009,"2012Y9",2500,7
"409",14009,"2013Y1",2500,1
"410",14009,"2013Y10",11389,18
"411",14009,"2013Y11",10900,16
"412",14009,"2013Y12",35350,29
"413",14009,"2013Y2",3100,5
"414",14009,"2013Y3",9050,12
"415",14009,"2013Y4",4500,7
"416",14009,"2013Y5",5000,5
"417",14009,"2013Y6",2500,4
"418",14009,"2013Y7",250,1
"419",14009,"2013Y8",1000,2
"420",14009,"2013Y9",800,2
"421",14009,"2014Y1",388850,313
"422",14009,"2014Y10",111842,132
"423",14009,"2014Y11",0,0
"424",14009,"2014Y12",1500,2
"425",14009,"2014Y2",97850,97
"426",14009,"2014Y3",695274,689
"427",14009,"2014Y4",0,0
"428",14009,"2014Y5",260390,280
"429",14009,"2014Y6",769450,619
"430",14009,"2014Y7",24050,25
"431",14009,"2014Y8",20100,24
"432",14009,"2014Y9",290059,262
"433",14009,"2015Y1",2600,1
"434",14009,"2015Y10",5000,4
"435",14009,"2015Y11",13250,16
"436",14009,"2015Y12",2000,3
"437",14009,"2015Y2",13750,12
"438",14009,"2015Y3",14500,9
"439",14009,"2015Y4",124450,94
"440",14009,"2015Y5",16050,23
"441",14009,"2015Y6",15525,21
"442",14009,"2015Y7",500,1
"443",14009,"2015Y8",11709,14
"444",14009,"2015Y9",7200,8
"445",14009,"2016Y1",0,0
"446",14009,"2016Y10",76550,42
"447",14009,"2016Y11",26100,13
"448",14009,"2016Y12",500,1
"449",14009,"2016Y2",6300,12
"450",14009,"2016Y3",1525,3
"451",14009,"2016Y4",12000,10
"452",14009,"2016Y5",211800,179
"453",14009,"2016Y6",119575,65
"454",14009,"2016Y7",8500,6
"455",14009,"2016Y8",0,0
"456",14009,"2016Y9",10200,11
"457",14009,"2017Y1",250,1
"458",14009,"2017Y10",0,0
"459",14009,"2017Y11",0,0
"460",14009,"2017Y12",0,0
"461",14009,"2017Y2",9800,12
"462",14009,"2017Y3",2000,2
"463",14009,"2017Y4",1500,2
"464",14009,"2017Y5",0,0
"465",14009,"2017Y6",1500,1
"466",14009,"2017Y7",0,0
"467",14009,"2017Y8",0,0
"468",14009,"2017Y9",1000,1
"469",14009,"2018Y1",0,0
"470",14009,"2018Y10",0,0
"471",14009,"2018Y11",0,0
"472",14009,"2018Y12",0,0
"473",14009,"2018Y2",0,0
"474",14009,"2018Y3",15700,10
"475",14009,"2018Y4",0,0
"476",14009,"2018Y5",0,0
"477",14009,"2018Y6",0,0
"478",14009,"2018Y7",0,0
"479",14009,"2018Y8",0,0
"480",14009,"2018Y9",0,0
"481",14053,"2009Y1",0,0
"482",14053,"2009Y10",1500,3
"483",14053,"2009Y11",2000,2
"484",14053,"2009Y12",250,1
"485",14053,"2009Y2",251,1
"486",14053,"2009Y3",1000,2
"487",14053,"2009Y4",0,0
"488",14053,"2009Y5",1000,1
"489",14053,"2009Y6",0,0
"490",14053,"2009Y7",1000,1
"491",14053,"2009Y8",250,1
"492",14053,"2009Y9",7250,9
"493",14053,"2010Y1",3250,6
"494",14053,"2010Y10",4000,4
"495",14053,"2010Y11",0,0
"496",14053,"2010Y12",0,0
"497",14053,"2010Y2",0,0
"498",14053,"2010Y3",0,0
"499",14053,"2010Y4",0,0
"500",14053,"2010Y5",0,0
"501",14053,"2010Y6",0,0
"502",14053,"2010Y7",0,0
"503",14053,"2010Y8",0,0
"504",14053,"2010Y9",9750,9
"505",14053,"2011Y1",0,0
"506",14053,"2011Y10",6750,8
"507",14053,"2011Y11",1000,2
"508",14053,"2011Y12",4000,3
"509",14053,"2011Y2",250,1
"510",14053,"2011Y3",250,1
"511",14053,"2011Y4",0,0
"512",14053,"2011Y5",0,0
"513",14053,"2011Y6",0,0
"514",14053,"2011Y7",0,0
"515",14053,"2011Y8",0,0
"516",14053,"2011Y9",0,0
"517",14053,"2012Y1",5700,8
"518",14053,"2012Y10",16230,30
"519",14053,"2012Y11",32301,29
"520",14053,"2012Y12",0,0
"521",14053,"2012Y2",1000,1
"522",14053,"2012Y3",7000,9
"523",14053,"2012Y4",9966,10
"524",14053,"2012Y5",16950,27
"525",14053,"2012Y6",1750,3
"526",14053,"2012Y7",8750,14
"527",14053,"2012Y8",11250,11
"528",14053,"2012Y9",50549,76
"529",14066,"2009Y1",0,0
"530",14066,"2009Y10",16781,36
"531",14066,"2009Y11",9100,18
"532",14066,"2009Y12",37600,68
"533",14066,"2009Y2",0,0
"534",14066,"2009Y3",47600,39
"535",14066,"2009Y4",26950,54
"536",14066,"2009Y5",3375,7
"537",14066,"2009Y6",25800,45
"538",14066,"2009Y7",5150,4
"539",14066,"2009Y8",32850,67
"540",14066,"2009Y9",18550,45
"541",14066,"2010Y1",4250,7
"542",14066,"2010Y10",39422,78
"543",14066,"2010Y11",4150,10
"544",14066,"2010Y12",1300,3
"545",14066,"2010Y2",80900,37
"546",14066,"2010Y3",44198,69
"547",14066,"2010Y4",23300,46
"548",14066,"2010Y5",12684,28
"549",14066,"2010Y6",57900,79
"550",14066,"2010Y7",29750,53
"551",14066,"2010Y8",34000,70
"552",14066,"2010Y9",6617,16
"553",14066,"2011Y1",13500,7
"554",14066,"2011Y10",44850,67
"555",14066,"2011Y11",66609,54
"556",14066,"2011Y12",26590,22
"557",14066,"2011Y2",0,0
"558",14066,"2011Y3",42650,65
"559",14066,"2011Y4",4750,8
"560",14066,"2011Y5",14050,20
"561",14066,"2011Y6",21100,22
"562",14066,"2011Y7",43350,44
"563",14066,"2011Y8",27650,43
"564",14066,"2011Y9",2469,3
"565",14066,"2012Y1",1000,1
"566",14066,"2012Y10",19800,29
"567",14066,"2012Y11",12100,16
"568",14066,"2012Y12",0,0
"569",14066,"2012Y2",43199,33
"570",14066,"2012Y3",48700,71
"571",14066,"2012Y4",10971,16
"572",14066,"2012Y5",25800,36
"573",14066,"2012Y6",10000,22
"574",14066,"2012Y7",20450,23
"575",14066,"2012Y8",23800,50
"576",14066,"2012Y9",34740,43
"577",14066,"2013Y1",20500,10
"578",14066,"2013Y10",2000,4
"579",14066,"2013Y11",32500,47
"580",14066,"2013Y12",22150,23
"581",14066,"2013Y2",11550,17
"582",14066,"2013Y3",10650,20
"583",14066,"2013Y4",5100,5
"584",14066,"2013Y5",6000,11
"585",14066,"2013Y6",17200,18
"586",14066,"2013Y7",49650,48
"587",14066,"2013Y8",51850,63
"588",14066,"2013Y9",12490,12
"589",14066,"2014Y1",3600,2
"590",14066,"2014Y10",21377,14
"591",14066,"2014Y11",4300,6
"592",14066,"2014Y12",0,0
"593",14066,"2014Y2",23150,24
"594",14066,"2014Y3",13649,23
"595",14066,"2014Y4",10650,20
"596",14066,"2014Y5",1250,3
"597",14066,"2014Y6",30500,42
"598",14066,"2014Y7",9717,10
"599",14066,"2014Y8",41750,67
"600",14066,"2014Y9",14750,18
"601",14066,"2015Y1",25250,11
"602",14066,"2015Y10",21500,36
"603",14066,"2015Y11",22750,17
"604",14066,"2015Y12",6950,9
"605",14066,"2015Y2",6250,10
"606",14066,"2015Y3",11300,21
"607",14066,"2015Y4",11600,12
"608",14066,"2015Y5",31600,41
"609",14066,"2015Y6",49102,27
"610",14066,"2015Y7",19250,25
"611",14066,"2015Y8",57900,67
"612",14066,"2015Y9",2000,4
"613",14066,"2016Y1",23750,40
"614",14066,"2016Y10",31550,26
"615",14066,"2016Y11",3550,6
"616",14066,"2016Y12",300,1
"617",14066,"2016Y2",16350,15
"618",14066,"2016Y3",18273,33
"619",14066,"2016Y4",7600,14
"620",14066,"2016Y5",8750,13
"621",14066,"2016Y6",42950,56
"622",14066,"2016Y7",73600,82
"623",14066,"2016Y8",61055,99
"624",14066,"2016Y9",45600,82
"625",14066,"2017Y1",500,2
"626",14066,"2017Y10",23150,47
"627",14066,"2017Y11",5450,9
"628",14066,"2017Y12",21500,17
"629",14066,"2017Y2",36450,28
"630",14066,"2017Y3",11150,14
"631",14066,"2017Y4",22450,27
"632",14066,"2017Y5",15050,29
"633",14066,"2017Y6",32600,23
"634",14066,"2017Y7",25600,31
"635",14066,"2017Y8",56100,63
"636",14066,"2017Y9",6250,8
"637",14066,"2018Y1",4000,3
"638",14066,"2018Y10",122200,146
"639",14066,"2018Y11",12750,12
"640",14066,"2018Y12",0,0
"641",14066,"2018Y2",10950,33
"642",14066,"2018Y3",32400,36
"643",14066,"2018Y4",36750,35
"644",14066,"2018Y5",20300,52
"645",14066,"2018Y6",26226,26
"646",14066,"2018Y7",6550,10
"647",14066,"2018Y8",71945,121
"648",14066,"2018Y9",27546,47
"649",14066,"2019Y1",0,0
"650",14066,"2019Y10",17173,43
"651",14066,"2019Y11",14849,32
"652",14066,"2019Y12",57175,73
"653",14066,"2019Y2",17800,18
"654",14066,"2019Y3",33350,44
"655",14066,"2019Y4",11900,24
"656",14066,"2019Y5",26850,38
"657",14066,"2019Y6",25100,25
"658",14066,"2019Y7",9300,13
"659",14066,"2019Y8",45300,73
"660",14066,"2019Y9",28695,30
"661",14066,"2020Y1",575,3
"662",14066,"2020Y10",92952,196
"663",14066,"2020Y11",7973,28
"664",14066,"2020Y12",0,0
"665",14066,"2020Y2",49075,98
"666",14066,"2020Y3",47951,54
"667",14066,"2020Y4",13102,25
"668",14066,"2020Y5",22716,58
"669",14066,"2020Y6",92608,197
"670",14066,"2020Y7",74887,124
"671",14066,"2020Y8",62509,131
"672",14066,"2020Y9",77093,177
"673",14203,"2009Y1",1200,4
"674",14203,"2009Y10",19000,14
"675",14203,"2009Y11",8200,7
"676",14203,"2009Y12",20900,25
"677",14203,"2009Y2",14550,12
"678",14203,"2009Y3",59700,54
"679",14203,"2009Y4",26000,33
"680",14203,"2009Y5",500,1
"681",14203,"2009Y6",5750,4
"682",14203,"2009Y7",2900,3
"683",14203,"2009Y8",43769,27
"684",14203,"2009Y9",68006,45
"685",14203,"2010Y1",18650,17
"686",14203,"2010Y10",10100,5
"687",14203,"2010Y11",9600,10
"688",14203,"2010Y12",38324,49
"689",14203,"2010Y2",4700,6
"690",14203,"2010Y3",61405,41
"691",14203,"2010Y4",35300,22
"692",14203,"2010Y5",56800,58
"693",14203,"2010Y6",43650,41
"694",14203,"2010Y7",23326,24
"695",14203,"2010Y8",26529,28
"696",14203,"2010Y9",7300,6
"697",14203,"2011Y1",6500,9
"698",14203,"2011Y10",13000,11
"699",14203,"2011Y11",16950,19
"700",14203,"2011Y12",90700,96
"701",14203,"2011Y2",14600,26
"702",14203,"2011Y3",76400,80
"703",14203,"2011Y4",24389,21
"704",14203,"2011Y5",185549,126
"705",14203,"2011Y6",35400,34
"706",14203,"2011Y7",14924,22
"707",14203,"2011Y8",14298,22
"708",14203,"2011Y9",37650,43
"709",14203,"2012Y1",18700,22
"710",14203,"2012Y10",40650,33
"711",14203,"2012Y11",38195,38
"712",14203,"2012Y12",215352,189
"713",14203,"2012Y2",43799,62
"714",14203,"2012Y3",50821,67
"715",14203,"2012Y4",49300,68
"716",14203,"2012Y5",35375,22
"717",14203,"2012Y6",42635,45
"718",14203,"2012Y7",0,0
"719",14203,"2012Y8",0,0
"720",14203,"2012Y9",0,0
"721",14203,"2013Y1",133699,131
"722",14203,"2013Y10",0,0
"723",14203,"2013Y11",3150,3
"724",14203,"2013Y12",0,0
"725",14203,"2013Y2",318598,236
"726",14203,"2013Y3",426797,390
"727",14203,"2013Y4",498189,286
"728",14203,"2013Y5",7352,6
"729",14203,"2013Y6",74455,74
"730",14203,"2013Y7",12962,7
"731",14203,"2013Y8",18000,11
"732",14203,"2013Y9",625,1
"733",14203,"2014Y1",3350,3
"734",14203,"2014Y10",0,0
"735",14203,"2014Y11",0,0
"736",14203,"2014Y12",0,0
"737",14203,"2014Y2",0,0
"738",14203,"2014Y3",0,0
"739",14203,"2014Y4",0,0
"740",14203,"2014Y5",0,0
"741",14203,"2014Y6",0,0
"742",14203,"2014Y7",0,0
"743",14203,"2014Y8",0,0
"744",14203,"2014Y9",0,0
"745",14213,"2009Y1",0,0
"746",14213,"2009Y10",762700,591
"747",14213,"2009Y11",301072,287
"748",14213,"2009Y12",279839,258
"749",14213,"2009Y2",227600,176
"750",14213,"2009Y3",381600,289
"751",14213,"2009Y4",124512,102
"752",14213,"2009Y5",159610,97
"753",14213,"2009Y6",408107,371
"754",14213,"2009Y7",36450,35
"755",14213,"2009Y8",42450,50
"756",14213,"2009Y9",234300,266
"757",14213,"2010Y1",21450,11
"758",14213,"2010Y10",0,0
"759",14213,"2010Y11",0,0
"760",14213,"2010Y12",0,0
"761",14213,"2010Y2",446710,242
"762",14213,"2010Y3",663250,366
"763",14213,"2010Y4",0,0
"764",14213,"2010Y5",0,0
"765",14213,"2010Y6",0,0
"766",14213,"2010Y7",0,0
"767",14213,"2010Y8",0,0
"768",14213,"2010Y9",0,0
"769",14226,"2009Y1",4400,5
"770",14226,"2009Y10",73100,72
"771",14226,"2009Y11",88995,125
"772",14226,"2009Y12",103502,116
"773",14226,"2009Y2",15500,19
"774",14226,"2009Y3",52700,53
"775",14226,"2009Y4",69100,73
"776",14226,"2009Y5",82050,123
"777",14226,"2009Y6",173525,228
"778",14226,"2009Y7",84300,77
"779",14226,"2009Y8",80650,102
"780",14226,"2009Y9",162535,159
"781",14226,"2010Y1",28650,31
"782",14226,"2010Y10",220195,245
"783",14226,"2010Y11",9516,9
"784",14226,"2010Y12",2375,3
"785",14226,"2010Y2",50898,62
"786",14226,"2010Y3",115835,162
"787",14226,"2010Y4",119264,163
"788",14226,"2010Y5",136275,200
"789",14226,"2010Y6",232250,257
