"","icpsr","yearmonth","monthamount","monthdonors"
"46779",21550,"2017Y11",27400,28
"46780",21550,"2017Y12",89485,137
"46781",21550,"2017Y2",23550,30
"46782",21550,"2017Y3",35729,42
"46783",21550,"2017Y4",19800,14
"46784",21550,"2017Y5",7550,13
"46785",21550,"2017Y6",85262,101
"46786",21550,"2017Y7",41700,62
"46787",21550,"2017Y8",13440,15
"46788",21550,"2017Y9",52741,63
"46789",21550,"2018Y1",13100,11
"46790",21550,"2018Y10",192906,320
"46791",21550,"2018Y11",69745,53
"46792",21550,"2018Y12",6950,5
"46793",21550,"2018Y2",57800,51
"46794",21550,"2018Y3",105265,112
"46795",21550,"2018Y4",41530,33
"46796",21550,"2018Y5",19360,19
"46797",21550,"2018Y6",134235,165
"46798",21550,"2018Y7",71790,117
"46799",21550,"2018Y8",97660,122
"46800",21550,"2018Y9",274943,385
"46801",21550,"2019Y1",9350,9
"46802",21550,"2019Y10",0,0
"46803",21550,"2019Y11",0,0
"46804",21550,"2019Y12",0,0
"46805",21550,"2019Y2",18700,15
"46806",21550,"2019Y3",109050,124
"46807",21550,"2019Y4",45700,41
"46808",21550,"2019Y5",85250,46
"46809",21550,"2019Y6",71466,83
"46810",21550,"2019Y7",26380,36
"46811",21550,"2019Y8",750,6
"46812",21550,"2019Y9",108829,47
"46813",21550,"2020Y1",0,0
"46814",21550,"2020Y10",0,0
"46815",21550,"2020Y11",0,0
"46816",21550,"2020Y12",0,0
"46817",21550,"2020Y2",0,0
"46818",21550,"2020Y3",0,0
"46819",21550,"2020Y4",0,0
"46820",21550,"2020Y5",0,0
"46821",21550,"2020Y6",0,0
"46822",21550,"2020Y7",0,0
"46823",21550,"2020Y8",0,0
"46824",21550,"2020Y9",0,0
"46825",21551,"2015Y1",0,0
"46826",21551,"2015Y10",20450,23
"46827",21551,"2015Y11",38250,42
"46828",21551,"2015Y12",10786,21
"46829",21551,"2015Y2",0,0
"46830",21551,"2015Y3",18400,21
"46831",21551,"2015Y4",36150,25
"46832",21551,"2015Y5",15300,24
"46833",21551,"2015Y6",55314,46
"46834",21551,"2015Y7",5050,11
"46835",21551,"2015Y8",12786,24
"46836",21551,"2015Y9",63798,72
"46837",21551,"2016Y1",2450,5
"46838",21551,"2016Y10",33420,63
"46839",21551,"2016Y11",15725,17
"46840",21551,"2016Y12",3300,3
"46841",21551,"2016Y2",1250,2
"46842",21551,"2016Y3",19825,30
"46843",21551,"2016Y4",51700,75
"46844",21551,"2016Y5",31625,45
"46845",21551,"2016Y6",23800,35
"46846",21551,"2016Y7",15350,33
"46847",21551,"2016Y8",38775,74
"46848",21551,"2016Y9",27800,40
"46849",21551,"2017Y1",1400,2
"46850",21551,"2017Y10",2900,5
"46851",21551,"2017Y11",23150,29
"46852",21551,"2017Y12",7500,19
"46853",21551,"2017Y2",16316,16
"46854",21551,"2017Y3",46950,50
"46855",21551,"2017Y4",42450,55
"46856",21551,"2017Y5",16550,24
"46857",21551,"2017Y6",32250,38
"46858",21551,"2017Y7",12450,12
"46859",21551,"2017Y8",27807,38
"46860",21551,"2017Y9",14750,17
"46861",21551,"2018Y1",13275,29
"46862",21551,"2018Y10",48707,85
"46863",21551,"2018Y11",8200,12
"46864",21551,"2018Y12",300,1
"46865",21551,"2018Y2",13700,29
"46866",21551,"2018Y3",21325,27
"46867",21551,"2018Y4",26925,41
"46868",21551,"2018Y5",54630,81
"46869",21551,"2018Y6",72825,79
"46870",21551,"2018Y7",4100,11
"46871",21551,"2018Y8",44280,63
"46872",21551,"2018Y9",43325,60
"46873",21551,"2019Y1",7400,6
"46874",21551,"2019Y10",22150,24
"46875",21551,"2019Y11",21355,51
"46876",21551,"2019Y12",40186,61
"46877",21551,"2019Y2",31100,43
"46878",21551,"2019Y3",71150,57
"46879",21551,"2019Y4",42858,58
"46880",21551,"2019Y5",37703,63
"46881",21551,"2019Y6",30700,53
"46882",21551,"2019Y7",13050,24
"46883",21551,"2019Y8",27755,31
"46884",21551,"2019Y9",24700,34
"46885",21551,"2020Y1",30933,52
"46886",21551,"2020Y10",46197,85
"46887",21551,"2020Y11",900,3
"46888",21551,"2020Y12",2175,3
"46889",21551,"2020Y2",33861,44
"46890",21551,"2020Y3",13475,25
"46891",21551,"2020Y4",2175,7
"46892",21551,"2020Y5",8875,12
"46893",21551,"2020Y6",71075,57
"46894",21551,"2020Y7",7075,14
"46895",21551,"2020Y8",18196,49
"46896",21551,"2020Y9",58196,71
"46897",21552,"2015Y1",23065,67
"46898",21552,"2015Y10",27530,57
"46899",21552,"2015Y11",10060,29
"46900",21552,"2015Y12",65250,74
"46901",21552,"2015Y2",45000,90
"46902",21552,"2015Y3",37043,146
"46903",21552,"2015Y4",20965,98
"46904",21552,"2015Y5",41707,330
"46905",21552,"2015Y6",98848,266
"46906",21552,"2015Y7",38499,214
"46907",21552,"2015Y8",27685,231
"46908",21552,"2015Y9",56872,306
"46909",21552,"2016Y1",32305,58
"46910",21552,"2016Y10",190701,1598
"46911",21552,"2016Y11",85577,810
"46912",21552,"2016Y12",49766,372
"46913",21552,"2016Y2",56745,84
"46914",21552,"2016Y3",87505,127
"46915",21552,"2016Y4",69726,533
"46916",21552,"2016Y5",100235,811
"46917",21552,"2016Y6",187919,1536
"46918",21552,"2016Y7",148220,1286
"46919",21552,"2016Y8",171113,1505
"46920",21552,"2016Y9",211920,1887
"46921",21552,"2017Y1",12924,59
"46922",21552,"2017Y10",37887,280
"46923",21552,"2017Y11",35310,253
"46924",21552,"2017Y12",109285,419
"46925",21552,"2017Y2",15622,76
"46926",21552,"2017Y3",28581,88
"46927",21552,"2017Y4",44657,251
"46928",21552,"2017Y5",48835,349
"46929",21552,"2017Y6",44489,249
"46930",21552,"2017Y7",29090,226
"46931",21552,"2017Y8",16822,164
"46932",21552,"2017Y9",19504,176
"46933",21552,"2018Y1",76809,518
"46934",21552,"2018Y10",446678,2254
"46935",21552,"2018Y11",214888,965
"46936",21552,"2018Y12",850,3
"46937",21552,"2018Y2",44853,415
"46938",21552,"2018Y3",127534,672
"46939",21552,"2018Y4",104898,702
"46940",21552,"2018Y5",102487,837
"46941",21552,"2018Y6",155130,909
"46942",21552,"2018Y7",98105,832
"46943",21552,"2018Y8",147565,1108
"46944",21552,"2018Y9",204796,1365
"46945",21553,"2013Y1",0,0
"46946",21553,"2013Y10",0,0
"46947",21553,"2013Y11",0,0
"46948",21553,"2013Y12",0,0
"46949",21553,"2013Y2",0,0
"46950",21553,"2013Y3",0,0
"46951",21553,"2013Y4",0,0
"46952",21553,"2013Y5",0,0
"46953",21553,"2013Y6",0,0
"46954",21553,"2013Y7",0,0
"46955",21553,"2013Y8",0,0
"46956",21553,"2013Y9",0,0
"46957",21553,"2014Y1",24750,20
"46958",21553,"2014Y10",146296,217
"46959",21553,"2014Y11",14397,19
"46960",21553,"2014Y12",1100,4
"46961",21553,"2014Y2",24337,32
"46962",21553,"2014Y3",12940,19
"46963",21553,"2014Y4",30450,43
"46964",21553,"2014Y5",68260,101
"46965",21553,"2014Y6",117879,233
"46966",21553,"2014Y7",31573,45
"46967",21553,"2014Y8",73101,90
"46968",21553,"2014Y9",224632,278
"46969",21553,"2015Y1",8200,3
"46970",21553,"2015Y10",12830,55
"46971",21553,"2015Y11",19920,40
"46972",21553,"2015Y12",49442,75
"46973",21553,"2015Y2",14099,11
"46974",21553,"2015Y3",31300,56
"46975",21553,"2015Y4",19450,17
"46976",21553,"2015Y5",10980,11
"46977",21553,"2015Y6",44780,45
"46978",21553,"2015Y7",8380,17
"46979",21553,"2015Y8",23565,25
"46980",21553,"2015Y9",36372,73
"46981",21553,"2016Y1",16045,37
"46982",21553,"2016Y10",65651,237
"46983",21553,"2016Y11",19856,36
"46984",21553,"2016Y12",2446,3
"46985",21553,"2016Y2",44890,51
"46986",21553,"2016Y3",93270,192
"46987",21553,"2016Y4",56374,104
"46988",21553,"2016Y5",32130,52
"46989",21553,"2016Y6",82600,172
"46990",21553,"2016Y7",14965,54
"46991",21553,"2016Y8",54800,141
"46992",21553,"2016Y9",61730,175
"46993",21553,"2017Y1",51200,22
"46994",21553,"2017Y10",36165,83
"46995",21553,"2017Y11",11149,34
"46996",21553,"2017Y12",51645,90
"46997",21553,"2017Y2",26107,31
"46998",21553,"2017Y3",98875,116
"46999",21553,"2017Y4",14455,29
"47000",21553,"2017Y5",3955,12
"47001",21553,"2017Y6",40220,83
"47002",21553,"2017Y7",5465,13
"47003",21553,"2017Y8",16430,25
"47004",21553,"2017Y9",30360,99
"47005",21553,"2018Y1",14308,48
"47006",21553,"2018Y10",512277,1374
"47007",21553,"2018Y11",110552,241
"47008",21553,"2018Y12",5400,1
"47009",21553,"2018Y2",17220,41
"47010",21553,"2018Y3",123055,197
"47011",21553,"2018Y4",116541,210
"47012",21553,"2018Y5",73778,99
"47013",21553,"2018Y6",139404,291
"47014",21553,"2018Y7",126846,216
"47015",21553,"2018Y8",160540,390
"47016",21553,"2018Y9",396665,807
"47017",21554,"2015Y1",3700,3
"47018",21554,"2015Y10",16050,19
"47019",21554,"2015Y11",37275,35
"47020",21554,"2015Y12",90744,91
"47021",21554,"2015Y2",27150,13
"47022",21554,"2015Y3",137000,96
"47023",21554,"2015Y4",25200,24
"47024",21554,"2015Y5",39250,22
"47025",21554,"2015Y6",82100,59
"47026",21554,"2015Y7",38850,28
"47027",21554,"2015Y8",17810,21
"47028",21554,"2015Y9",54700,48
"47029",21554,"2016Y1",28850,43
"47030",21554,"2016Y10",55011,130
"47031",21554,"2016Y11",9065,22
"47032",21554,"2016Y12",11800,22
"47033",21554,"2016Y2",34450,37
"47034",21554,"2016Y3",94570,120
"47035",21554,"2016Y4",42280,67
"47036",21554,"2016Y5",69740,109
"47037",21554,"2016Y6",48533,81
"47038",21554,"2016Y7",35025,53
"47039",21554,"2016Y8",43960,61
"47040",21554,"2016Y9",86910,121
"47041",21554,"2017Y1",25305,49
"47042",21554,"2017Y10",46790,70
"47043",21554,"2017Y11",21060,40
"47044",21554,"2017Y12",19475,61
"47045",21554,"2017Y2",60775,55
"47046",21554,"2017Y3",117475,87
"47047",21554,"2017Y4",50995,58
"47048",21554,"2017Y5",46175,85
"47049",21554,"2017Y6",42900,83
"47050",21554,"2017Y7",40650,30
"47051",21554,"2017Y8",41104,37
"47052",21554,"2017Y9",69875,89
"47053",21554,"2018Y1",43085,77
"47054",21554,"2018Y10",90095,184
"47055",21554,"2018Y11",29659,46
"47056",21554,"2018Y12",0,0
"47057",21554,"2018Y2",73435,107
"47058",21554,"2018Y3",55305,113
"47059",21554,"2018Y4",53645,77
"47060",21554,"2018Y5",58690,91
"47061",21554,"2018Y6",71981,147
"47062",21554,"2018Y7",22980,39
"47063",21554,"2018Y8",32605,82
"47064",21554,"2018Y9",79785,170
"47065",21554,"2019Y1",82700,43
"47066",21554,"2019Y10",47067,57
"47067",21554,"2019Y11",13100,41
"47068",21554,"2019Y12",34555,67
"47069",21554,"2019Y2",85424,71
"47070",21554,"2019Y3",50600,40
"47071",21554,"2019Y4",41974,54
"47072",21554,"2019Y5",51180,48
"47073",21554,"2019Y6",61455,69
"47074",21554,"2019Y7",13255,26
"47075",21554,"2019Y8",19630,29
"47076",21554,"2019Y9",74354,109
"47077",21554,"2020Y1",30775,53
"47078",21554,"2020Y10",28050,158
"47079",21554,"2020Y11",7575,12
"47080",21554,"2020Y12",1500,1
"47081",21554,"2020Y2",50655,112
"47082",21554,"2020Y3",46620,99
"47083",21554,"2020Y4",16510,35
"47084",21554,"2020Y5",49349,149
"47085",21554,"2020Y6",65850,125
"47086",21554,"2020Y7",19310,57
"47087",21554,"2020Y8",13698,105
"47088",21554,"2020Y9",46785,132
"47089",21555,"2015Y1",4934,5
"47090",21555,"2015Y10",16680,13
"47091",21555,"2015Y11",47645,59
"47092",21555,"2015Y12",371980,229
"47093",21555,"2015Y2",4000,4
"47094",21555,"2015Y3",363275,145
"47095",21555,"2015Y4",37455,28
"47096",21555,"2015Y5",64475,69
"47097",21555,"2015Y6",123500,158
"47098",21555,"2015Y7",20600,16
"47099",21555,"2015Y8",45374,37
"47100",21555,"2015Y9",105400,89
"47101",21555,"2016Y1",40700,30
"47102",21555,"2016Y10",286657,714
"47103",21555,"2016Y11",92296,180
"47104",21555,"2016Y12",22567,26
"47105",21555,"2016Y2",39900,38
"47106",21555,"2016Y3",306620,276
"47107",21555,"2016Y4",30509,54
"47108",21555,"2016Y5",80442,161
"47109",21555,"2016Y6",259704,347
"47110",21555,"2016Y7",86448,208
"47111",21555,"2016Y8",150213,290
"47112",21555,"2016Y9",219355,481
"47113",21555,"2017Y1",3475,8
"47114",21555,"2017Y10",37895,111
"47115",21555,"2017Y11",13527,42
"47116",21555,"2017Y12",184343,185
"47117",21555,"2017Y2",12163,11
"47118",21555,"2017Y3",104350,80
"47119",21555,"2017Y4",9351,25
"47120",21555,"2017Y5",52579,74
"47121",21555,"2017Y6",119729,143
"47122",21555,"2017Y7",29192,59
"47123",21555,"2017Y8",40404,83
"47124",21555,"2017Y9",146575,162
"47125",21555,"2018Y1",89759,132
"47126",21555,"2018Y10",579232,1484
"47127",21555,"2018Y11",63681,261
"47128",21555,"2018Y12",700,2
"47129",21555,"2018Y2",58042,132
"47130",21555,"2018Y3",284932,426
"47131",21555,"2018Y4",76120,201
"47132",21555,"2018Y5",145885,349
"47133",21555,"2018Y6",176099,310
"47134",21555,"2018Y7",94735,324
"47135",21555,"2018Y8",174537,488
"47136",21555,"2018Y9",259524,672
"47137",21556,"2015Y1",2000,3
"47138",21556,"2015Y10",7900,12
"47139",21556,"2015Y11",13000,30
"47140",21556,"2015Y12",5200,5
"47141",21556,"2015Y2",2000,3
"47142",21556,"2015Y3",27950,44
"47143",21556,"2015Y4",11600,20
"47144",21556,"2015Y5",7450,10
"47145",21556,"2015Y6",36316,64
"47146",21556,"2015Y7",10600,12
"47147",21556,"2015Y8",19050,27
"47148",21556,"2015Y9",24800,53
"47149",21556,"2016Y1",1500,3
"47150",21556,"2016Y10",43160,88
"47151",21556,"2016Y11",6450,8
"47152",21556,"2016Y12",0,0
"47153",21556,"2016Y2",11500,11
"47154",21556,"2016Y3",31424,51
"47155",21556,"2016Y4",21748,64
"47156",21556,"2016Y5",4698,11
"47157",21556,"2016Y6",45633,96
"47158",21556,"2016Y7",41622,78
"47159",21556,"2016Y8",33898,50
"47160",21556,"2016Y9",35312,58
"47161",21556,"2017Y1",1000,3
"47162",21556,"2017Y10",10200,16
"47163",21556,"2017Y11",9025,18
"47164",21556,"2017Y12",4000,5
"47165",21556,"2017Y2",2000,5
"47166",21556,"2017Y3",6950,7
"47167",21556,"2017Y4",20000,29
"47168",21556,"2017Y5",2500,3
"47169",21556,"2017Y6",6750,7
"47170",21556,"2017Y7",14700,18
"47171",21556,"2017Y8",9950,29
"47172",21556,"2017Y9",11200,20
"47173",21556,"2018Y1",7100,15
"47174",21556,"2018Y10",54165,74
"47175",21556,"2018Y11",8200,14
"47176",21556,"2018Y12",15950,4
"47177",21556,"2018Y2",4500,11
"47178",21556,"2018Y3",52230,82
"47179",21556,"2018Y4",6970,5
"47180",21556,"2018Y5",37220,109
"47181",21556,"2018Y6",46125,70
"47182",21556,"2018Y7",25375,37
"47183",21556,"2018Y8",15396,28
"47184",21556,"2018Y9",25990,48
"47185",21556,"2019Y1",1750,4
"47186",21556,"2019Y10",12750,28
"47187",21556,"2019Y11",2950,7
"47188",21556,"2019Y12",31000,40
"47189",21556,"2019Y2",1500,3
"47190",21556,"2019Y3",11650,21
"47191",21556,"2019Y4",14550,13
"47192",21556,"2019Y5",3500,5
"47193",21556,"2019Y6",42720,66
"47194",21556,"2019Y7",11210,24
"47195",21556,"2019Y8",11325,31
"47196",21556,"2019Y9",9500,18
"47197",21556,"2020Y1",3295,11
"47198",21556,"2020Y10",32046,109
"47199",21556,"2020Y11",12780,11
"47200",21556,"2020Y12",2000,4
"47201",21556,"2020Y2",19290,47
"47202",21556,"2020Y3",22174,41
"47203",21556,"2020Y4",4320,11
"47204",21556,"2020Y5",11620,27
"47205",21556,"2020Y6",32224,78
"47206",21556,"2020Y7",27772,71
"47207",21556,"2020Y8",27906,57
"47208",21556,"2020Y9",44450,112
"47209",21557,"2015Y1",0,0
"47210",21557,"2015Y10",0,0
"47211",21557,"2015Y11",0,0
"47212",21557,"2015Y12",0,0
"47213",21557,"2015Y2",0,0
"47214",21557,"2015Y3",0,0
"47215",21557,"2015Y4",0,0
"47216",21557,"2015Y5",0,0
"47217",21557,"2015Y6",0,0
"47218",21557,"2015Y7",0,0
"47219",21557,"2015Y8",0,0
"47220",21557,"2015Y9",0,0
"47221",21557,"2016Y1",0,0
"47222",21557,"2016Y10",0,0
"47223",21557,"2016Y11",0,0
"47224",21557,"2016Y12",3200,2
"47225",21557,"2016Y2",0,0
"47226",21557,"2016Y3",0,0
"47227",21557,"2016Y4",0,0
"47228",21557,"2016Y5",0,0
"47229",21557,"2016Y6",0,0
"47230",21557,"2016Y7",0,0
"47231",21557,"2016Y8",0,0
"47232",21557,"2016Y9",0,0
"47233",21557,"2017Y1",15860,10
"47234",21557,"2017Y10",1000,1
"47235",21557,"2017Y11",29335,36
"47236",21557,"2017Y12",100366,107
"47237",21557,"2017Y2",36420,38
"47238",21557,"2017Y3",64490,68
"47239",21557,"2017Y4",0,0
"47240",21557,"2017Y5",24900,24
"47241",21557,"2017Y6",85411,80
"47242",21557,"2017Y7",16150,13
"47243",21557,"2017Y8",37364,61
"47244",21557,"2017Y9",35614,48
"47245",21557,"2018Y1",9380,8
"47246",21557,"2018Y10",43030,196
"47247",21557,"2018Y11",34103,111
"47248",21557,"2018Y12",11425,11
"47249",21557,"2018Y2",18894,48
"47250",21557,"2018Y3",102417,144
"47251",21557,"2018Y4",20815,38
"47252",21557,"2018Y5",50505,88
"47253",21557,"2018Y6",39563,116
"47254",21557,"2018Y7",19234,91
"47255",21557,"2018Y8",20565,94
"47256",21557,"2018Y9",77969,255
"47257",21557,"2019Y1",27600,13
"47258",21557,"2019Y10",20043,30
"47259",21557,"2019Y11",23658,46
"47260",21557,"2019Y12",59525,62
"47261",21557,"2019Y2",22908,22
"47262",21557,"2019Y3",101500,82
"47263",21557,"2019Y4",30050,21
"47264",21557,"2019Y5",34471,35
"47265",21557,"2019Y6",51800,28
"47266",21557,"2019Y7",53303,58
"47267",21557,"2019Y8",5518,27
"47268",21557,"2019Y9",79665,66
"47269",21557,"2020Y1",30491,39
"47270",21557,"2020Y10",76097,294
"47271",21557,"2020Y11",25259,154
"47272",21557,"2020Y12",17513,50
"47273",21557,"2020Y2",10605,23
"47274",21557,"2020Y3",54977,154
"47275",21557,"2020Y4",2535,5
"47276",21557,"2020Y5",21037,112
"47277",21557,"2020Y6",51534,121
"47278",21557,"2020Y7",23305,165
"47279",21557,"2020Y8",31820,60
"47280",21557,"2020Y9",78060,223
"47281",21558,"2015Y1",5100,6
"47282",21558,"2015Y10",2950,2
"47283",21558,"2015Y11",9350,6
"47284",21558,"2015Y12",33950,26
"47285",21558,"2015Y2",0,0
"47286",21558,"2015Y3",78550,109
"47287",21558,"2015Y4",1500,2
"47288",21558,"2015Y5",2750,6
"47289",21558,"2015Y6",44000,50
"47290",21558,"2015Y7",250,1
"47291",21558,"2015Y8",250,1
"47292",21558,"2015Y9",73100,84
"47293",21558,"2016Y1",1000,1
"47294",21558,"2016Y10",69900,67
"47295",21558,"2016Y11",24900,34
"47296",21558,"2016Y12",300,1
"47297",21558,"2016Y2",12000,10
"47298",21558,"2016Y3",22000,25
"47299",21558,"2016Y4",3200,4
"47300",21558,"2016Y5",6643,11
"47301",21558,"2016Y6",27150,27
"47302",21558,"2016Y7",2525,3
"47303",21558,"2016Y8",27625,32
"47304",21558,"2016Y9",43375,73
"47305",21558,"2017Y1",0,0
"47306",21558,"2017Y10",22800,21
"47307",21558,"2017Y11",19270,15
"47308",21558,"2017Y12",149820,116
"47309",21558,"2017Y2",17500,8
"47310",21558,"2017Y3",119556,99
"47311",21558,"2017Y4",6350,12
"47312",21558,"2017Y5",45900,45
"47313",21558,"2017Y6",155550,146
"47314",21558,"2017Y7",10250,12
"47315",21558,"2017Y8",46500,43
"47316",21558,"2017Y9",152933,151
"47317",21558,"2018Y1",36250,31
"47318",21558,"2018Y10",0,0
"47319",21558,"2018Y11",0,0
"47320",21558,"2018Y12",0,0
"47321",21558,"2018Y2",60623,53
"47322",21558,"2018Y3",190850,157
"47323",21558,"2018Y4",80780,70
"47324",21558,"2018Y5",251476,125
"47325",21558,"2018Y6",8500,3
"47326",21558,"2018Y7",0,0
"47327",21558,"2018Y8",0,0
"47328",21558,"2018Y9",0,0
"47329",21559,"2015Y1",5400,11
"47330",21559,"2015Y10",20450,9
"47331",21559,"2015Y11",31470,33
"47332",21559,"2015Y12",14400,20
"47333",21559,"2015Y2",550,2
"47334",21559,"2015Y3",45025,46
"47335",21559,"2015Y4",6375,11
"47336",21559,"2015Y5",8600,12
"47337",21559,"2015Y6",22675,27
"47338",21559,"2015Y7",18868,24
"47339",21559,"2015Y8",22300,21
"47340",21559,"2015Y9",49402,66
"47341",21559,"2016Y1",2322,8
"47342",21559,"2016Y10",53760,114
"47343",21559,"2016Y11",15709,33
"47344",21559,"2016Y12",3000,4
"47345",21559,"2016Y2",23128,32
"47346",21559,"2016Y3",77479,134
"47347",21559,"2016Y4",26465,25
"47348",21559,"2016Y5",33186,49
"47349",21559,"2016Y6",93127,150
"47350",21559,"2016Y7",24536,29
"47351",21559,"2016Y8",24170,55
"47352",21559,"2016Y9",44722,115
"47353",21559,"2017Y1",3015,3
"47354",21559,"2017Y10",11083,17
"47355",21559,"2017Y11",13000,14
"47356",21559,"2017Y12",95625,98
"47357",21559,"2017Y2",19150,28
"47358",21559,"2017Y3",60350,58
"47359",21559,"2017Y4",9800,15
"47360",21559,"2017Y5",23550,31
"47361",21559,"2017Y6",47850,76
"47362",21559,"2017Y7",7750,13
"47363",21559,"2017Y8",6375,10
"47364",21559,"2017Y9",31217,50
"47365",21559,"2018Y1",33800,25
"47366",21559,"2018Y10",186361,386
"47367",21559,"2018Y11",20895,64
"47368",21559,"2018Y12",1350,4
"47369",21559,"2018Y2",58300,108
"47370",21559,"2018Y3",102772,146
"47371",21559,"2018Y4",36093,56
"47372",21559,"2018Y5",44852,83
"47373",21559,"2018Y6",103453,153
"47374",21559,"2018Y7",56247,89
"47375",21559,"2018Y8",114195,212
"47376",21559,"2018Y9",106596,224
"47377",21559,"2019Y1",100,1
"47378",21559,"2019Y10",54955,81
"47379",21559,"2019Y11",66195,113
"47380",21559,"2019Y12",107589,139
"47381",21559,"2019Y2",500,2
"47382",21559,"2019Y3",2000,8
"47383",21559,"2019Y4",12700,29
"47384",21559,"2019Y5",9133,18
"47385",21559,"2019Y6",66350,80
"47386",21559,"2019Y7",8910,31
"47387",21559,"2019Y8",42389,77
"47388",21559,"2019Y9",55890,107
"47389",21559,"2020Y1",9933,21
"47390",21559,"2020Y10",140259,402
"47391",21559,"2020Y11",9185,31
"47392",21559,"2020Y12",0,0
"47393",21559,"2020Y2",31114,58
"47394",21559,"2020Y3",53855,129
"47395",21559,"2020Y4",11577,70
"47396",21559,"2020Y5",16087,73
"47397",21559,"2020Y6",118169,227
"47398",21559,"2020Y7",50203,82
"47399",21559,"2020Y8",99614,212
"47400",21559,"2020Y9",106215,292
"47401",21560,"2015Y1",0,0
"47402",21560,"2015Y10",1000,1
"47403",21560,"2015Y11",21966,28
"47404",21560,"2015Y12",18350,35
"47405",21560,"2015Y2",20750,21
"47406",21560,"2015Y3",195312,228
"47407",21560,"2015Y4",288238,403
"47408",21560,"2015Y5",45750,63
"47409",21560,"2015Y6",400,1
"47410",21560,"2015Y7",10951,17
"47411",21560,"2015Y8",4750,5
"47412",21560,"2015Y9",2500,4
"47413",21560,"2016Y1",0,0
"47414",21560,"2016Y10",37170,58
"47415",21560,"2016Y11",15305,36
"47416",21560,"2016Y12",0,0
"47417",21560,"2016Y2",13900,10
"47418",21560,"2016Y3",33300,51
"47419",21560,"2016Y4",23288,22
"47420",21560,"2016Y5",52475,71
"47421",21560,"2016Y6",35628,26
"47422",21560,"2016Y7",11100,6
"47423",21560,"2016Y8",56200,35
"47424",21560,"2016Y9",113200,91
"47425",21560,"2017Y1",14650,10
"47426",21560,"2017Y10",50575,46
"47427",21560,"2017Y11",30300,41
"47428",21560,"2017Y12",118550,75
"47429",21560,"2017Y2",5900,3
"47430",21560,"2017Y3",3500,5
"47431",21560,"2017Y4",25277,33
"47432",21560,"2017Y5",24750,17
"47433",21560,"2017Y6",26800,35
"47434",21560,"2017Y7",7150,9
"47435",21560,"2017Y8",26029,32
"47436",21560,"2017Y9",44250,41
"47437",21560,"2018Y1",25700,17
"47438",21560,"2018Y10",216860,207
"47439",21560,"2018Y11",13600,18
"47440",21560,"2018Y12",2500,1
"47441",21560,"2018Y2",18700,24
"47442",21560,"2018Y3",144450,156
"47443",21560,"2018Y4",139950,135
"47444",21560,"2018Y5",104560,115
"47445",21560,"2018Y6",164660,245
"47446",21560,"2018Y7",25200,24
"47447",21560,"2018Y8",24275,39
"47448",21560,"2018Y9",142385,205
"47449",21561,"2015Y1",0,0
"47450",21561,"2015Y10",1000,1
"47451",21561,"2015Y11",23250,49
"47452",21561,"2015Y12",4650,9
"47453",21561,"2015Y2",1500,2
"47454",21561,"2015Y3",81505,53
"47455",21561,"2015Y4",70500,101
"47456",21561,"2015Y5",79000,103
"47457",21561,"2015Y6",97950,114
"47458",21561,"2015Y7",6000,5
"47459",21561,"2015Y8",1000,1
"47460",21561,"2015Y9",13750,17
"47461",21561,"2016Y1",24925,30
"47462",21561,"2016Y10",37490,49
"47463",21561,"2016Y11",4000,3
"47464",21561,"2016Y12",0,0
"47465",21561,"2016Y2",24100,34
"47466",21561,"2016Y3",10050,14
"47467",21561,"2016Y4",7450,9
"47468",21561,"2016Y5",0,0
"47469",21561,"2016Y6",24000,40
"47470",21561,"2016Y7",2750,6
"47471",21561,"2016Y8",21550,27
"47472",21561,"2016Y9",17200,27
"47473",21561,"2017Y1",4800,5
"47474",21561,"2017Y10",20225,30
"47475",21561,"2017Y11",1600,3
"47476",21561,"2017Y12",3050,8
"47477",21561,"2017Y2",7000,4
"47478",21561,"2017Y3",31550,60
"47479",21561,"2017Y4",43050,28
"47480",21561,"2017Y5",11050,7
"47481",21561,"2017Y6",7726,17
"47482",21561,"2017Y7",3650,7
"47483",21561,"2017Y8",32000,49
"47484",21561,"2017Y9",12175,18
"47485",21561,"2018Y1",18225,51
"47486",21561,"2018Y10",11525,16
"47487",21561,"2018Y11",22637,51
"47488",21561,"2018Y12",7400,3
"47489",21561,"2018Y2",14434,22
"47490",21561,"2018Y3",43005,75
"47491",21561,"2018Y4",21125,30
"47492",21561,"2018Y5",3525,6
"47493",21561,"2018Y6",30810,51
"47494",21561,"2018Y7",3581,12
"47495",21561,"2018Y8",25750,26
"47496",21561,"2018Y9",44015,63
"47497",21561,"2019Y1",0,0
"47498",21561,"2019Y10",2775,9
"47499",21561,"2019Y11",8875,14
"47500",21561,"2019Y12",6525,9
"47501",21561,"2019Y2",2950,2
"47502",21561,"2019Y3",45300,53
"47503",21561,"2019Y4",6000,7
"47504",21561,"2019Y5",4250,8
"47505",21561,"2019Y6",10300,27
"47506",21561,"2019Y7",11650,13
"47507",21561,"2019Y8",24725,20
"47508",21561,"2019Y9",20025,16
"47509",21561,"2020Y1",2050,4
"47510",21561,"2020Y10",41360,76
"47511",21561,"2020Y11",13600,13
"47512",21561,"2020Y12",0,0
"47513",21561,"2020Y2",22625,16
"47514",21561,"2020Y3",27000,49
"47515",21561,"2020Y4",975,6
"47516",21561,"2020Y5",1350,3
"47517",21561,"2020Y6",49977,62
